"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","xERA","FIP","xFIP","WAR","BS","H","R","ER","HR","BB","HBP","WP","SO","GB","FB","LD","AVG","WHIP","BABIP","LOB%","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","FB%","SL%","CT%","CB%","CH%","SF%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HLD","K%","BB%","SIERA","EV","LA","Barrel%","maxEV","HardHit%","CSW%","playerid"
"Craig Kimbrel","CHC","0","1","2","18","0","15.1","16.43","7.04","1.17",".320","70.8%","33.3%","16.7%","5.28","4.73","3.97","3.79","0.1","1","10","9","9","2","12","2","4","28","9","12","6",".182","1.43",".320","70.8%","0.75","22.2%","33.3%","44.4%","8.3%","16.7%","62.3%","","","37.7%","","","24.6%","56.0%","37.7%","53.5%","72.9%","65.5%","41.7%","13.0%","3","40.6%","17.4%","3.57","91.1","15.3","18.5%","105.6","51.9%","35.0%","6655"
"Dennis Santana","LAD","1","2","0","12","0","17.0","9.53","3.71","2.12",".262","70.7%","33.3%","25.0%","5.29","5.30","5.72","4.48","-0.2","1","15","11","10","4","7","2","1","18","15","16","14",".234","1.29",".262","70.7%","0.94","31.1%","33.3%","35.6%","6.3%","25.0%","38.7%","46.1%","","","15.1%","","32.5%","53.4%","42.3%","65.3%","78.9%","73.3%","46.8%","11.3%","0","24.7%","9.6%","4.10","85.3","11.3","8.7%","106.1","32.6%","34.9%","17878"
"Adrian Houser","MIL","1","6","0","12","11","56.0","7.07","3.38","1.29",".325","61.2%","58.5%","24.2%","5.30","4.77","4.82","4.10","0.4","0","63","41","33","8","21","4","1","44","103","33","40",".285","1.50",".325","61.2%","3.12","22.7%","58.5%","18.8%","9.1%","24.2%","64.0%","12.1%","","12.3%","11.6%","","33.9%","71.3%","48.6%","68.9%","86.4%","79.0%","39.3%","10.2%","0","17.9%","8.5%","4.45","86.3","1.4","5.6%","109.9","32.8%","25.3%","12718"
"Tyler Chatwood","CHC","2","2","0","5","5","18.2","12.05","4.34","0.96",".400","70.9%","38.5%","11.1%","5.30","5.23","3.35","3.82","0.4","0","22","11","11","2","9","0","1","25","20","18","14",".286","1.66",".400","70.9%","1.11","26.9%","38.5%","34.6%","0.0%","11.1%","51.4%","","29.7%","13.5%","5.4%","","30.7%","65.6%","44.1%","57.1%","83.3%","72.1%","38.4%","12.3%","0","29.1%","10.5%","4.06","90.2","8.7","9.6%","108.3","42.3%","29.7%","4338"
"Tyler Kinley","COL","0","2","0","24","0","23.2","9.89","4.56","0.76",".208","51.6%","46.3%","9.5%","5.32","3.48","3.99","4.61","0.2","0","13","15","14","2","12","3","4","26","25","21","8",".160","1.06",".208","51.6%","1.19","14.8%","46.3%","38.9%","4.8%","9.5%","33.7%","59.8%","","","6.5%","","32.3%","68.9%","46.9%","43.1%","80.4%","64.9%","39.9%","16.4%","4","27.1%","12.5%","4.18","86.9","13.3","5.5%","109.6","29.1%","32.3%","18297"
"Kyle Gibson","TEX","2","6","0","12","12","67.1","7.75","4.01","1.60",".313","70.5%","51.5%","26.7%","5.35","5.70","5.39","4.36","0.2","0","73","44","40","12","30","6","1","58","106","45","55",".275","1.53",".313","70.5%","2.36","26.7%","51.5%","21.8%","4.4%","26.7%","49.4%","24.3%","0.4%","7.9%","17.9%","","29.4%","61.6%","41.4%","62.6%","90.8%","78.1%","37.1%","9.0%","0","19.3%","10.0%","4.77","88.2","6.2","7.2%","112.9","39.1%","27.6%","10123"
"Drew Butera","COL","0","0","0","1","0","1.2","5.40","0.00","0.00",".429","66.7%","57.1%","0.0%","5.40","17.60","1.99","5.46","0.0","0","3","1","1","0","0","0","0","1","4","3","0",".375","1.80",".429","66.7%","1.33","0.0%","57.1%","42.9%","0.0%","0.0%","100.0%","","","","","","45.5%","77.8%","54.8%","90.0%","85.7%","88.2%","29.0%","6.5%","0","12.5%","0.0%","4.31","94.1","-0.1","28.6%","104.2","57.1%","22.6%","3411"
"Johnny Cueto","SFG","2","3","0","12","12","63.1","7.96","3.69","1.28",".284","63.3%","40.8%","13.8%","5.40","4.86","4.64","4.78","0.5","0","61","41","38","9","26","3","1","56","78","65","48",".246","1.37",".284","63.3%","1.20","25.1%","40.8%","34.0%","7.7%","13.8%","43.6%","13.3%","8.2%","7.9%","27.0%","","29.4%","69.8%","44.9%","72.0%","87.9%","81.5%","38.4%","8.3%","0","20.2%","9.4%","4.90","87.9","13.0","5.7%","113.1","33.3%","25.0%","6893"
"Steve Cishek","CHW","0","0","0","22","0","20.0","9.45","4.05","1.80",".309","77.5%","32.2%","13.8%","5.40","5.89","5.64","5.84","-0.2","1","21","12","12","4","9","4","0","21","19","29","11",".263","1.50",".309","77.5%","0.66","18.6%","32.2%","49.2%","3.4%","13.8%","47.6%","51.3%","","","1.1%","","24.7%","63.6%","40.4%","56.4%","83.3%","73.5%","40.4%","10.7%","0","22.6%","9.7%","4.47","89.2","18.6","11.9%","110.9","40.7%","30.2%","6483"
"Tyson Miller","CHC","0","0","0","2","1","5.0","0.00","5.40","1.80",".063","55.6%","58.8%","25.0%","5.40","12.50","7.59","6.53","-0.1","0","2","3","3","1","3","0","0","0","10","4","3",".118","1.00",".063","55.6%","2.50","17.6%","58.8%","23.5%","0.0%","25.0%","56.6%","13.2%","","6.6%","23.7%","","32.6%","76.7%","50.0%","93.3%","87.0%","89.5%","39.5%","5.3%","0","0.0%","15.0%","7.48","90.0","3.5","11.8%","107.0","47.1%","17.1%","19976"
"Humberto Mejia","MIA","0","2","0","3","3","10.0","9.90","5.40","2.70",".357","75.9%","29.0%","18.8%","5.40","10.69","6.99","6.18","-0.2","0","13","8","6","3","6","1","0","11","9","16","6",".310","1.90",".357","75.9%","0.56","19.4%","29.0%","51.6%","0.0%","18.8%","52.2%","17.1%","","21.0%","9.8%","","35.5%","69.1%","48.8%","72.7%","83.9%","79.0%","39.5%","10.2%","0","22.4%","12.2%","5.25","93.0","17.7","22.6%","109.5","45.2%","26.8%","20739"
"Nick Mears","PIT","0","0","0","4","0","5.0","12.60","12.60","1.80",".273","83.3%","41.7%","25.0%","5.40","7.22","7.19","6.13","-0.1","0","4","3","3","1","7","0","1","7","5","4","3",".211","2.20",".273","83.3%","1.25","25.0%","41.7%","33.3%","0.0%","25.0%","68.4%","","","31.6%","","","28.2%","75.0%","43.0%","45.5%","74.1%","61.2%","31.6%","16.7%","0","26.9%","26.9%","6.75","93.4","13.8","8.3%","109.3","41.7%","28.1%","25376"
"Matt Davidson","CIN","0","0","0","3","0","3.1","2.70","5.40","2.70",".273","87.0%","25.0%","20.0%","5.40","23.91","8.29","7.28","0.0","0","4","2","2","1","2","0","0","1","3","5","4",".308","1.80",".273","87.0%","0.60","33.3%","25.0%","41.7%","20.0%","20.0%","89.1%","","","10.9%","","","18.2%","87.5%","54.3%","100.0%","100.0%","100.0%","52.2%","0.0%","0","6.7%","13.3%","7.23","93.2","19.8","25.0%","110.3","58.3%","13.0%","7226"
"Jose Urena","MIA","0","3","0","5","5","23.1","5.79","5.01","1.54",".257","70.1%","46.6%","15.4%","5.40","5.48","6.06","5.98","-0.1","0","22","15","14","4","13","2","1","15","34","26","13",".247","1.50",".257","70.1%","1.31","17.8%","46.6%","35.6%","11.5%","15.4%","60.6%","32.3%","","","7.1%","","31.3%","73.2%","47.5%","57.9%","88.4%","76.1%","38.6%","11.4%","0","14.4%","12.5%","6.01","90.6","13.1","9.5%","111.4","41.9%","25.5%","11589"
"Rico Garcia","SFG","1","1","0","12","0","10.0","6.30","3.60","0.90",".375","70.5%","45.5%","10.0%","5.40","6.04","4.29","4.92","0.0","1","13","6","6","1","4","0","2","7","15","10","8",".325","1.70",".375","70.5%","1.50","24.2%","45.5%","30.3%","0.0%","10.0%","55.9%","","0.6%","11.9%","31.6%","","22.7%","78.8%","48.0%","63.6%","84.1%","78.8%","45.2%","10.2%","2","15.9%","9.1%","4.91","92.0","12.1","9.1%","107.4","48.5%","20.3%","20023"
"Nick Neidert","MIA","0","0","0","4","0","8.1","4.32","2.16","1.08",".333","66.0%","60.7%","20.0%","5.40","7.31","4.51","4.11","0.0","0","10","5","5","1","2","0","0","4","17","5","6",".313","1.44",".333","66.0%","3.40","21.4%","60.7%","17.9%","0.0%","20.0%","59.8%","13.6%","","8.3%","18.2%","","23.3%","76.3%","47.0%","70.6%","97.8%","90.3%","44.7%","4.5%","0","11.8%","5.9%","4.15","95.2","2.7","7.1%","108.6","64.3%","16.7%","18699"
"Glenn Sparkman","KCR","0","0","0","4","0","5.0","3.60","1.80","0.00",".375","40.0%","45.8%","0.0%","5.40","4.01","2.99","6.85","0.1","0","9","6","3","0","1","0","0","2","11","10","3",".346","2.00",".375","40.0%","1.10","12.5%","45.8%","41.7%","30.0%","0.0%","44.4%","46.7%","","5.6%","3.3%","","33.3%","78.6%","54.4%","56.3%","87.9%","77.6%","46.7%","12.2%","0","7.4%","3.7%","5.57","89.7","16.7","8.3%","108.7","33.3%","25.6%","15200"
"Artie Lewicki","ARI","0","0","0","2","0","3.1","13.50","2.70","0.00",".583","75.0%","16.7%","0.0%","5.40","3.20","1.09","4.56","0.1","0","7","2","2","0","1","0","0","5","2","6","4",".412","2.40",".583","75.0%","0.33","33.3%","16.7%","50.0%","0.0%","0.0%","33.3%","49.1%","","10.5%","7.0%","","41.2%","82.6%","57.9%","50.0%","89.5%","72.7%","40.4%","15.8%","0","27.8%","5.6%","3.66","92.7","18.2","8.3%","105.0","41.7%","26.3%","16731"
"Beau Burrows","DET","0","0","0","5","0","6.2","4.05","1.35","4.05",".227","100.0%","40.0%","27.3%","5.40","6.24","9.04","6.37","-0.2","0","8","4","4","3","1","1","0","3","10","11","4",".286","1.35",".227","100.0%","0.91","16.0%","40.0%","44.0%","9.1%","27.3%","54.5%","25.5%","","5.5%","14.5%","","23.8%","76.6%","46.4%","73.3%","86.1%","82.4%","42.7%","8.2%","0","10.0%","3.3%","5.30","90.0","12.5","12.0%","114.7","28.0%","21.8%","18873"
"Alex Young","ARI","2","4","0","15","7","46.1","7.58","2.72","2.14",".288","71.1%","36.9%","17.7%","5.44","6.40","5.57","5.06","-0.2","0","51","30","28","11","14","1","1","39","55","62","32",".270","1.40",".288","71.1%","0.89","21.5%","36.9%","41.6%","3.2%","17.7%","32.6%","","21.7%","24.8%","20.8%","","33.0%","71.8%","49.2%","66.7%","82.0%","76.0%","41.8%","11.8%","1","19.1%","6.9%","4.71","90.0","15.3","12.7%","111.8","40.7%","26.9%","18333"
"Logan Webb","SFG","3","4","0","13","11","54.1","7.62","3.98","0.66",".345","62.5%","51.8%","10.8%","5.47","5.23","4.17","4.52","0.7","0","61","38","33","4","24","7","3","46","86","37","43",".284","1.56",".345","62.5%","2.32","25.9%","51.8%","22.3%","8.1%","10.8%","48.6%","15.3%","5.3%","","30.8%","","24.3%","66.0%","41.8%","65.2%","85.9%","78.9%","41.9%","8.8%","0","18.7%","9.8%","4.78","88.4","5.8","5.3%","110.6","39.6%","27.8%","17995"
"Johan Oviedo","STL","0","3","0","5","5","24.2","5.84","3.65","1.09",".269","60.3%","39.5%","11.1%","5.47","7.17","5.30","5.83","0.1","0","24","18","15","3","10","5","4","16","32","27","22",".247","1.38",".269","60.3%","1.19","27.2%","39.5%","33.3%","3.7%","11.1%","55.9%","29.7%","0.2%","10.4%","3.8%","","24.9%","69.5%","43.7%","67.2%","86.2%","79.9%","42.1%","8.8%","0","14.3%","8.9%","5.58","91.8","12.0","8.6%","111.4","51.9%","25.9%","22487"
"Jacob Barnes","LAA","0","2","0","18","0","18.0","12.00","2.00","0.50",".383","50.8%","40.4%","6.3%","5.50","4.45","2.25","3.24","0.4","0","19","13","11","1","4","2","0","24","19","16","12",".264","1.28",".383","50.8%","1.19","25.5%","40.4%","34.0%","6.3%","6.3%","46.6%","1.0%","51.5%","","","1.0%","32.1%","72.4%","47.2%","46.8%","83.3%","67.8%","37.5%","15.2%","1","30.8%","5.1%","2.91","90.2","12.8","6.3%","107.5","47.9%","30.4%","12323"
"Adam Morgan","PHI","0","1","0","17","0","13.0","11.08","4.15","2.08",".333","75.9%","47.2%","23.1%","5.54","5.06","5.11","4.04","0.0","2","14","8","8","3","6","0","0","16","17","13","6",".269","1.54",".333","75.9%","1.31","16.7%","47.2%","36.1%","7.7%","23.1%","33.8%","45.2%","","4.6%","16.4%","","35.1%","64.7%","46.6%","55.3%","78.2%","67.6%","38.8%","15.1%","2","27.6%","10.3%","3.81","88.5","10.6","13.9%","114.2","36.1%","33.8%","12580"
"Mike Minor","- - -","1","6","0","12","11","56.2","9.85","3.18","1.75",".269","62.9%","35.9%","15.7%","5.56","4.27","4.64","4.50","0.8","0","50","36","35","11","20","1","0","62","56","70","30",".229","1.24",".269","62.9%","0.80","19.2%","35.9%","44.9%","12.9%","15.7%","50.8%","20.7%","","6.4%","22.1%","","30.2%","67.1%","46.1%","66.7%","80.2%","75.2%","43.1%","11.4%","0","25.9%","8.4%","4.20","87.5","17.6","10.3%","113.3","40.4%","29.9%","10021"
"Vince Velasquez","PHI","1","1","0","9","7","34.0","12.18","4.50","1.32",".373","71.4%","39.8%","15.6%","5.56","4.33","4.16","4.07","0.6","0","36","21","21","5","17","3","0","46","35","32","21",".269","1.56",".373","71.4%","1.09","23.9%","39.8%","36.4%","18.8%","15.6%","57.5%","11.4%","0.6%","16.3%","14.2%","","31.2%","70.2%","48.3%","62.3%","84.5%","76.4%","43.8%","11.4%","0","29.9%","11.0%","4.03","87.9","12.5","8.0%","117.4","39.8%","26.8%","11189"
"Cole Sulser","BAL","1","5","5","19","0","22.2","7.54","6.75","0.79",".242","51.3%","37.7%","7.7%","5.56","4.54","4.91","5.98","0.1","3","17","18","14","2","17","0","1","19","23","26","12",".205","1.50",".242","51.3%","0.88","19.7%","37.7%","42.6%","11.5%","7.7%","57.5%","16.6%","","","26.0%","","30.2%","79.9%","48.6%","62.0%","78.9%","72.3%","37.0%","13.5%","1","19.0%","17.0%","5.87","86.9","17.3","4.7%","107.3","31.3%","25.0%","15256"
"Jake Woodford","STL","1","0","0","12","1","21.0","6.86","2.14","3.00",".228","78.9%","45.3%","29.2%","5.57","5.59","6.72","4.59","-0.3","0","20","13","13","7","5","0","1","16","29","24","11",".250","1.19",".228","78.9%","1.21","17.2%","45.3%","37.5%","8.3%","29.2%","50.8%","26.9%","","21.1%","1.1%","","29.5%","68.5%","45.0%","78.1%","86.7%","83.3%","39.7%","7.5%","0","18.8%","5.9%","4.32","89.9","12.2","14.1%","110.3","40.6%","24.4%","18674"
"Frankie Montas","OAK","3","5","0","11","11","53.0","10.19","3.91","1.70",".329","68.7%","36.8%","17.5%","5.60","4.67","4.74","4.36","0.4","0","57","35","33","10","23","1","2","60","56","57","39",".268","1.51",".329","68.7%","0.98","25.7%","36.8%","37.5%","10.5%","17.5%","62.0%","25.1%","","","","12.9%","30.9%","63.1%","44.7%","59.6%","83.1%","73.8%","43.0%","11.7%","0","25.3%","9.7%","4.40","88.1","17.1","7.8%","111.3","35.3%","32.6%","14309"
"Colten Brewer","BOS","0","3","0","11","4","25.2","8.77","4.91","2.10",".329","77.1%","48.8%","31.6%","5.61","8.12","6.04","4.42","-0.2","0","31","17","16","6","14","1","1","25","40","19","23",".290","1.75",".329","77.1%","2.11","28.0%","48.8%","23.2%","0.0%","31.6%","2.0%","19.6%","45.3%","32.8%","0.4%","","34.1%","69.4%","49.2%","65.7%","88.0%","79.1%","42.7%","10.3%","0","20.5%","11.5%","4.76","89.2","6.0","14.6%","110.9","40.2%","25.5%","12997"
"Tarik Skubal","DET","1","4","0","8","7","32.0","10.41","3.09","2.53",".253","70.4%","27.7%","20.0%","5.63","4.48","5.75","4.81","-0.1","0","28","21","20","9","11","2","0","37","23","45","15",".231","1.22",".253","70.4%","0.51","18.1%","27.7%","54.2%","2.2%","20.0%","60.1%","15.7%","","7.8%","16.4%","","34.6%","72.7%","49.9%","63.9%","81.5%","74.2%","40.3%","12.9%","0","27.6%","8.2%","4.12","89.6","21.0","10.7%","111.9","38.1%","25.5%","22267"
"Craig Stammen","SDP","4","2","0","24","0","24.0","7.50","1.50","0.75",".325","56.3%","59.5%","13.3%","5.63","3.33","3.36","3.48","0.3","1","27","16","15","2","4","2","0","20","44","15","15",".273","1.29",".325","56.3%","2.93","20.3%","59.5%","20.3%","0.0%","13.3%","65.3%","6.6%","14.3%","12.2%","1.6%","","33.0%","61.6%","45.1%","63.9%","89.8%","78.8%","42.2%","9.5%","5","19.0%","3.8%","3.42","88.2","5.9","2.5%","109.9","36.7%","28.9%","7274"
"Rick Porcello","NYM","1","7","0","12","12","59.0","8.24","2.29","0.76",".373","59.5%","37.8%","7.6%","5.64","5.27","3.33","4.38","1.6","0","74","41","37","5","15","2","1","54","71","66","51",".303","1.51",".373","59.5%","1.08","27.1%","37.8%","35.1%","18.2%","7.6%","53.3%","29.1%","","5.1%","12.5%","","31.5%","69.6%","48.1%","81.0%","89.9%","86.7%","43.6%","6.4%","0","20.7%","5.7%","4.45","87.2","16.4","8.4%","109.8","36.3%","24.0%","2717"
"Patrick Sandoval","LAA","1","5","0","9","6","36.2","8.10","2.95","2.45",".260","65.7%","55.3%","32.3%","5.65","5.37","5.92","4.00","-0.2","0","37","26","23","10","12","0","2","33","63","31","20",".252","1.34",".260","65.7%","2.03","17.5%","55.3%","27.2%","0.0%","32.3%","44.8%","25.3%","","7.0%","22.9%","","29.8%","70.7%","47.3%","55.9%","82.9%","73.1%","42.8%","12.7%","0","20.8%","7.5%","4.17","88.1","3.6","7.9%","110.4","47.4%","28.4%","19447"
"Wade Miley","CIN","0","3","0","6","4","14.1","7.53","5.65","0.63",".326","65.0%","50.0%","12.5%","5.65","5.59","4.73","4.90","0.1","0","15","10","9","1","9","2","0","12","22","8","14",".268","1.67",".326","65.0%","2.75","31.8%","50.0%","18.2%","0.0%","12.5%","14.0%","1.8%","49.5%","11.2%","23.5%","","30.7%","61.5%","41.1%","67.2%","81.4%","74.4%","33.7%","10.5%","0","17.9%","13.4%","5.36","83.3","9.0","2.3%","106.1","22.7%","27.0%","8779"
"Duane Underwood Jr.","CHC","1","0","0","17","0","20.2","11.76","2.61","2.18",".408","76.0%","38.9%","22.7%","5.66","4.48","4.74","3.65","0.0","0","25","13","13","5","6","1","2","27","21","22","11",".309","1.50",".408","76.0%","0.95","20.4%","38.9%","40.7%","0.0%","22.7%","46.3%","","","24.8%","29.0%","","36.9%","57.6%","45.1%","57.3%","75.0%","66.2%","39.4%","15.2%","1","30.7%","6.8%","3.12","92.0","11.9","9.3%","108.5","46.3%","34.9%","14677"
"Cy Sneed","HOU","0","3","0","18","0","17.1","10.90","5.19","1.56",".388","61.2%","30.0%","11.5%","5.71","4.33","4.75","5.39","0.0","2","22","15","11","3","10","0","1","21","15","26","9",".301","1.85",".388","61.2%","0.58","18.0%","30.0%","52.0%","3.8%","11.5%","36.1%","14.0%","33.4%","14.9%","1.5%","","28.6%","70.7%","47.5%","67.9%","83.0%","78.0%","44.8%","10.4%","3","25.3%","12.0%","4.48","87.7","21.0","7.7%","107.3","34.6%","28.3%","16106"
"Luis Perdomo","SDP","0","0","0","10","1","17.1","8.31","5.19","1.56",".222","58.5%","58.3%","25.0%","5.71","4.18","5.33","4.41","-0.1","0","13","12","11","3","10","0","0","16","28","12","8",".203","1.33",".222","58.5%","2.33","16.7%","58.3%","25.0%","8.3%","25.0%","42.8%","34.8%","","","22.5%","","30.7%","60.2%","43.8%","53.2%","90.5%","76.0%","44.6%","10.5%","0","21.6%","13.5%","4.65","89.0","3.8","6.3%","109.8","37.5%","31.2%","14682"
"Oliver Drake","TBR","0","2","2","11","0","11.0","5.73","4.91","1.64",".167","49.0%","48.4%","18.2%","5.73","3.04","5.92","5.48","-0.1","2","7","8","7","2","6","0","1","7","15","11","5",".179","1.18",".167","49.0%","1.36","16.1%","48.4%","35.5%","27.3%","18.2%","48.0%","1.2%","","","","50.9%","28.3%","73.4%","49.1%","65.4%","74.1%","71.4%","46.2%","14.0%","1","15.6%","13.3%","5.60","86.5","7.7","6.3%","118.4","34.4%","26.3%","8823"
"Dan Altavilla","- - -","2","3","1","22","0","20.1","10.62","5.31","1.33",".300","62.0%","35.8%","13.6%","5.75","5.89","4.52","4.69","0.1","0","18","14","13","3","12","0","2","24","19","22","12",".234","1.48",".300","62.0%","0.86","22.6%","35.8%","41.5%","9.1%","13.6%","47.1%","52.9%","","","","","20.8%","70.2%","42.7%","50.0%","77.9%","70.3%","44.4%","12.7%","3","27.0%","13.5%","4.37","91.1","17.3","9.4%","108.9","39.6%","29.2%","16507"
"Kendall Graveman","SEA","1","3","0","11","2","18.2","7.23","3.86","0.96",".250","49.5%","48.1%","10.5%","5.79","3.76","4.26","4.83","0.3","1","15","13","12","2","8","0","0","15","26","19","9",".217","1.23",".250","49.5%","1.37","16.7%","48.1%","35.2%","10.5%","10.5%","67.8%","2.1%","7.3%","6.1%","16.7%","","20.2%","64.5%","39.2%","71.1%","86.8%","82.2%","42.9%","7.0%","5","19.5%","10.4%","4.85","91.6","6.5","3.7%","109.9","38.9%","26.4%","15514"
"Colin Rea","CHC","1","1","0","9","2","14.0","6.43","1.29","1.93",".255","62.5%","44.0%","20.0%","5.79","4.83","4.98","4.26","0.0","0","15","9","9","3","2","0","0","10","22","15","13",".250","1.21",".255","62.5%","1.47","26.0%","44.0%","30.0%","6.7%","20.0%","51.9%","","17.8%","19.1%","11.2%","","32.8%","63.0%","47.7%","72.5%","93.3%","86.1%","49.4%","6.6%","1","16.1%","3.2%","4.33","89.3","11.0","6.0%","114.0","40.0%","27.0%","12317"
"J.P. Feyereisen","MIL","0","0","0","6","0","9.1","6.75","4.82","2.89",".048","69.0%","33.3%","21.4%","5.79","4.77","7.80","6.51","-0.2","0","4","6","6","3","5","1","0","7","8","14","2",".129","0.96",".048","69.0%","0.57","8.3%","33.3%","58.3%","14.3%","21.4%","54.0%","28.0%","","","18.0%","","32.7%","76.9%","48.0%","62.5%","67.5%","65.3%","34.7%","16.7%","0","18.9%","13.5%","5.56","87.4","20.2","12.5%","104.6","37.5%","28.0%","16610"
"Ty Buttrey","LAA","2","3","5","27","0","26.1","6.15","3.08","1.37",".300","61.7%","47.0%","17.4%","5.81","4.48","4.94","4.65","-0.1","4","28","18","17","4","9","1","2","18","39","23","21",".275","1.41",".300","61.7%","1.70","25.3%","47.0%","27.7%","4.3%","17.4%","58.2%","","","22.2%","19.6%","","28.9%","73.1%","47.7%","71.8%","88.0%","82.4%","42.5%","8.4%","2","16.1%","8.0%","4.68","90.1","5.5","7.1%","115.0","40.5%","23.1%","14719"
"Ryan Castellani","COL","1","4","0","10","9","43.1","5.19","5.40","2.49",".207","74.2%","37.6%","21.1%","5.82","7.63","7.78","6.72","-0.6","0","37","30","28","12","26","5","1","25","50","57","26",".234","1.45",".207","74.2%","0.88","19.5%","37.6%","42.9%","8.8%","21.1%","49.7%","17.3%","","17.3%","15.7%","","25.1%","68.8%","42.3%","60.0%","88.3%","78.1%","39.4%","9.2%","0","13.2%","13.8%","6.49","90.9","17.8","7.5%","111.3","44.4%","25.1%","16377"
"Huascar Ynoa","ATL","0","0","0","9","5","21.2","7.06","5.40","0.83",".318","68.2%","54.4%","10.5%","5.82","5.52","4.90","5.39","0.0","0","23","14","14","2","13","2","2","17","37","19","12",".271","1.66",".318","68.2%","1.95","17.6%","54.4%","27.9%","0.0%","10.5%","44.3%","46.6%","","","9.1%","","35.1%","65.3%","46.6%","66.3%","84.7%","76.1%","38.0%","11.1%","0","17.0%","13.0%","5.38","87.8","3.6","5.9%","109.0","38.2%","26.6%","20468"
"Yoshihisa Hirano","SEA","0","1","4","13","0","12.1","8.03","5.84","1.46",".390","74.4%","48.8%","15.4%","5.84","4.58","5.70","5.63","-0.2","0","18","9","8","2","8","1","0","11","21","13","9",".333","2.11",".390","74.4%","1.62","20.9%","48.8%","30.2%","0.0%","15.4%","45.2%","","","","","54.8%","35.3%","70.4%","46.8%","61.0%","87.7%","74.1%","32.7%","12.1%","1","17.5%","12.7%","5.20","85.9","9.8","4.7%","107.4","20.9%","25.8%","19756"
"Ross Stripling","- - -","3","3","1","12","9","49.1","7.30","3.28","2.37",".291","66.9%","39.9%","22.8%","5.84","6.65","6.15","4.95","-0.2","0","56","37","32","13","18","1","1","40","63","57","38",".279","1.50",".291","66.9%","1.11","24.1%","39.9%","36.1%","8.8%","22.8%","43.9%","14.8%","","23.9%","17.3%","","26.3%","60.9%","42.8%","68.8%","89.9%","83.1%","47.7%","7.2%","0","18.2%","8.2%","4.96","91.2","12.3","10.6%","112.1","39.1%","28.8%","13273"
