"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","H","1B","2B","3B","BB","SO","HBP","CS","OPS","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HardHit%","CSW%","xBA","EV","LA","Barrel%","maxEV","xSLG","playerid"
"Greg Bird","NYY","10","41","1","6","1","0","14.6%","39.0%",".086",".278",".171",".293",".257",".254",".288","55","0.3","-2.1","-0.8","-0.1","6","5","0","0","6","16","0","0",".550","1.50","21.1%","47.4%","31.6%","0.0%","16.7%","11.1%","30.3%","62.1%","43.7%","55.6%","85.2%","73.3%","42.2%","11.7%","36.8%","30.6%",".192","85.3","7.8","5.3%","108.0",".333","14131"
"Carlos Gonzalez","- - -","45","166","3","21","10","0","10.8%","31.3%",".083",".283",".200",".289",".283",".254",".273","53","-0.9","-11.0","-1.0","-0.6","29","23","3","0","18","52","1","3",".572","2.30","19.1%","56.4%","24.5%","8.7%","13.0%","1.9%","37.1%","72.8%","50.6%","54.4%","77.0%","66.7%","37.6%","16.9%","34.7%","29.4%",".203","87.6","1.4","5.3%","114.0",".323","7287"
"Michael Hermosillo","LAA","18","46","0","7","3","2","10.9%","41.3%",".083",".278",".139",".304",".222",".254",".274","53","1.1","-1.7","2.1","0.2","5","3","1","1","5","19","4","0",".527","0.57","35.3%","23.5%","41.2%","14.3%","0.0%","0.0%","31.2%","66.2%","43.3%","34.1%","79.6%","58.1%","34.4%","18.1%","55.6%","34.9%",".151","91.5","24.2","0.0%","105.0",".215","16285"
"Yu Chang","CLE","28","84","1","8","6","0","13.1%","26.2%",".096",".240",".178",".286",".274",".254",".299","53","-1.3","-6.4","1.9","-0.1","13","9","2","1","11","22","0","0",".560","1.53","15.7%","51.0%","33.3%","0.0%","5.9%","3.8%","29.5%","72.0%","47.6%","54.4%","90.3%","77.5%","42.6%","10.7%","31.4%","26.2%",".207","87.9","9.9","5.9%","108.8",".368","14773"
"Julio Urias","LAD","37","18","0","0","2","0","5.6%","22.2%",".000",".375",".250",".308",".250",".254",".189","55","0.0","-1.1","2.2","0.2","3","3","0","0","1","4","0","0",".558","4.00","16.7%","66.7%","16.7%","0.0%","0.0%","0.0%","21.9%","55.9%","39.4%","57.1%","94.7%","84.6%","51.5%","6.1%","0.0%","28.8%",".147","83.5","5.5","0.0%","93.7",".177","14765"
"Rafael Ortega","ATL","34","96","2","7","10","3","8.3%","22.9%",".102",".250",".205",".271",".307",".254",".280","50","1.2","-5.2","-0.4","-0.2","18","13","3","0","8","22","0","0",".578","1.08","21.2%","40.9%","37.9%","8.0%","8.0%","7.4%","35.6%","69.3%","51.2%","69.2%","87.8%","80.9%","46.3%","9.8%","27.3%","24.8%",".220","86.6","14.0","4.5%","105.6",".356","10323"
"Garrett Stubbs","HOU","19","39","0","8","2","1","10.3%","17.9%",".086",".250",".200",".282",".286",".254",".275","56","1.0","-1.2","0.2","0.0","7","4","3","0","4","7","0","0",".568","1.56","17.9%","50.0%","32.1%","33.3%","0.0%","7.1%","43.7%","80.4%","59.8%","64.5%","93.3%","81.6%","44.1%","11.0%","28.6%","21.3%",".224","84.8","12.9","0.0%","103.1",".301","18067"
"Taylor Davis","CHC","7","20","1","2","4","0","10.0%","20.0%",".167",".154",".167",".250",".333",".253",".342","51","0.1","-1.2","-0.5","-0.1","3","2","0","0","2","4","0","0",".583","1.40","14.3%","50.0%","35.7%","0.0%","20.0%","0.0%","34.5%","76.7%","48.9%","60.0%","82.6%","72.1%","34.1%","13.6%","14.3%","27.3%",".269","87.0","7.8","7.1%","103.9",".451","12782"
"Tzu-Wei Lin","BOS","13","22","0","3","1","1","9.1%","27.3%",".100",".286",".200",".273",".300",".252",".168","48","0.0","-1.5","0.4","0.0","4","2","2","0","2","6","0","1",".573","3.33","7.1%","71.4%","21.4%","0.0%","0.0%","20.0%","42.2%","62.9%","51.3%","68.4%","81.8%","75.6%","43.8%","12.5%","14.3%","31.3%",".112","83.0","1.2","0.0%","99.6",".160","14678"
"Richie Martin","BAL","120","309","6","29","23","10","4.5%","26.9%",".113",".272",".208",".260",".322",".252",".250","50","-1.1","-20.7","2.4","-0.7","59","42","8","3","14","83","6","1",".581","1.61","19.8%","49.5%","30.7%","16.9%","10.2%","10.5%","37.8%","71.0%","52.5%","62.3%","82.6%","74.4%","44.1%","13.4%","25.2%","27.8%",".211","83.2","9.4","2.4%","107.1",".301","17736"
"Billy Hamilton","- - -","119","353","0","41","15","22","9.1%","24.6%",".057",".299",".218",".289",".275",".251",".252","49","5.8","-17.1","0.9","-0.4","69","53","14","2","32","87","0","6",".564","1.06","24.8%","38.7%","36.5%","21.0%","0.0%","10.5%","29.0%","66.7%","46.4%","64.4%","85.6%","78.5%","46.1%","10.0%","7.3%","27.3%",".220","80.7","15.2","0.0%","99.9",".261","10199"
"JT Riddle","MIA","51","139","6","15","12","0","3.6%","30.2%",".182",".226",".189",".230",".371",".250",".259","54","-0.2","-8.7","-5.0","-0.9","25","13","6","0","5","42","2","0",".601","1.50","16.7%","50.0%","33.3%","10.0%","20.0%","2.2%","39.7%","69.5%","52.1%","53.6%","78.4%","67.3%","41.5%","17.0%","30.0%","32.2%",".198","88.9","9.9","10.0%","107.0",".378","17642"
"Chris Herrmann","OAK","30","94","1","9","8","0","9.6%","30.9%",".071",".296",".202",".280",".274",".248",".294","54","-0.3","-5.9","-0.3","-0.3","17","13","3","0","9","29","0","0",".553","2.50","23.6%","54.5%","21.8%","16.7%","8.3%","10.0%","26.6%","72.2%","47.3%","55.6%","78.7%","71.6%","45.4%","13.4%","32.1%","29.6%",".231","88.7","6.7","5.4%","105.0",".362","9284"
"Corbin Burnes","MIL","32","8","0","0","0","0","0.0%","25.0%",".000",".400",".286",".286",".286",".248",".234","48","0.0","-0.6","1.0","0.1","2","2","0","0","0","2","0","0",".571","5.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","43.8%","64.3%","53.3%","71.4%","88.9%","81.3%","46.7%","10.0%","33.3%","30.0%",".251","92.6","-7.4","0.0%","106.9",".286","19361"
"Isan Diaz","MIA","49","201","5","17","23","0","9.5%","29.4%",".134",".224",".173",".259",".307",".248",".257","53","-2.9","-15.4","-5.3","-1.4","31","19","5","2","19","59","2","3",".566","0.91","13.4%","41.2%","45.4%","13.0%","9.3%","2.0%","25.9%","57.3%","37.7%","58.6%","84.7%","73.5%","37.4%","10.0%","32.2%","32.1%",".177","88.5","18.2","7.4%","104.0",".317","17922"
"Pat Valaika","COL","40","86","1","11","4","0","8.1%","39.5%",".127",".318",".190",".256",".316",".248",".224","36","0.4","-6.9","2.4","-0.2","15","8","5","1","7","34","0","0",".572","0.75","22.2%","33.3%","44.4%","20.0%","5.0%","6.7%","40.3%","75.7%","55.3%","37.3%","80.6%","62.4%","42.2%","20.8%","31.1%","33.2%",".165","88.8","20.0","4.4%","110.1",".267","14885"
"Nick Hundley","OAK","31","73","2","5","5","0","2.7%","24.7%",".157",".240",".200",".233",".357",".248",".239","54","-2.2","-6.5","1.3","-0.3","14","8","3","1","2","18","1","1",".590","0.96","9.6%","44.2%","46.2%","16.7%","8.3%","0.0%","32.0%","75.4%","50.8%","58.3%","90.7%","79.1%","43.2%","10.6%","26.9%","26.5%",".198","84.6","16.1","1.9%","108.6",".313","3376"
"Travis Shaw","MIL","86","270","7","22","16","0","13.3%","33.0%",".113",".216",".157",".281",".270",".248",".285","47","-0.4","-19.2","-2.1","-1.2","36","24","5","0","36","89","4","0",".551","0.58","22.1%","28.6%","49.3%","11.6%","10.1%","0.0%","27.5%","68.9%","44.6%","60.5%","76.6%","70.8%","41.2%","13.0%","37.6%","28.7%",".186","89.1","24.5","6.4%","113.0",".340","11982"
"Bubba Starling","KCR","56","197","4","26","12","2","4.6%","28.4%",".102",".286",".215",".255",".317",".247",".243","47","1.2","-12.1","-0.8","-0.6","40","29","7","0","9","56","1","0",".572","1.26","23.6%","42.5%","33.9%","11.6%","9.3%","9.3%","33.2%","69.9%","49.3%","45.3%","87.6%","71.5%","43.7%","14.0%","17.6%","30.6%",".210","81.8","12.1","2.3%","106.9",".303","13356"
"Donovan Walton","SEA","7","19","0","2","2","0","15.8%","26.3%",".000",".273",".188",".316",".188",".246",".265","53","-0.2","-1.4","-0.1","-0.1","3","3","0","0","3","5","0","1",".503","1.25","18.2%","45.5%","36.4%","25.0%","0.0%","20.0%","37.5%","77.8%","54.8%","55.6%","71.4%","65.2%","42.9%","18.8%","18.2%","28.2%",".179","87.6","8.5","0.0%","103.2",".231","19314"
"Zack Wheeler","NYM","31","64","1","5","6","0","3.1%","29.7%",".088",".297",".211",".262",".298",".246",".214","54","0.0","-4.0","7.9","0.6","12","9","2","0","2","19","2","0",".561","2.86","22.9%","57.1%","20.0%","0.0%","14.3%","0.0%","47.1%","68.8%","56.7%","67.9%","75.8%","72.1%","44.7%","15.8%","14.6%","33.0%",".173","78.6","2.0","2.4%","101.4",".244","10310"
"Jon Lester","CHC","32","53","1","6","6","0","9.4%","37.7%",".104",".296",".188",".264",".292",".246",".207","46","0.0","-3.8","6.5","0.4","9","6","2","0","5","20","0","0",".556","2.14","15.4%","57.7%","26.9%","0.0%","14.3%","6.7%","18.0%","55.1%","36.2%","50.0%","78.0%","70.9%","49.1%","10.6%","21.4%","35.3%",".147","86.3","4.8","0.0%","102.4",".215","4930"
"Lucas Duda","KCR","39","119","4","7","15","0","9.2%","26.9%",".152",".197",".171",".252",".324",".245",".312","46","-1.8","-10.1","-6.3","-1.2","18","10","4","0","11","32","1","0",".576","0.65","18.7%","32.0%","49.3%","21.6%","10.8%","4.2%","27.3%","67.0%","44.7%","56.3%","82.5%","73.5%","44.0%","11.9%","45.3%","30.6%",".222","91.5","22.5","12.0%","111.4",".452","2502"
"Jacob deGrom","NYM","33","70","2","4","6","0","5.7%","27.1%",".123",".250",".200",".246",".323",".245",".220","53","0.0","-4.4","8.6","0.6","13","9","2","0","4","19","0","0",".569","1.71","11.6%","55.8%","32.6%","0.0%","14.3%","4.2%","39.9%","78.2%","56.5%","47.4%","79.1%","66.4%","43.5%","19.0%","27.7%","30.0%",".177","85.2","1.6","2.1%","106.0",".265","10954"
"Nicky Delmonico","CHW","21","68","1","6","6","0","5.9%","36.8%",".079",".324",".206",".265",".286",".243",".260","47","-0.3","-4.9","-4.2","-0.6","13","10","2","0","4","25","1","1",".550","1.21","18.4%","44.7%","36.8%","14.3%","7.1%","5.9%","31.3%","68.7%","45.9%","37.5%","79.7%","62.2%","39.1%","17.3%","34.2%","32.7%",".211","87.0","15.9","7.9%","110.2",".325","13157"
"Marco Gonzales","SEA","34","6","0","1","0","0","0.0%","66.7%",".200","1.000",".200",".200",".400",".243",".183","51","0.0","-0.4","0.7","0.1","1","0","1","0","0","4","0","0",".600","0.00","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","42.9%","26.1%","","83.3%","83.3%","60.9%","4.3%","0.0%","43.5%",".191","93.2","14.0","0.0%","93.2",".237","15467"
"Martin Prado","MIA","104","260","2","26","15","0","4.6%","15.8%",".061",".268",".233",".265",".294",".243",".273","49","-2.3","-19.7","-2.1","-1.3","57","46","9","0","12","41","0","0",".559","1.75","21.7%","49.8%","28.5%","10.2%","3.4%","6.8%","30.6%","59.6%","43.6%","73.7%","96.3%","87.5%","44.7%","5.4%","28.5%","28.2%",".253","87.0","8.3","0.5%","107.0",".338","3312"
"Austin Hedges","SDP","102","347","11","28","36","1","7.8%","31.4%",".135",".228",".176",".252",".311",".242",".267","48","0.1","-23.5","27.6","1.5","55","35","9","0","27","109","5","0",".563","0.69","22.3%","31.7%","46.0%","16.1%","11.8%","3.1%","37.6%","69.6%","50.7%","52.5%","80.5%","68.2%","40.8%","16.1%","32.5%","30.4%",".197","86.7","21.6","7.3%","108.7",".349","12976"
"Grayson Greiner","DET","58","224","5","18","19","0","5.8%","31.3%",".106",".276",".202",".251",".308",".242",".253","45","-0.4","-16.1","-1.0","-0.9","42","31","5","1","13","70","1","0",".559","1.62","15.1%","52.5%","32.4%","17.8%","11.1%","4.1%","33.7%","65.6%","46.2%","53.4%","82.4%","69.5%","39.2%","14.0%","32.1%","30.9%",".200","86.7","12.6","5.7%","107.8",".329","17062"
"German Marquez","COL","29","58","0","5","11","0","0.0%","24.1%",".125",".324",".229",".229",".354",".242",".203","32","0.0","-5.3","7.1","0.4","11","6","4","1","0","14","0","0",".583","1.18","20.0%","43.3%","36.7%","9.1%","0.0%","0.0%","51.8%","73.7%","62.1%","61.4%","80.4%","72.0%","47.2%","17.4%","13.6%","28.6%",".199","81.1","9.4","2.3%","104.6",".276","15038"
"Jose Rondon","- - -","56","157","3","10","9","0","7.0%","24.2%",".084",".245",".196",".263",".280",".241",".256","46","-0.8","-11.7","-1.4","-0.7","28","22","3","0","11","38","2","0",".543","1.69","18.1%","51.4%","30.5%","9.4%","9.4%","9.3%","31.1%","65.2%","45.6%","68.3%","81.8%","76.5%","42.6%","10.7%","32.1%","29.4%",".209","87.3","8.1","2.8%","110.9",".303","14140"
"Scooter Gennett","- - -","42","139","2","15","11","0","1.4%","29.5%",".098",".304",".226",".245",".323",".241",".229","43","-0.1","-10.6","-0.3","-0.6","30","21","7","0","2","41","2","0",".568","1.33","23.9%","43.5%","32.6%","3.3%","6.7%","5.0%","47.7%","75.0%","58.2%","72.3%","81.3%","76.7%","38.2%","13.5%","25.5%","25.5%",".203","86.3","13.1","2.1%","102.3",".296","10339"
"Jonathan Davis","TOR","37","95","2","8","6","3","5.3%","25.3%",".084",".224",".181",".266",".265",".240",".305","45","1.1","-5.5","1.1","-0.1","15","12","1","0","5","24","5","1",".531","1.05","23.7%","39.0%","37.3%","13.6%","9.1%","0.0%","32.6%","61.2%","44.9%","60.3%","89.4%","77.4%","43.1%","10.2%","23.0%","31.7%",".237","84.6","11.6","3.3%","105.0",".378","15104"
"Sandy Leon","BOS","65","191","5","14","19","0","6.8%","24.6%",".105",".231",".192",".251",".297",".239",".223","39","-0.2","-15.0","5.8","-0.2","33","25","3","0","13","47","1","0",".548","0.79","20.0%","35.2%","44.8%","19.6%","8.9%","13.6%","32.3%","62.4%","45.1%","72.3%","88.1%","81.6%","42.5%","8.3%","24.6%","26.9%",".170","85.3","21.5","1.5%","108.6",".244","5273"
"Daniel Descalso","CHC","82","194","2","20","15","2","11.9%","29.4%",".077",".245",".173",".271",".250",".238",".266","41","-0.7","-15.9","-1.6","-1.1","29","21","5","1","23","57","0","1",".521","1.32","20.0%","45.5%","34.5%","10.5%","5.3%","0.0%","21.9%","63.5%","40.0%","50.5%","82.3%","72.5%","43.5%","11.0%","30.7%","31.4%",".192","88.8","11.4","2.6%","105.7",".298","8392"
"Meibrys Viloria","KCR","42","148","1","7","15","0","6.8%","29.7%",".075",".293",".211",".259",".286",".236",".213","40","-1.9","-13.3","-1.6","-0.9","28","20","7","0","10","44","0","1",".544","2.26","15.7%","58.4%","25.8%","4.3%","4.3%","7.7%","27.3%","65.1%","44.6%","56.8%","79.1%","71.7%","45.8%","12.6%","27.7%","31.1%",".175","87.5","4.9","1.1%","108.7",".232","17109"
"Max Fried","ATL","40","65","0","11","4","0","7.7%","24.6%",".071",".275",".196",".262",".268",".236",".249","38","0.0","-5.3","8.0","0.5","11","7","4","0","5","16","0","0",".530","4.80","25.6%","61.5%","12.8%","0.0%","0.0%","0.0%","24.2%","54.0%","38.9%","71.0%","86.6%","81.6%","49.2%","7.1%","29.5%","30.6%",".205","86.5","-3.6","0.0%","103.0",".280","13743"
"Yangervis Solarte","SFG","28","78","1","9","7","0","5.1%","20.5%",".110",".250",".205",".247",".315",".236",".262","44","-0.2","-6.0","1.6","-0.2","15","9","5","0","4","16","0","0",".562","2.90","31.6%","50.9%","17.5%","10.0%","10.0%","6.9%","38.6%","70.2%","50.2%","73.7%","90.0%","82.1%","36.7%","9.0%","22.4%","22.8%",".244","82.9","6.9","3.4%","109.9",".322","5352"
"Tim Federowicz","TEX","29","83","4","6","7","1","6.0%","37.3%",".187",".200",".160",".213",".347",".236",".303","32","0.2","-7.0","2.4","-0.2","12","6","2","0","5","31","0","0",".559","0.88","31.8%","31.8%","36.4%","18.8%","25.0%","7.1%","32.9%","60.3%","44.3%","44.9%","79.1%","64.4%","41.8%","15.8%","42.6%","35.2%",".235","90.4","19.2","8.5%","105.2",".428","8609"
"Mike Zunino","TBR","90","289","9","30","32","0","6.9%","33.9%",".147",".220",".165",".232",".312",".235",".274","46","0.6","-19.3","12.7","0.4","44","24","10","1","20","98","3","0",".544","0.88","13.7%","40.5%","45.8%","18.2%","11.7%","4.4%","36.5%","73.1%","51.3%","44.4%","77.8%","63.6%","40.4%","18.7%","36.9%","32.4%",".194","88.4","19.1","11.3%","116.1",".381","13265"
"Brendan Rodgers","COL","25","81","0","8","7","0","4.9%","33.3%",".026",".347",".224",".272",".250",".234",".205","26","0.5","-7.4","-3.0","-0.8","17","15","2","0","4","27","1","0",".522","1.71","22.4%","49.0%","28.6%","28.6%","0.0%","29.2%","40.3%","76.3%","54.8%","63.4%","77.8%","71.4%","40.1%","15.6%","32.7%","27.9%",".166","86.9","7.2","4.1%","111.1",".240","17907"
"Peter O'Brien","MIA","14","47","1","2","4","1","8.5%","40.4%",".095",".273",".167",".255",".262",".234",".257","43","0.4","-3.1","-2.3","-0.4","7","5","1","0","4","19","1","0",".517","1.25","21.7%","43.5%","34.8%","12.5%","12.5%","10.0%","24.6%","72.3%","44.7%","46.4%","75.0%","65.9%","42.1%","15.2%","43.5%","33.0%",".179","91.9","13.9","4.3%","108.6",".319","13288"
"Eduardo Nunez","BOS","60","174","2","13","20","5","2.3%","15.5%",".078",".257",".228",".243",".305",".233",".247","35","-1.0","-15.4","-0.5","-0.9","38","29","7","0","4","27","0","1",".548","1.97","18.3%","54.2%","27.5%","20.5%","5.1%","10.4%","38.6%","72.4%","53.0%","75.8%","89.1%","83.5%","42.6%","8.7%","32.2%","22.0%",".239","88.1","5.9","1.4%","109.6",".311","6848"
"Matt Skole","CHW","27","80","0","7","6","0","8.8%","38.8%",".028",".357",".208",".275",".236",".232",".214","40","0.2","-6.0","-3.1","-0.6","15","13","2","0","7","31","0","0",".511","1.06","21.4%","40.5%","38.1%","18.8%","0.0%","17.6%","24.6%","65.3%","43.2%","52.3%","78.6%","70.4%","45.6%","12.8%","14.3%","30.7%",".173","82.0","17.5","0.0%","109.7",".214","12119"
"Kenta Maeda","LAD","41","61","0","3","6","0","0.0%","21.3%",".042",".343",".250",".250",".292",".232",".207","41","0.0","-4.8","7.5","0.5","12","10","2","0","0","13","0","0",".542","3.17","26.5%","55.9%","17.6%","33.3%","0.0%","5.3%","49.5%","64.4%","57.2%","65.2%","93.8%","82.0%","52.1%","10.3%","8.3%","29.9%",".220","82.8","7.8","0.0%","104.2",".252","18498"
"Jesus Sucre","BAL","21","67","0","3","3","0","6.0%","19.4%",".032",".265",".210",".269",".242",".231",".257","36","-0.4","-5.9","1.6","-0.2","13","11","2","0","4","13","1","0",".511","1.60","20.4%","49.0%","30.6%","13.3%","0.0%","12.5%","29.2%","62.2%","45.2%","69.0%","100.0%","89.7%","48.4%","4.7%","26.5%","25.8%",".210","88.0","7.5","0.0%","102.5",".302","5942"
"Tyler Skaggs","LAA","15","3","0","0","0","0","33.3%","33.3%",".000",".000",".000",".333",".000",".230",".244","37","0.0","-0.2","0.4","0.0","0","0","0","0","1","1","0","0",".333","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","12.5%","42.9%","26.7%","100.0%","100.0%","100.0%","46.7%","0.0%","100.0%","26.7%",".024","95.6","-36.0","0.0%","95.6",".024","10190"
"Kyle Ryan","CHC","73","3","0","0","0","0","33.3%","33.3%",".000",".000",".000",".333",".000",".230",".345","36","0.0","-0.3","0.4","0.0","0","0","0","0","1","1","0","0",".333","0.00","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","37.5%","20.0%","30.8%","66.7%","100.0%","75.0%","38.5%","7.7%","0.0%","38.5%","","","","0.0%","","","11753"
"Wes Parsons","- - -","32","3","0","0","0","0","33.3%","66.7%",".000",".000",".000",".333",".000",".230",".230","33","0.0","-0.3","0.4","0.0","0","0","0","0","1","2","0","0",".333","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","30.0%","50.0%","33.3%","0.0%","0.0%","0.0%","16.7%","33.3%","","50.0%","","","","","","","14764"
"Jacob Waguespack","TOR","16","3","0","0","0","0","33.3%","66.7%",".000",".000",".000",".333",".000",".230",".230","39","0.0","-0.2","0.4","0.0","0","0","0","0","1","2","0","0",".333","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","60.0%","23.1%","","66.7%","66.7%","38.5%","7.7%","","38.5%","","","","","","","18318"
"Mac Williamson","- - -","40","144","4","13","17","2","9.7%","30.6%",".102",".200",".156",".250",".258",".230",".266","41","-0.4","-11.4","-0.4","-0.7","20","15","1","0","14","44","2","1",".508","1.96","19.0%","53.6%","27.4%","8.7%","17.4%","8.9%","33.4%","64.9%","47.2%","53.4%","77.6%","67.9%","43.6%","15.1%","33.3%","33.0%",".199","85.4","8.9","3.6%","110.6",".300","14158"
"Austin Allen","SDP","34","71","0","4","3","0","8.5%","29.6%",".062",".318",".215",".282",".277",".230",".194","40","-0.2","-5.8","0.7","-0.3","14","10","4","0","6","21","0","0",".559","1.46","23.8%","45.2%","31.0%","7.7%","0.0%","0.0%","39.5%","67.3%","51.2%","62.1%","83.3%","73.8%","42.1%","13.4%","15.9%","28.3%",".168","84.2","9.5","2.3%","105.8",".230","18083"
"Caleb Smith","MIA","30","49","0","2","3","0","0.0%","30.6%",".047",".357",".233",".250",".279",".230",".195","41","0.0","-3.9","6.0","0.4","10","8","2","0","0","15","1","0",".529","2.60","21.7%","56.5%","21.7%","0.0%","0.0%","15.4%","42.9%","58.3%","50.7%","66.7%","71.4%","69.4%","50.7%","15.5%","36.4%","38.7%",".179","91.6","4.6","0.0%","104.6",".239","14875"
"Keon Broxton","- - -","100","228","6","24","16","10","8.8%","45.6%",".108",".292",".167",".242",".275",".229",".233","39","0.0","-18.1","7.1","-0.3","34","24","4","0","20","104","1","6",".517","1.42","16.7%","49.0%","34.4%","12.1%","18.2%","8.5%","26.4%","67.7%","44.9%","39.7%","65.4%","57.1%","44.9%","19.3%","30.1%","36.9%",".162","88.1","10.3","5.8%","109.4",".284","9253"
"Brett Phillips","KCR","30","79","2","7","6","3","12.7%","29.1%",".123",".167",".138",".247",".262",".228",".234","34","1.1","-5.6","6.0","0.3","9","5","2","0","10","23","0","0",".508","1.00","16.3%","41.9%","41.9%","0.0%","11.1%","0.0%","20.2%","72.5%","43.8%","60.0%","77.7%","73.2%","45.1%","11.7%","23.9%","25.7%",".141","87.6","14.0","4.3%","106.7",".247","14735"
"Blake Swihart","- - -","43","99","4","13","13","0","6.1%","36.4%",".141",".212",".163",".222",".304",".228",".249","34","0.4","-8.3","-0.5","-0.5","15","10","1","0","6","36","1","0",".527","1.26","23.2%","42.9%","33.9%","10.5%","21.1%","4.2%","37.7%","72.4%","53.6%","66.3%","72.4%","70.0%","45.7%","16.0%","28.6%","30.9%",".197","85.6","12.1","5.4%","107.3",".315","13176"
"Anthony Alford","TOR","16","30","1","3","1","2","3.3%","36.7%",".107",".250",".179",".233",".286",".228",".220","37","0.7","-1.7","0.5","0.0","5","4","0","0","1","11","1","0",".519","1.29","5.9%","52.9%","41.2%","0.0%","14.3%","22.2%","27.4%","70.6%","45.2%","55.0%","63.9%","60.7%","41.1%","17.7%","29.4%","35.5%",".142","86.1","13.4","5.9%","107.0",".309","14329"
"Tomas Nido","NYM","50","144","4","9","14","0","4.9%","25.7%",".125",".232",".191",".231",".316",".227",".243","41","-2.4","-13.6","4.4","-0.5","26","17","5","0","7","37","0","0",".547","1.86","15.3%","55.1%","29.6%","13.8%","13.8%","3.7%","41.2%","84.4%","59.2%","50.0%","76.8%","66.0%","41.8%","20.2%","30.0%","28.6%",".201","87.4","7.6","3.0%","106.7",".333","13755"
"Jaylin Davis","SFG","17","47","1","2","3","1","6.4%","23.4%",".071",".200",".167",".255",".238",".227",".302","38","-0.8","-4.6","-2.9","-0.6","7","6","0","0","3","11","2","2",".493","3.50","12.9%","67.7%","19.4%","0.0%","16.7%","9.5%","34.7%","75.3%","52.6%","50.0%","63.8%","58.7%","44.0%","21.7%","38.7%","35.4%",".240","87.9","1.0","3.2%","106.8",".347","19552"
"Caleb Joseph","ARI","20","41","0","5","3","0","2.4%","24.4%",".053",".286",".211",".250",".263",".227",".263","33","0.2","-3.4","2.2","0.0","8","6","2","0","1","10","1","0",".513","0.62","25.0%","28.6%","46.4%","15.4%","0.0%","12.5%","26.9%","67.6%","46.7%","47.6%","88.0%","76.1%","48.7%","11.2%","24.1%","29.6%",".237","87.0","22.0","0.0%","100.8",".329","7087"
"Austin Wynns","BAL","28","74","1","8","5","0","4.1%","18.9%",".057",".255",".214",".247",".271",".226",".254","33","0.4","-5.9","0.2","-0.3","15","13","1","0","3","14","0","0",".518","2.21","18.2%","56.4%","25.5%","7.1%","7.1%","9.7%","31.3%","64.0%","46.3%","69.6%","86.3%","80.2%","46.0%","9.2%","22.8%","29.8%",".231","87.0","6.2","1.8%","106.0",".319","15271"
"Jedd Gyorko","- - -","62","101","2","6","9","2","8.9%","23.8%",".076",".212",".174",".248",".250",".224",".279","36","-0.5","-9.0","3.7","-0.2","16","13","1","0","9","24","0","0",".498","1.04","19.1%","41.2%","39.7%","18.5%","7.4%","7.1%","34.9%","67.1%","47.6%","60.9%","87.0%","75.4%","39.3%","11.7%","32.4%","26.1%",".211","85.8","16.3","4.4%","107.0",".351","10816"
"Steve Pearce","BOS","29","99","1","9","9","0","7.1%","31.3%",".079",".259",".180",".245",".258",".224",".260","29","-0.8","-9.9","-2.2","-0.8","16","11","4","0","7","31","1","0",".503","1.14","23.7%","40.7%","35.6%","14.3%","4.8%","12.5%","29.7%","68.8%","47.6%","57.7%","77.0%","70.5%","45.8%","14.1%","33.3%","30.6%",".200","88.5","12.8","3.3%","107.3",".329","9957"
"Scott Schebler","CIN","30","95","2","11","7","0","14.7%","28.4%",".099",".154",".123",".253",".222",".223",".255","27","-1.2","-10.3","-0.4","-0.7","10","6","2","0","14","27","0","1",".475","2.00","11.1%","59.3%","29.6%","12.5%","12.5%","9.4%","29.8%","81.6%","50.7%","67.2%","77.4%","73.8%","40.3%","13.3%","24.1%","23.6%",".156","86.5","7.2","3.7%","108.4",".258","12225"
"Walker Lockett","NYM","9","7","0","0","0","0","14.3%","57.1%",".000",".500",".167",".286",".167",".223",".259","38","0.0","-0.6","0.9","0.0","1","1","0","0","1","4","0","0",".452","0.00","50.0%","0.0%","50.0%","0.0%","0.0%","0.0%","29.4%","57.1%","41.9%","20.0%","75.0%","53.8%","45.2%","19.4%","50.0%","41.9%",".181","95.1","28.0","0.0%","101.1",".264","13804"
"Humberto Arteaga","KCR","41","135","0","11","4","1","5.9%","20.7%",".033",".255",".197",".258",".230",".221",".255","30","0.6","-11.5","-1.6","-0.8","24","20","4","0","8","28","2","1",".487","1.77","22.6%","49.5%","28.0%","3.8%","0.0%","13.0%","42.1%","71.6%","53.7%","69.9%","86.8%","78.7%","39.5%","11.4%","21.6%","26.2%",".222","84.5","9.3","0.0%","103.7",".288","13595"
