"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","H","1B","2B","3B","BB","SO","HBP","CS","OPS","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HardHit%","CSW%","xBA","EV","LA","Barrel%","maxEV","xSLG","playerid"
"Jose Reyes","NYM","36","166","2","18","15","11","10.8%","11.4%",".116",".307",".279",".355",".395",".333","","103","0.4","1.1","0.7","0.7","41","30","7","2","18","19","0","2",".750","1.04","19.0%","41.3%","39.7%","18.0%","4.0%","9.6%","22.4%","59.4%","39.3%","75.3%","91.8%","86.6%","45.5%","5.2%","","25.4%","","","","","","","1736"
"Carlos Guillen","DET","81","322","11","36","41","1","12.1%","17.4%",".177",".263",".242",".339",".419",".333","","97","-2.6","-3.8","-9.0","-0.2","67","43","10","3","39","56","3","3",".757","0.83","19.7%","36.3%","43.9%","7.1%","11.2%","7.4%","26.9%","73.1%","48.4%","69.7%","87.4%","82.1%","46.5%","8.6%","","22.2%","","","","","","","1079"
"Jake Fox","CHC","82","241","11","23","44","0","5.8%","19.5%",".208",".274",".259",".311",".468",".332","","96","-1.1","-2.3","-4.3","0.1","56","33","12","0","14","47","5","0",".779","0.71","18.9%","33.7%","47.4%","13.3%","13.3%","8.5%","37.0%","77.9%","55.7%","43.4%","83.3%","68.9%","45.7%","17.3%","","27.5%","","","","","","","6267"
"Will Venable","SDP","95","324","12","38","38","6","7.7%","27.5%",".184",".328",".256",".323",".440",".332","","108","1.3","4.6","3.3","1.8","75","47","14","2","25","89","4","1",".763","1.09","15.9%","43.8%","40.3%","7.4%","14.8%","8.0%","30.2%","69.4%","48.8%","52.0%","83.6%","73.3%","47.5%","12.9%","","28.9%","","","","","","","211"
"James Loney","LAD","158","652","13","73","90","7","10.7%","10.4%",".118",".299",".281",".357",".399",".332","","103","-0.9","1.3","-10.3","1.1","162","122","25","2","70","68","0","3",".756","1.22","22.1%","42.8%","35.2%","8.9%","7.2%","4.6%","23.0%","61.7%","41.0%","75.7%","93.7%","88.3%","46.6%","4.7%","","24.1%","","","","","","","4556"
"Jay Bruce","CIN","101","387","22","47","58","3","9.8%","19.4%",".246",".221",".223",".303",".470",".332","","98","1.5","0.5","5.0","1.8","77","38","15","2","38","75","2","3",".773","0.79","13.0%","38.5%","48.5%","7.6%","16.8%","3.8%","26.0%","74.3%","47.4%","52.3%","86.3%","75.9%","44.2%","11.3%","","25.2%","","","","","","","9892"
"Akinori Iwamura","TBR","69","260","1","28","22","9","9.2%","16.9%",".100",".349",".290",".355",".390",".332","","103","2.9","3.7","-3.2","1.0","67","48","16","2","24","44","1","1",".745","1.22","20.7%","43.6%","35.6%","3.0%","1.5%","11.0%","14.4%","68.8%","41.4%","55.1%","84.8%","79.6%","49.6%","8.4%","","24.7%","","","","","","","7781"
"Jeff Bailey","BOS","26","91","3","14","9","0","11.0%","23.1%",".208",".245",".208",".330",".416",".332","","93","-0.5","-1.2","0.8","0.3","16","8","3","2","10","21","4","0",".745","0.92","10.7%","42.9%","46.4%","11.5%","11.5%","8.3%","19.2%","62.5%","40.9%","53.1%","85.7%","78.1%","50.1%","9.1%","","30.7%","","","","","","","2394"
"Michael Morse","WSN","32","55","3","4","10","0","5.5%","29.1%",".231",".303",".250",".291",".481",".331","","99","0.1","0.0","1.9","0.4","13","7","3","0","3","16","0","0",".772","2.20","11.1%","61.1%","27.8%","0.0%","30.0%","4.5%","33.3%","68.3%","50.0%","44.7%","77.5%","66.1%","47.7%","17.0%","","32.6%","","","","","","","3035"
"Felix Pie","BAL","101","281","9","38","29","1","8.5%","20.6%",".171",".309",".266",".326",".437",".331","","95","-0.8","-2.5","3.1","1.0","67","45","10","3","24","58","0","3",".763","1.07","20.9%","40.8%","38.2%","11.0%","12.3%","6.4%","27.5%","70.8%","48.7%","64.2%","91.2%","83.4%","49.0%","8.1%","","23.2%","","","","","","","3751"
"Mat Gamel","MIL","61","148","5","11","20","1","12.2%","36.5%",".180",".371",".242",".338",".422",".331","","100","1.0","1.0","-1.6","0.4","31","19","6","1","18","54","1","0",".760","0.45","26.7%","22.7%","50.7%","5.3%","13.2%","5.9%","23.1%","65.2%","42.5%","40.5%","77.5%","66.7%","46.1%","14.1%","","31.5%","","","","","","","4034"
"Matt Wieters","BAL","96","385","9","35","43","0","7.3%","22.3%",".124",".356",".288",".340",".412",".331","","95","-4.9","-7.3","4.5","1.1","102","77","15","1","28","86","1","0",".753","1.06","18.5%","41.9%","39.6%","7.5%","8.4%","2.7%","25.3%","70.2%","46.8%","61.5%","83.4%","77.2%","47.9%","10.6%","","26.4%","","","","","","","4298"
"Jason Michaels","HOU","102","152","4","17","16","1","10.5%","25.0%",".193",".301",".237",".322",".430",".331","","100","-0.2","-0.2","-4.1","0.0","32","15","12","1","16","38","1","2",".752","0.64","20.6%","30.9%","48.5%","23.4%","8.5%","3.3%","25.9%","67.1%","45.1%","52.4%","85.3%","75.2%","46.6%","11.1%","","27.2%","","","","","","","1399"
"Josh Thole","NYM","17","59","0","2","9","1","6.8%","8.5%",".075",".340",".321",".356",".396",".330","","101","-0.6","-0.6","-1.8","-0.1","17","14","2","1","4","5","0","0",".752","2.30","34.0%","46.0%","20.0%","0.0%","0.0%","4.3%","20.2%","56.9%","38.5%","77.3%","96.8%","91.7%","50.0%","3.2%","","25.7%","","","","","","","9689"
"Michael Bourn","HOU","157","678","3","97","35","61","9.3%","20.6%",".099",".366",".285",".354",".384",".330","","100","13.7","13.4","12.4","4.7","173","131","27","12","63","140","2","12",".738","2.71","20.9%","57.8%","21.3%","4.3%","3.2%","11.5%","20.1%","60.5%","40.0%","56.9%","86.4%","78.9%","49.3%","8.4%","","27.9%","","","","","","","6387"
"Kelly Shoppach","CLE","89","327","12","33","40","0","10.1%","30.0%",".185",".280",".214",".335",".399",".330","","98","-0.5","-1.4","-10.3","0.0","58","32","14","0","33","98","18","0",".734","1.09","21.8%","40.8%","37.4%","7.7%","18.5%","9.9%","27.1%","74.0%","48.9%","38.0%","77.2%","65.6%","46.4%","16.7%","","29.6%","","","","","","","3867"
"Travis Snider","TOR","77","276","9","34","29","1","10.5%","28.3%",".178",".316",".241",".328",".419",".329","","96","-0.6","-2.0","-9.0","-0.1","58","34","14","1","29","78","3","1",".748","1.08","14.9%","44.1%","41.0%","7.6%","13.6%","4.2%","26.2%","71.7%","47.3%","45.7%","81.5%","70.8%","46.3%","13.6%","","29.0%","","","","","","","2830"
"Melky Cabrera","NYY","154","540","13","66","68","10","8.0%","10.9%",".142",".288",".274",".336",".416",".329","","94","-0.3","-4.6","0.9","1.5","133","91","28","1","43","59","4","2",".752","1.67","20.9%","49.5%","29.6%","10.3%","10.3%","6.6%","24.9%","63.5%","42.7%","78.7%","93.9%","89.1%","46.2%","4.6%","","23.2%","","","","","","","4022"
"Jeremy Hermida","FLA","129","491","13","48","47","5","11.4%","20.6%",".133",".309",".259",".348",".392",".329","","96","-2.8","-5.1","-10.4","0.0","111","82","14","2","56","101","4","2",".740","1.04","20.1%","40.7%","39.2%","14.0%","10.1%","11.2%","24.1%","61.8%","41.8%","52.7%","90.0%","78.6%","46.9%","8.8%","","27.9%","","","","","","","7208"
"Scott Hairston","- - -","116","464","17","50","64","11","5.4%","17.9%",".191",".290",".265",".307",".456",".329","","103","0.5","1.9","-0.1","1.7","114","68","27","2","25","83","3","3",".763","0.67","15.1%","34.0%","50.9%","20.2%","9.6%","10.1%","24.4%","73.1%","49.5%","56.4%","87.1%","79.8%","51.6%","10.0%","","25.5%","","","","","","","1926"
"Mark DeRosa","- - -","139","576","23","78","78","3","8.2%","21.0%",".183",".282",".250",".319",".433",".328","","98","1.3","0.2","-1.8","1.8","129","82","23","1","47","121","7","2",".752","1.08","16.6%","43.3%","40.1%","8.2%","14.5%","5.8%","23.7%","65.4%","44.0%","52.9%","87.5%","77.9%","48.7%","9.7%","","26.5%","","","","","","","1392"
"Reed Johnson","CHC","65","186","4","23","22","2","7.0%","14.5%",".158",".281",".255",".330",".412",".328","","93","-1.5","-3.1","-1.0","0.2","42","26","10","2","13","27","6","1",".742","1.55","17.0%","50.4%","32.6%","13.6%","9.1%","5.9%","32.1%","65.9%","48.6%","60.2%","93.4%","82.1%","48.8%","8.8%","","27.0%","","","","","","","1702"
"Matt Stairs","PHI","99","129","5","15","17","0","17.8%","23.3%",".184",".221",".194",".357",".379",".328","","96","-0.1","-0.7","-0.2","0.3","20","11","4","0","23","30","3","0",".735","1.10","11.0%","46.6%","42.5%","9.7%","16.1%","5.9%","13.7%","63.1%","36.1%","35.0%","79.2%","70.1%","45.4%","10.5%","","28.1%","","","","","","","1384"
"Fred Lewis","SFG","122","336","4","49","20","8","10.7%","25.0%",".132",".348",".258",".348",".390",".328","","99","3.7","3.2","-1.5","1.2","76","48","21","3","36","84","5","4",".738","1.96","21.3%","52.1%","26.5%","10.7%","7.1%","9.1%","18.9%","69.5%","43.8%","59.8%","82.6%","77.6%","49.2%","9.7%","","26.5%","","","","","","","4693"
"Jason Giambi","- - -","102","359","13","43","51","0","15.9%","22.3%",".181",".228",".201",".343",".382",".328","","98","0.0","-1.2","-11.6","0.0","59","32","14","0","57","80","7","0",".725","0.65","15.3%","33.5%","51.2%","5.5%","11.8%","6.9%","17.6%","66.2%","40.3%","51.4%","86.4%","78.3%","46.8%","8.7%","","25.5%","","","","","","","818"
"Willy Aybar","TBR","105","336","12","38","41","1","10.1%","16.1%",".162",".270",".253",".331",".416",".328","","100","0.8","0.6","-9.5","0.3","75","51","12","0","34","54","2","0",".747","1.18","21.8%","42.4%","35.8%","6.9%","13.8%","6.8%","20.8%","63.4%","41.1%","67.4%","91.0%","84.7%","47.7%","6.2%","","25.6%","","","","","","","2192"
"A.J. Pierzynski","CHW","138","535","13","57","49","1","4.5%","9.7%",".125",".312",".300",".331",".425",".327","","92","-3.3","-8.9","11.8","2.2","151","115","22","1","24","52","1","1",".755","1.44","20.0%","47.3%","32.7%","7.4%","8.7%","3.3%","38.3%","78.7%","57.6%","77.7%","93.4%","87.9%","47.8%","6.8%","","18.4%","","","","","","","746"
"Jose Lopez","SEA","153","653","25","69","96","3","3.7%","10.6%",".191",".270",".272",".303",".463",".327","","99","-7.0","-8.1","3.1","1.8","167","100","42","0","24","69","6","3",".766","1.00","18.5%","40.7%","40.8%","7.1%","11.1%","5.4%","35.4%","74.4%","55.1%","75.3%","92.0%","86.7%","50.6%","7.3%","","21.6%","","","","","","","3114"
"Brayan Pena","KCR","64","183","6","17","18","0","6.6%","9.8%",".170",".273",".273",".318",".442",".326","","94","-1.5","-2.9","-0.9","0.3","45","29","10","0","12","18","0","0",".761","1.83","21.6%","50.7%","27.7%","7.3%","14.6%","5.3%","27.0%","64.0%","43.4%","83.2%","94.0%","90.3%","44.2%","4.1%","","21.6%","","","","","","","3231"
"Chase Headley","SDP","156","612","12","62","64","10","10.1%","21.7%",".131",".325",".262",".342",".392",".326","","104","-1.6","1.7","-11.1","1.0","142","97","31","2","62","133","5","2",".734","1.18","16.5%","45.1%","38.3%","9.5%","7.6%","3.8%","21.0%","70.0%","45.1%","51.0%","86.1%","77.8%","49.3%","10.1%","","26.4%","","","","","","","4720"
"Matt LaPorta","CLE","52","198","7","29","21","2","6.1%","18.7%",".188",".281",".254",".308",".442",".326","","95","-2.4","-3.6","-1.4","0.2","46","26","13","0","12","37","3","0",".750","0.95","18.5%","39.7%","41.8%","9.8%","11.5%","5.2%","28.1%","67.1%","47.2%","62.7%","86.6%","79.3%","49.0%","9.7%","","27.0%","","","","","","","2280"
"Rocco Baldelli","BOS","62","164","7","23","23","1","6.7%","22.6%",".180",".290",".253",".311",".433",".325","","89","1.3","-1.0","0.3","0.5","38","26","4","1","11","37","2","0",".744","1.27","18.4%","45.6%","36.0%","14.6%","17.1%","11.5%","27.7%","62.0%","42.8%","59.3%","88.1%","77.7%","44.0%","9.5%","","28.9%","","","","","","","1656"
"Brendan Ryan","STL","129","429","3","55","37","14","5.6%","13.1%",".108",".332",".292",".340",".400",".325","","98","1.4","0.2","12.8","2.6","114","85","19","7","24","56","6","7",".740","1.74","18.9%","51.5%","29.6%","13.1%","3.0%","8.7%","28.1%","64.7%","46.9%","64.9%","90.6%","83.1%","51.3%","7.9%","","25.7%","","","","","","","6073"
"Brett Gardner","NYY","108","284","3","48","23","26","9.2%","14.1%",".109",".311",".270",".345",".379",".325","","91","5.9","2.6","10.3","2.3","67","52","6","6","26","40","3","5",".724","1.49","18.1%","49.0%","32.8%","14.9%","4.5%","16.0%","17.0%","51.0%","34.0%","74.2%","92.4%","87.8%","49.9%","4.1%","","31.8%","","","","","","","9927"
"Chad Moeller","BAL","30","100","2","6","10","0","7.0%","16.0%",".180",".288",".258",".313",".438",".324","","91","-0.2","-1.3","-2.0","0.0","23","12","8","1","7","16","1","0",".751","0.74","21.3%","33.3%","45.3%","14.7%","5.9%","8.0%","26.1%","70.5%","46.8%","57.7%","86.1%","77.6%","46.5%","10.3%","","26.0%","","","","","","","66"
"Ken Griffey Jr.","SEA","117","454","19","44","57","0","13.9%","17.6%",".196",".220",".214",".324",".411",".324","","97","-1.4","-3.2","-11.9","0.1","83","45","19","0","63","80","1","0",".735","0.79","15.6%","37.3%","47.1%","11.7%","13.1%","4.3%","20.0%","65.1%","41.2%","64.0%","86.5%","80.8%","47.2%","7.9%","","24.8%","","","","","","","327"
"Andy LaRoche","PIT","150","590","12","64","64","3","8.5%","14.2%",".143",".286",".258",".330",".401",".324","","96","-2.0","-5.2","8.3","2.2","135","89","29","5","50","84","8","1",".731","1.43","17.5%","48.5%","34.0%","13.3%","8.0%","1.4%","24.8%","60.3%","42.2%","64.8%","90.7%","83.0%","49.0%","7.1%","","27.7%","","","","","","","6444"
"Laynce Nix","CIN","116","337","15","42","46","0","6.5%","24.0%",".236",".272",".239",".291",".476",".324","","92","1.9","-1.3","2.7","1.2","74","32","26","1","22","81","2","1",".767","0.88","19.8%","37.5%","42.7%","14.1%","15.2%","4.6%","33.0%","70.1%","50.5%","57.3%","88.3%","77.5%","47.0%","11.2%","","26.9%","","","","","","","1766"
"Matt Joyce","TBR","11","37","3","3","7","1","8.1%","18.9%",".313",".130",".188",".270",".500",".324","","97","-0.7","-0.9","-2.7","-0.2","6","2","1","0","3","7","1","0",".770","0.77","11.5%","38.5%","50.0%","15.4%","23.1%","20.0%","25.3%","75.8%","47.5%","55.0%","93.6%","82.1%","44.0%","8.5%","","21.1%","","","","","","","3353"
"Elijah Dukes","WSN","107","416","8","38","58","3","11.1%","17.8%",".143",".291",".250",".337",".393",".323","","94","-2.1","-5.3","-10.5","-0.3","91","59","20","4","46","74","3","10",".729","1.09","16.2%","43.6%","40.2%","9.4%","6.8%","10.2%","25.6%","78.4%","50.2%","46.4%","83.9%","73.7%","46.6%","13.1%","","23.8%","","","","","","","4946"
"Aaron Rowand","SFG","144","546","15","61","64","4","5.5%","22.9%",".158",".318",".261",".319",".419",".323","","95","0.2","-2.9","9.5","2.4","130","83","30","2","30","125","14","1",".738","1.16","16.0%","45.1%","38.9%","13.0%","10.3%","5.3%","31.5%","70.8%","50.9%","51.7%","85.2%","74.7%","49.4%","12.9%","","28.6%","","","","","","","254"
"Edwin Encarnacion","- - -","85","338","13","35","39","2","10.9%","19.8%",".184",".245",".225",".320",".410",".322","","91","-0.2","-3.8","-6.4","0.1","66","40","11","2","37","67","5","1",".729","0.80","17.5%","36.7%","45.9%","10.5%","12.4%","3.6%","21.3%","66.9%","42.7%","64.0%","87.1%","81.0%","47.0%","8.1%","","25.2%","","","","","","","2151"
"Alejandro De Aza","FLA","22","27","0","6","3","0","18.5%","18.5%",".050",".313",".250",".385",".300",".322","","92","0.9","0.6","0.8","0.2","5","4","1","0","5","5","0","0",".685","1.33","12.5%","50.0%","37.5%","16.7%","0.0%","12.5%","19.4%","59.6%","38.7%","50.0%","82.4%","73.9%","47.9%","10.1%","","29.4%","","","","","","","3371"
"Reid Brignac","TBR","31","93","1","10","6","2","3.2%","21.5%",".167",".348",".278",".301",".444",".322","","96","0.8","0.3","-0.7","0.3","25","14","8","2","3","20","0","2",".746","0.80","22.9%","34.3%","42.9%","6.7%","3.3%","4.2%","32.0%","75.8%","52.6%","55.2%","88.5%","77.8%","47.1%","11.5%","","25.6%","","","","","","","8380"
"Freddy Sanchez","- - -","111","489","7","56","41","5","4.5%","15.5%",".123",".336",".293",".326",".416",".321","","94","-0.3","-3.9","4.6","1.6","134","95","29","3","22","76","2","1",".742","1.45","23.8%","45.2%","31.1%","4.2%","5.9%","2.9%","30.7%","67.2%","50.0%","70.9%","89.7%","84.2%","52.8%","7.9%","","25.9%","","","","","","","1624"
"Xavier Nady","NYY","7","29","0","4","2","0","3.4%","20.7%",".143",".364",".286",".310",".429",".321","","88","0.1","-0.3","-2.0","-0.1","8","4","4","0","1","6","0","0",".739","1.29","27.3%","40.9%","31.8%","42.9%","0.0%","11.1%","20.3%","74.0%","45.0%","50.0%","91.9%","81.6%","45.9%","8.2%","","23.6%","","","","","","","1658"
"Mark Teahen","KCR","144","571","12","69","50","8","6.5%","21.5%",".137",".332",".271",".325",".408",".321","","90","-2.5","-9.3","-15.4","-0.5","142","95","34","1","37","123","6","1",".734","1.73","19.7%","50.9%","29.4%","9.3%","10.2%","3.9%","32.0%","70.5%","50.5%","59.3%","84.8%","76.5%","48.2%","11.8%","","27.1%","","","","","","","4511"
"Stephen Drew","ARI","135","595","12","71","65","5","8.2%","14.6%",".167",".288",".261",".320",".428",".321","","87","3.0","-6.3","8.3","2.1","139","86","29","12","49","87","1","1",".748","0.92","18.9%","38.9%","42.2%","7.9%","6.3%","5.7%","22.1%","68.4%","44.6%","58.8%","93.3%","84.5%","48.6%","6.8%","","24.2%","","","","","","","4251"
"Josh Hamilton","TEX","89","365","10","43","54","8","6.6%","21.6%",".158",".319",".268",".315",".426",".321","","85","1.8","-4.8","5.1","1.3","90","59","19","2","24","79","1","3",".741","0.87","21.8%","36.4%","41.8%","2.8%","9.2%","8.4%","35.3%","85.6%","57.0%","57.9%","79.9%","72.1%","43.0%","15.7%","","23.4%","","","","","","","1875"
"Placido Polanco","DET","153","676","10","82","72","7","5.3%","6.8%",".112",".293",".285",".331",".396",".321","","89","0.3","-9.0","14.0","2.9","176","131","31","4","36","46","9","2",".727","1.17","19.9%","43.2%","36.9%","7.6%","4.7%","8.1%","23.6%","62.3%","43.6%","81.6%","97.3%","93.2%","51.6%","3.0%","","22.8%","","","","","","","1176"
"Andy Green","NYM","4","5","0","0","0","0","20.0%","20.0%",".000",".333",".250",".400",".250",".320","","95","-0.1","-0.1","-0.4","0.0","1","1","0","0","1","1","0","0",".650","2.00","0.0%","66.7%","33.3%","100.0%","0.0%","0.0%","0.0%","77.8%","33.3%","","85.7%","85.7%","42.9%","4.8%","","19.0%","","","","","","","2991"
"Kurt Suzuki","OAK","147","614","15","74","88","8","4.6%","9.6%",".147",".280",".274",".313",".421",".320","","94","3.6","-1.3","-1.2","1.9","156","103","37","1","28","59","8","2",".734","1.22","19.4%","44.4%","36.2%","9.1%","8.0%","7.4%","25.7%","67.0%","47.3%","74.3%","92.5%","87.8%","52.3%","5.8%","","23.6%","","","","","","","8259"
"Michael Brantley","CLE","28","121","0","10","11","4","6.6%","15.7%",".036",".376",".313",".358",".348",".320","","92","-2.1","-3.4","-6.6","-0.6","35","31","4","0","8","19","0","4",".707","1.72","26.1%","46.7%","27.2%","8.0%","0.0%","4.7%","14.6%","50.0%","34.0%","71.9%","96.2%","91.5%","54.8%","2.9%","","32.7%","","","","","","","4106"
"Brad Ausmus","LAD","36","107","1","9","9","1","4.7%","19.6%",".074",".370",".295",".343",".368",".320","","95","0.0","-0.7","4.1","0.7","28","23","4","0","5","21","2","0",".712","1.08","27.0%","37.8%","35.1%","3.8%","3.8%","3.6%","19.4%","59.9%","40.9%","65.8%","89.5%","84.2%","53.1%","6.4%","","30.1%","","","","","","","546"
"Lou Marson","- - -","21","72","0","9","4","0","13.9%","29.2%",".115",".366",".246",".347",".361",".320","","91","-1.4","-2.2","-0.9","-0.1","15","8","7","0","10","21","0","0",".708","1.46","22.0%","46.3%","31.7%","7.7%","0.0%","5.3%","13.5%","60.8%","37.0%","42.9%","87.1%","78.9%","49.7%","7.8%","","27.9%","","","","","","","7610"
"Daniel Murphy","NYM","155","556","12","60","63","4","6.8%","12.4%",".161",".284",".266",".313",".427",".319","","94","0.3","-3.7","-5.7","0.8","135","81","38","4","38","69","0","2",".741","0.97","18.7%","40.0%","41.3%","9.3%","6.6%","1.1%","28.6%","66.9%","46.9%","71.7%","95.5%","87.9%","47.7%","5.6%","","22.5%","","","","","","","4316"
"Coco Crisp","KCR","49","215","3","30","14","13","13.5%","10.7%",".150",".245",".228",".336",".378",".319","","89","2.8","-0.1","5.5","1.3","41","25","8","5","29","23","1","2",".714","1.42","17.6%","48.4%","34.0%","5.8%","5.8%","9.5%","21.4%","60.4%","41.1%","80.7%","90.9%","88.3%","50.5%","4.7%","","24.6%","","","","","","","1572"
"Ryan Theriot","CHC","154","677","7","81","54","21","7.5%","13.7%",".085",".323",".284",".343",".369",".319","","87","1.3","-9.6","10.3","2.2","171","139","20","5","51","93","6","10",".712","1.70","19.7%","50.5%","29.8%","5.3%","4.6%","4.3%","21.9%","65.8%","44.4%","70.8%","92.1%","86.9%","51.2%","5.7%","","24.0%","","","","","","","3811"
"Brandon Inge","DET","161","637","27","71","84","2","8.5%","26.7%",".176",".277",".230",".314",".406",".319","","88","-1.1","-10.8","8.7","2.0","129","85","16","1","54","170","17","5",".720","0.91","15.2%","40.5%","44.3%","9.7%","15.4%","8.1%","24.4%","62.9%","42.8%","50.8%","81.2%","72.1%","47.7%","11.9%","","30.7%","","","","","","","470"
"Alexei Ramirez","CHW","148","606","15","71","68","14","8.1%","10.9%",".113",".288",".277",".333",".389",".319","","86","-0.1","-10.6","10.2","2.1","150","120","14","1","49","66","1","5",".723","1.21","15.7%","46.1%","38.2%","15.4%","8.2%","6.8%","32.1%","69.3%","50.3%","67.0%","91.2%","83.3%","48.8%","8.4%","","24.2%","","","","","","","5133"
"Yorvit Torrealba","COL","64","242","2","27","31","1","8.7%","17.4%",".089",".347",".291",".351",".380",".318","","81","-0.6","-6.4","8.5","1.0","62","48","11","1","21","42","1","1",".732","1.79","22.5%","49.7%","27.7%","10.4%","4.2%","11.6%","26.7%","64.4%","45.9%","57.7%","89.3%","80.3%","51.1%","8.8%","","27.4%","","","","","","","1135"
"Gerardo Parra","ARI","120","491","5","59","60","5","5.1%","18.1%",".114",".346",".290",".324",".404",".318","","85","-4.5","-13.4","-4.1","-0.2","132","98","21","8","25","89","1","7",".729","1.83","18.3%","52.8%","28.8%","4.7%","4.7%","6.1%","29.6%","68.7%","48.8%","64.5%","90.1%","82.2%","49.1%","8.6%","","26.0%","","","","","","","8553"
"Cameron Maybin","FLA","54","199","4","30","13","1","8.5%","25.6%",".159",".328",".250",".318",".409",".318","","89","1.1","-1.6","4.9","0.9","44","26","12","2","17","51","1","3",".727","1.94","16.7%","55.0%","28.3%","5.9%","11.8%","12.1%","23.0%","64.2%","43.5%","49.4%","83.4%","74.4%","49.7%","11.0%","","29.8%","","","","","","","5223"
"Cory Sullivan","NYM","64","157","2","17","15","7","12.1%","14.0%",".132",".281",".250",".338",".382",".318","","93","0.3","-1.0","-1.2","0.3","34","25","2","5","19","22","0","1",".720","1.38","19.8%","46.6%","33.6%","2.6%","5.1%","5.6%","18.2%","63.3%","40.5%","58.6%","92.4%","84.7%","49.4%","6.4%","","26.1%","","","","","","","1940"
"John Hester","ARI","15","30","1","4","4","0","6.7%","23.3%",".179",".300",".250",".300",".429",".318","","85","-0.1","-0.7","-2.0","-0.2","7","4","2","0","2","7","0","0",".729","0.64","14.3%","33.3%","52.4%","0.0%","9.1%","0.0%","24.0%","55.0%","40.9%","41.7%","87.9%","75.6%","54.5%","10.0%","","34.5%","","","","","","","877"
"Jamey Carroll","CLE","93","358","2","53","26","4","10.1%","17.6%",".063",".339",".276",".355",".340",".318","","90","-0.4","-4.9","5.1","1.3","87","73","10","2","36","63","3","2",".695","1.52","24.1%","45.8%","30.1%","4.0%","2.7%","3.5%","17.4%","48.0%","33.6%","77.4%","94.3%","90.2%","52.9%","3.3%","","31.5%","","","","","","","1591"
"Delmon Young","MIN","108","416","12","50","60","2","2.9%","22.1%",".142",".338",".284",".308",".425",".317","","90","-3.2","-8.4","-19.2","-1.3","112","82","16","2","12","92","4","5",".733","1.46","16.2%","49.7%","34.1%","3.8%","11.4%","6.5%","36.3%","81.5%","58.8%","53.6%","83.7%","74.4%","49.8%","14.9%","","25.8%","","","","","","","2140"
"Casey Kotchman","- - -","126","431","7","37","48","1","9.0%","9.7%",".114",".283",".268",".339",".382",".317","","90","-2.4","-8.0","1.5","0.7","103","73","23","0","39","42","4","0",".721","1.75","19.1%","51.4%","29.5%","12.7%","6.9%","4.5%","22.9%","63.5%","43.0%","71.6%","92.4%","86.8%","49.5%","5.6%","","25.1%","","","","","","","1930"
"Rafael Furcal","LAD","150","680","9","92","47","12","9.0%","13.1%",".106",".302",".269",".335",".375",".317","","93","2.5","-3.7","12.2","3.0","165","123","28","5","61","89","1","6",".711","1.91","19.0%","53.1%","27.9%","10.8%","6.5%","7.5%","20.8%","62.6%","41.2%","74.2%","92.8%","88.0%","48.9%","4.9%","","24.2%","","","","","","","88"
"Clete Thomas","DET","102","310","7","46","39","3","10.6%","24.8%",".145",".309",".240",".324",".385",".317","","86","3.5","-1.8","3.3","1.2","66","43","13","3","33","77","1","0",".709","1.36","15.8%","48.5%","35.7%","10.0%","10.0%","5.3%","26.6%","73.9%","48.0%","56.2%","78.9%","72.0%","45.2%","13.5%","","26.2%","","","","","","","3373"
"Ross Gload","FLA","125","259","6","33","30","0","8.9%","11.6%",".139",".274",".261",".329",".400",".316","","88","0.8","-3.0","0.0","0.5","60","42","10","2","23","30","2","0",".729","1.01","20.7%","39.9%","39.4%","7.5%","7.5%","9.9%","25.8%","74.5%","49.1%","69.7%","90.1%","84.5%","47.7%","7.4%","","21.3%","","","","","","","1538"
"Ryan Church","- - -","111","399","4","46","40","6","8.3%","14.5%",".111",".314",".273",".338",".384",".316","","92","0.4","-3.7","1.2","1.0","98","66","28","0","33","58","3","2",".722","1.39","20.1%","46.5%","33.4%","2.0%","4.0%","3.6%","26.4%","65.8%","44.5%","57.9%","92.9%","81.7%","45.8%","8.0%","","25.1%","","","","","","","2106"
"Brian Buscher","MIN","61","164","2","14","12","0","14.6%","21.3%",".081",".300",".235",".360",".316",".316","","89","0.5","-1.7","-0.5","0.4","32","26","3","1","24","35","3","0",".676","0.83","26.5%","33.3%","40.2%","12.2%","4.9%","8.8%","19.5%","66.4%","41.0%","56.2%","80.6%","74.3%","45.9%","10.5%","","27.7%","","","","","","","6234"
"Clint Barmes","COL","154","604","23","69","76","12","5.1%","20.0%",".195",".271",".245",".294",".440",".316","","79","1.7","-13.9","11.1","1.6","135","77","32","3","31","121","10","10",".734","0.63","20.3%","30.8%","49.0%","17.1%","11.0%","8.3%","32.9%","67.7%","51.0%","62.3%","85.4%","78.3%","52.2%","11.0%","","29.0%","","","","","","","1830"
"Landon Powell","OAK","46","155","7","19","30","0","9.0%","23.2%",".200",".255",".229",".297",".429",".316","","91","-1.5","-3.3","2.0","0.4","32","18","7","0","14","36","0","0",".725","0.87","18.1%","38.1%","43.8%","10.9%","15.2%","0.0%","18.1%","65.7%","40.9%","51.7%","89.2%","80.6%","48.1%","7.9%","","26.2%","","","","","","","8361"
