"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","H","1B","2B","3B","BB","SO","HBP","CS","OPS","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HardHit%","CSW%","xBA","EV","LA","Barrel%","maxEV","xSLG","playerid"
"Paul Hoover","PHI","3","4","0","0","1","0","0.0%","25.0%",".000","1.000",".750",".750",".750",".671","","327","0.0","1.1","0.1","0.1","3","3","0","0","0","1","0","0","1.500","2.00","33.3%","66.7%","0.0%","0.0%","0.0%","50.0%","36.4%","83.3%","52.9%","25.0%","100.0%","66.7%","35.3%","17.6%","","23.5%","","","","","","","1212"
"Wilkin Castillo","CIN","4","3","0","0","1","0","0.0%","0.0%",".000",".667",".667",".667",".667",".597","","275","0.0","0.6","0.0","0.1","2","2","0","0","0","0","0","0","1.333","0.00","33.3%","0.0%","66.7%","0.0%","0.0%","0.0%","66.7%","100.0%","85.7%","100.0%","75.0%","83.3%","57.1%","9.1%","","9.1%","","","","","","","5124"
"Luis Durango","SDP","9","14","0","3","0","2","14.3%","14.3%",".000",".667",".545",".615",".545",".522","","236","0.3","2.6","0.0","0.3","6","6","0","0","2","2","0","1","1.161","4.00","0.0%","80.0%","20.0%","0.0%","0.0%","50.0%","20.8%","53.8%","38.0%","60.0%","92.9%","84.2%","52.0%","6.0%","","28.0%","","","","","","","6533"
"Mark Buehrle","CHW","33","5","1","1","1","0","0.0%","20.0%",".750",".000",".250",".250","1.000",".506","","210","0.0","0.7","0.5","0.1","1","0","0","0","0","1","0","0","1.250","2.00","0.0%","66.7%","33.3%","0.0%","100.0%","0.0%","38.5%","70.0%","52.2%","80.0%","71.4%","75.0%","43.5%","13.0%","","26.1%","","","","","","","225"
"Juan Francisco","CIN","14","25","1","4","7","0","12.0%","28.0%",".190",".615",".429",".520",".619",".496","","208","0.0","3.3","1.0","0.5","9","7","1","0","3","7","1","0","1.139","4.00","28.6%","57.1%","14.3%","0.0%","50.0%","12.5%","32.2%","86.7%","55.8%","52.6%","76.9%","69.0%","43.3%","17.3%","","25.0%","","","","","","","6978"
"Jonathan Van Every","BOS","7","13","1","1","3","0","15.4%","38.5%",".273",".600",".364",".462",".636",".471","","185","0.1","1.5","-0.1","0.2","4","3","0","0","2","5","0","0","1.098","1.00","0.0%","50.0%","50.0%","0.0%","33.3%","0.0%","6.5%","53.8%","28.1%","100.0%","78.6%","81.3%","45.6%","5.1%","","35.6%","","","","","","","3409"
"Wilkin Ramirez","DET","15","13","1","6","3","0","7.7%","23.1%",".455",".375",".364",".385",".818",".470","","188","0.0","1.4","-0.4","0.2","4","2","0","1","1","3","0","0","1.203","0.75","22.2%","33.3%","44.4%","0.0%","25.0%","0.0%","37.1%","87.0%","56.9%","69.2%","70.0%","69.7%","39.7%","16.9%","","23.7%","","","","","","","5219"
"Tim Wakefield","BOS","21","2","0","0","0","0","0.0%","50.0%",".000","1.000",".500",".500",".500",".447","","170","0.0","0.2","0.2","0.0","1","1","0","0","0","1","0","0","1.000","0.00","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","75.0%","66.7%","71.4%","0.0%","100.0%","40.0%","42.9%","42.9%","","57.1%","","","","","","","219"
"Will Ohman","LAD","21","3","0","0","1","0","0.0%","33.3%",".000","1.000",".500",".500",".500",".447","","180","0.0","0.3","0.3","0.1","1","1","0","0","0","1","0","0","1.000","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","25.0%","50.0%","33.3%","100.0%","100.0%","100.0%","33.3%","0.0%","","33.3%","","","","","","","296"
"Jeremy Affeldt","SFG","74","2","0","0","0","0","0.0%","0.0%",".000",".500",".500",".500",".500",".447","","179","0.0","0.2","0.2","0.0","1","1","0","0","0","0","0","0","1.000","2.00","0.0%","100.0%","0.0%","0.0%","0.0%","50.0%","33.3%","100.0%","66.7%","0.0%","100.0%","75.0%","50.0%","16.7%","","16.7%","","","","","","","583"
"Justin Huber","MIN","1","2","0","0","0","0","0.0%","0.0%",".000",".500",".500",".500",".500",".447","","176","-0.2","0.0","-0.9","-0.1","1","1","0","0","0","0","0","0","1.000","2.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","100.0%","100.0%","100.0%","50.0%","100.0%","66.7%","33.3%","25.0%","","25.0%","","","","","","","3147"
"Tim Wood","FLA","18","2","0","0","0","0","0.0%","0.0%",".000",".500",".500",".500",".500",".447","","176","0.0","0.2","0.2","0.0","1","1","0","0","0","0","0","0","1.000","1.00","50.0%","50.0%","0.0%","0.0%","0.0%","0.0%","0.0%","60.0%","37.5%","","100.0%","100.0%","62.5%","0.0%","","25.0%","","","","","","","3775"
"Kevin Richardson","TEX","4","6","0","2","0","0","0.0%","33.3%",".000",".750",".500",".500",".500",".447","","169","0.0","0.5","0.2","0.1","3","3","0","0","0","2","0","0","1.000","3.00","25.0%","75.0%","0.0%","0.0%","0.0%","0.0%","20.0%","66.7%","48.0%","50.0%","80.0%","75.0%","60.0%","12.0%","","32.0%","","","","","","","4852"
"Trevor Cahill","OAK","32","2","0","1","0","0","0.0%","0.0%",".000",".500",".500",".500",".500",".447","","178","0.0","0.2","0.2","0.0","1","1","0","0","0","0","0","0","1.000","2.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","50.0%","40.0%","","100.0%","100.0%","80.0%","0.0%","","40.0%","","","","","","","6249"
"Albert Pujols","STL","160","700","47","124","135","16","16.4%","9.1%",".331",".299",".327",".443",".658",".447","","180","1.6","70.5","-8.8","8.4","186","93","45","1","115","64","9","4","1.101","0.85","15.6%","38.7%","45.7%","12.0%","20.1%","4.0%","22.6%","66.6%","42.3%","68.3%","94.4%","86.7%","44.6%","5.4%","","20.1%","","","","","","","1177"
"Joe Mauer","MIN","138","606","28","94","96","4","12.5%","10.4%",".222",".373",".365",".444",".587",".438","","170","-2.1","50.8","11.9","8.4","191","132","30","1","76","63","2","1","1.031","1.62","22.6%","47.8%","29.5%","1.5%","20.4%","3.6%","20.1%","56.1%","36.7%","79.1%","91.1%","87.6%","46.2%","4.5%","","25.5%","","","","","","","1857"
"Tim Hudson","ATL","7","15","1","2","2","0","13.3%","6.7%",".250",".300",".333",".429",".583",".437","","172","0.0","1.3","1.6","0.3","4","3","0","0","2","1","0","0","1.012","1.67","20.0%","50.0%","30.0%","0.0%","33.3%","20.0%","26.1%","46.7%","34.2%","66.7%","100.0%","84.6%","39.5%","5.0%","","30.0%","","","","","","","921"
"Randy Ruiz","TOR","33","130","10","25","17","1","7.7%","26.9%",".322",".366",".313",".385",".635",".431","","164","-0.6","9.7","-3.8","1.0","36","19","7","0","10","35","4","1","1.019","1.25","11.1%","49.4%","39.5%","0.0%","31.3%","7.5%","39.3%","83.9%","61.8%","40.5%","76.5%","65.2%","50.5%","21.6%","","30.7%","","","","","","","2761"
"Andy Tracy","PHI","9","12","0","1","1","0","0.0%","25.0%",".167",".556",".417",".417",".583",".430","","165","0.1","1.0","-0.1","0.1","5","4","0","1","0","3","0","0","1.000","1.00","33.3%","33.3%","33.3%","0.0%","0.0%","0.0%","27.3%","66.7%","49.0%","66.7%","72.2%","70.8%","55.1%","14.3%","","34.7%","","","","","","","2024"
"Juan Miranda","NYY","8","9","1","2","3","0","0.0%","44.4%",".333",".500",".333",".333",".667",".424","","156","0.1","0.7","-0.5","0.1","3","2","0","0","0","4","0","0","1.000","1.00","20.0%","40.0%","40.0%","0.0%","50.0%","50.0%","31.8%","52.9%","41.0%","57.1%","77.8%","68.8%","43.6%","12.5%","","37.5%","","","","","","","7783"
"Prince Fielder","MIL","162","719","46","103","141","2","15.3%","19.2%",".303",".315",".299",".412",".602",".422","","161","-5.7","48.5","-12.1","5.9","177","93","35","3","110","138","9","3","1.014","0.94","16.2%","40.7%","43.1%","5.5%","23.1%","2.7%","25.2%","68.8%","44.5%","58.8%","85.4%","76.9%","44.1%","9.9%","","24.7%","","","","","","","4613"
"Jeff Fulchino","HOU","61","3","0","0","0","0","0.0%","0.0%",".333",".333",".333",".333",".667",".419","","160","0.0","0.2","0.3","0.1","1","0","1","0","0","0","0","0","1.000","2.00","33.3%","66.7%","0.0%","0.0%","0.0%","0.0%","0.0%","50.0%","30.8%","","100.0%","100.0%","61.5%","0.0%","","38.5%","","","","","","","3532"
"Joey Votto","CIN","131","544","25","82","84","4","12.9%","19.5%",".245",".372",".322",".414",".567",".418","","155","2.1","39.2","-10.4","4.6","151","87","38","1","70","106","4","1",".981","0.99","21.7%","39.0%","39.3%","1.4%","17.5%","4.2%","24.3%","74.0%","46.8%","58.7%","83.2%","76.2%","45.4%","10.9%","","23.0%","","","","","","","4314"
"Aaron Bates","BOS","5","12","0","2","2","0","8.3%","33.3%",".182",".571",".364",".417",".545",".418","","150","0.2","0.9","-1.6","0.0","4","2","2","0","1","4","0","0",".962","1.00","42.9%","28.6%","28.6%","0.0%","0.0%","0.0%","26.7%","62.5%","42.6%","25.0%","100.0%","73.9%","44.4%","11.1%","","33.3%","","","","","","","2777"
"Kevin Youkilis","BOS","136","588","27","99","94","7","13.1%","21.3%",".242",".359",".305",".413",".548",".413","","147","1.9","36.6","1.9","5.9","150","86","36","1","77","125","16","2",".961","0.78","21.1%","34.6%","44.3%","5.5%","16.5%","9.4%","18.8%","58.8%","38.3%","57.3%","89.7%","81.6%","48.9%","7.0%","","28.3%","","","","","","","1935"
"Derrek Lee","CHC","141","615","35","91","111","1","12.4%","17.7%",".273",".327",".306",".393",".579",".413","","150","-0.9","37.0","-4.4","5.2","163","90","36","2","76","109","3","0",".972","0.77","19.2%","35.1%","45.7%","4.6%","17.9%","6.7%","21.4%","65.8%","42.8%","60.8%","85.2%","78.9%","48.2%","8.9%","","26.1%","","","","","","","525"
"Brett Hayes","FLA","14","12","1","5","2","0","0.0%","33.3%",".364",".333",".273",".333",".636",".409","","150","0.1","0.8","0.0","0.1","3","1","1","0","0","4","1","0",".970","1.50","28.6%","42.9%","28.6%","0.0%","50.0%","0.0%","64.3%","55.0%","58.8%","22.2%","90.9%","60.0%","58.8%","23.5%","","52.9%","","","","","","","4293"
"Alex Avila","DET","29","72","5","9","14","0","13.9%","25.0%",".311",".308",".279",".375",".590",".408","","147","0.1","4.3","-0.4","0.6","17","8","4","0","10","18","0","0",".965","1.00","13.6%","43.2%","43.2%","5.3%","26.3%","10.5%","20.9%","66.2%","42.4%","52.9%","86.7%","78.0%","47.6%","9.3%","","26.0%","","","","","","","7476"
"Ben Zobrist","TBR","152","599","27","91","91","17","15.2%","17.4%",".246",".326",".297",".405",".543",".407","","152","4.6","43.7","22.3","8.7","149","87","28","7","91","104","2","6",".948","1.08","20.0%","41.5%","38.5%","5.2%","17.5%","6.6%","19.3%","59.3%","37.6%","65.3%","88.3%","81.9%","45.7%","6.7%","","26.1%","","","","","","","7435"
"Hanley Ramirez","FLA","151","652","24","101","106","27","9.4%","15.5%",".201",".379",".342",".410",".543",".407","","149","5.1","44.0","6.2","7.1","197","130","42","1","61","101","9","8",".954","0.93","19.8%","38.6%","41.5%","9.5%","12.1%","8.6%","25.5%","71.0%","47.2%","62.2%","88.0%","80.7%","47.7%","8.9%","","23.8%","","","","","","","8001"
"Josh Beckett","BOS","32","5","1","1","1","0","0.0%","60.0%",".600",".000",".200",".200",".800",".405","","142","0.0","0.3","0.5","0.1","1","0","0","0","0","3","0","0","1.000","0.00","0.0%","0.0%","100.0%","0.0%","50.0%","0.0%","20.0%","16.7%","17.6%","0.0%","100.0%","66.7%","70.6%","5.9%","","58.8%","","","","","","","510"
"Jeff Samardzija","CHC","20","6","1","1","1","0","0.0%","16.7%",".600",".000",".200",".200",".800",".405","","145","0.0","0.3","0.7","0.1","1","0","0","0","0","1","0","0","1.000","2.00","0.0%","66.7%","33.3%","0.0%","100.0%","0.0%","25.0%","44.4%","38.5%","0.0%","100.0%","80.0%","69.2%","7.1%","","50.0%","","","","","","","3254"
"Adrian Gonzalez","SDP","160","681","40","90","99","1","17.5%","16.0%",".274",".278",".277",".407",".551",".404","","156","-5.8","41.3","-5.1","5.8","153","84","27","2","119","109","5","1",".958","0.97","20.6%","39.0%","40.4%","5.0%","22.2%","2.3%","22.7%","71.3%","44.2%","57.9%","85.2%","77.4%","44.3%","9.7%","","22.2%","","","","","","","1908"
"Ryan Braun","MIL","158","708","32","113","114","20","8.1%","17.1%",".231",".353",".320",".386",".551",".403","","149","6.4","48.8","-20.8","5.0","203","126","39","6","57","121","13","6",".937","1.37","19.6%","46.5%","33.9%","17.1%","18.3%","10.4%","28.6%","63.9%","46.0%","59.6%","90.5%","80.7%","49.2%","8.8%","","27.6%","","","","","","","3410"
"Mark Teixeira","NYY","156","707","39","103","122","2","11.5%","16.1%",".273",".302",".292",".383",".565",".402","","142","0.7","37.8","-11.0","5.2","178","93","43","3","81","114","12","0",".948","0.83","19.8%","36.4%","43.8%","9.6%","17.8%","4.4%","21.6%","63.7%","40.8%","64.1%","90.6%","82.9%","45.5%","6.9%","","25.4%","","","","","","","1281"
"Miguel Cabrera","DET","160","685","34","96","103","6","9.9%","15.6%",".223",".348",".324",".396",".547",".402","","143","-3.5","33.2","-6.7","5.1","198","130","34","0","68","107","5","2",".942","1.17","20.0%","43.2%","36.8%","8.1%","18.3%","5.0%","31.8%","72.0%","50.5%","64.6%","88.2%","80.3%","46.5%","9.7%","","23.4%","","","","","","","1744"
"Alex Rodriguez","NYY","124","535","30","78","100","14","15.0%","18.1%",".245",".303",".286",".402",".532",".401","","141","0.6","28.3","-6.3","4.1","127","79","17","1","80","97","8","2",".933","1.12","20.0%","42.3%","37.7%","6.8%","22.7%","5.4%","20.8%","67.4%","42.3%","58.5%","84.9%","77.9%","46.1%","9.2%","","25.1%","","","","","","","1274"
"Saul Rivera","WSN","30","5","0","2","0","0","20.0%","0.0%",".000",".333",".333",".500",".333",".400","","146","0.0","0.3","0.5","0.1","1","1","0","0","1","0","0","0",".833","3.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","66.7%","30.8%","","100.0%","100.0%","46.2%","0.0%","","20.0%","","","","","","","2027"
"Pablo Sandoval","SFG","153","633","25","79","90","5","8.2%","13.1%",".226",".350",".330",".387",".556",".399","","146","0.0","36.2","-4.3","5.2","189","115","44","5","52","83","4","5",".943","1.23","18.6%","44.9%","36.5%","7.9%","14.0%","7.3%","40.6%","83.0%","57.4%","75.2%","87.8%","82.4%","39.6%","10.0%","","17.4%","","","","","","","5409"
"Manny Ramirez","LAD","104","431","19","62","63","0","16.5%","18.8%",".241",".328",".290",".418",".531",".398","","147","0.1","25.2","-13.9","2.5","102","57","24","2","71","81","7","1",".949","0.78","25.4%","32.7%","41.9%","7.9%","16.7%","3.4%","21.2%","65.9%","41.6%","66.1%","84.6%","79.5%","45.6%","8.2%","","24.8%","","","","","","","210"
"Adam Lind","TOR","151","654","35","93","114","1","8.9%","16.8%",".257",".323",".305",".370",".562",".396","","140","0.2","32.9","-22.4","3.4","179","98","46","0","58","110","5","1",".932","1.17","20.2%","43.0%","36.8%","8.5%","19.8%","4.8%","24.4%","64.7%","43.4%","70.6%","87.9%","82.7%","47.2%","7.4%","","26.8%","","","","","","","8027"
"Adam Dunn","WSN","159","668","38","81","105","0","17.4%","26.5%",".262",".324",".267",".398",".529",".395","","142","-0.7","34.0","-44.8","1.0","146","79","29","0","116","177","4","1",".928","0.64","20.5%","31.0%","48.5%","7.8%","21.1%","10.4%","19.1%","65.5%","40.1%","53.9%","79.7%","73.0%","45.3%","10.6%","","28.0%","","","","","","","319"
"Jason Bay","BOS","151","638","36","103","119","13","14.7%","25.4%",".269",".315",".267",".384",".537",".395","","135","1.6","29.8","-6.0","4.6","142","74","29","3","94","162","9","3",".921","0.68","17.7%","33.2%","49.1%","10.9%","19.7%","9.7%","19.7%","63.0%","40.2%","48.3%","79.4%","71.4%","47.3%","11.4%","","30.0%","","","","","","","1717"
"Troy Tulowitzki","COL","151","628","32","101","92","20","11.6%","17.8%",".256",".316",".297",".377",".552",".395","","132","-1.2","23.6","9.7","5.3","161","95","25","9","73","112","3","11",".930","1.05","18.4%","41.8%","39.8%","11.6%","18.5%","7.7%","21.3%","62.1%","41.9%","73.3%","87.5%","83.9%","50.4%","6.7%","","27.1%","","","","","","","3531"
"Carlos Delgado","NYM","26","112","4","15","23","0","10.7%","17.9%",".223",".333",".298",".393",".521",".395","","145","-0.9","5.3","-4.8","0.4","28","16","7","1","12","20","4","0",".914","0.97","19.7%","39.5%","40.8%","3.2%","12.9%","3.3%","25.2%","71.9%","47.1%","61.4%","81.8%","76.0%","46.8%","11.3%","","24.9%","","","","","","","1297"
"Chase Utley","PHI","156","687","31","112","93","23","12.8%","16.0%",".226",".300",".282",".397",".508",".394","","141","12.3","46.8","13.4","8.2","161","98","28","4","88","110","24","0",".905","0.71","18.5%","34.0%","47.5%","7.2%","14.0%","9.5%","18.7%","57.9%","36.6%","65.2%","91.7%","84.3%","45.7%","5.7%","","26.8%","","","","","","","1679"
"J.D. Drew","BOS","137","539","24","84","68","2","15.2%","20.2%",".243",".319",".279",".392",".522",".394","","135","1.1","24.5","5.4","4.9","126","68","30","4","82","109","3","6",".914","0.96","19.8%","39.2%","41.0%","9.9%","17.0%","3.0%","15.1%","61.2%","37.3%","59.0%","88.1%","81.9%","48.0%","6.6%","","26.1%","","","","","","","1152"
"Todd Helton","COL","151","645","15","79","86","0","13.8%","11.3%",".164",".348",".325",".416",".489",".394","","131","-9.0","15.9","-10.0","2.6","177","121","38","3","89","73","2","1",".904","1.12","24.7%","39.7%","35.6%","5.3%","8.8%","4.2%","18.8%","67.0%","41.4%","79.4%","92.9%","89.6%","46.8%","4.2%","","22.0%","","","","","","","432"
"Garrett Jones","PIT","82","358","21","45","44","10","11.2%","21.2%",".274",".323",".293",".372",".567",".393","","142","2.0","20.7","-5.0","2.7","92","49","21","1","40","76","1","2",".938","0.98","18.3%","40.4%","41.3%","5.1%","21.2%","5.2%","29.8%","70.6%","47.8%","66.4%","83.2%","77.3%","44.1%","10.5%","","25.3%","","","","","","","2714"
"Roger Bernadina","WSN","3","5","0","1","0","1","20.0%","20.0%",".250",".333",".250",".400",".500",".393","","141","0.3","0.5","0.4","0.1","1","0","1","0","1","1","0","0",".900","1.00","33.3%","33.3%","33.3%","0.0%","0.0%","0.0%","0.0%","62.5%","27.8%","","60.0%","60.0%","44.4%","11.1%","","38.9%","","","","","","","6421"
"Carlos Beltran","NYM","81","357","10","50","48","11","13.2%","12.0%",".175",".352",".325",".415",".500",".393","","144","0.9","20.1","-2.5","2.9","100","67","22","1","47","43","1","1",".915","1.29","19.9%","45.1%","35.0%","12.9%","10.8%","5.8%","21.5%","67.2%","42.4%","71.6%","92.8%","87.0%","45.7%","5.3%","","22.0%","","","","","","","589"
"Aramis Ramirez","CHC","82","342","15","46","65","2","8.2%","12.6%",".199",".331",".317",".389",".516",".393","","136","-3.8","11.5","-1.5","2.1","97","67","14","1","28","43","8","1",".905","0.78","21.3%","34.6%","44.1%","12.9%","12.9%","5.5%","30.9%","76.4%","51.9%","65.9%","88.7%","81.4%","46.0%","9.5%","","21.9%","","","","","","","1002"
"Ryan Howard","PHI","160","703","45","105","141","8","10.7%","26.5%",".292",".325",".279",".360",".571",".392","","139","-0.2","33.9","-11.5","4.4","172","86","37","4","75","186","6","1",".931","0.89","23.2%","36.2%","40.6%","0.6%","25.4%","7.0%","27.0%","75.5%","48.7%","41.7%","78.4%","67.2%","44.8%","15.9%","","26.7%","","","","","","","2154"
"Rusty Ryal","ARI","30","68","3","11","9","0","8.8%","30.9%",".322",".361",".271",".353",".593",".392","","135","0.7","3.6","0.1","0.6","16","5","6","2","6","21","2","0",".946","0.82","20.5%","35.9%","43.6%","0.0%","17.6%","0.0%","34.6%","72.6%","50.6%","42.6%","81.7%","66.2%","42.0%","16.8%","","30.7%","","","","","","","9698"
"Matt Holliday","- - -","156","670","24","94","109","14","10.7%","15.1%",".201",".341",".313",".394",".515",".391","","141","0.5","34.7","-3.3","5.4","182","116","39","3","72","101","10","7",".909","1.14","16.6%","44.4%","39.0%","11.6%","12.6%","9.7%","24.0%","76.8%","48.9%","53.3%","88.1%","79.1%","47.2%","10.1%","","22.1%","","","","","","","1873"
"Jarrett Hoffpauir","STL","8","16","0","1","2","0","25.0%","12.5%",".167",".300",".250",".438",".417",".390","","142","-0.3","0.5","1.0","0.2","3","1","2","0","4","2","0","0",".854","0.60","20.0%","30.0%","50.0%","0.0%","0.0%","0.0%","19.2%","66.7%","44.6%","40.0%","100.0%","88.0%","53.6%","5.4%","","19.6%","","","","","","","7554"
"Mike Carp","SEA","21","65","1","7","5","0","12.3%","15.4%",".148",".364",".315",".415",".463",".388","","139","0.6","3.8","-0.5","0.6","17","12","3","1","8","10","2","0",".878","1.25","20.0%","44.4%","35.6%","12.5%","6.3%","10.0%","23.0%","64.5%","41.3%","48.4%","81.2%","71.0%","44.2%","11.9%","","30.5%","","","","","","","7480"
"Lance Berkman","HOU","136","563","25","73","80","7","17.2%","17.4%",".235",".296",".274",".399",".509",".387","","138","-4.3","22.3","-13.8","2.6","126","69","31","1","97","98","1","4",".907","1.10","18.0%","42.9%","39.1%","7.7%","17.5%","3.8%","19.4%","68.1%","41.3%","61.4%","85.4%","79.2%","44.9%","8.4%","","22.7%","","","","","","","548"
"Brad Hawpe","COL","145","588","23","82","86","1","13.4%","24.7%",".234",".356",".285",".384",".519",".387","","127","0.1","19.6","-26.3","1.2","143","75","42","3","79","145","4","3",".903","1.18","20.3%","43.2%","36.5%","1.5%","17.6%","2.6%","22.2%","73.4%","46.5%","53.5%","77.5%","71.6%","47.6%","13.2%","","27.4%","","","","","","","1885"
"Kendrys Morales","LAA","152","622","34","86","108","3","7.4%","18.8%",".263",".329",".306",".355",".569",".387","","136","-7.5","20.6","-5.3","3.7","173","94","43","2","46","117","2","7",".924","1.02","16.8%","42.0%","41.1%","6.4%","18.1%","5.2%","31.5%","64.0%","45.6%","63.8%","88.5%","78.8%","43.3%","9.4%","","27.2%","","","","","","","8610"
"David Ross","ATL","54","151","7","18","20","0","13.9%","25.8%",".234",".341",".273",".380",".508",".387","","138","-0.4","6.7","20.4","3.2","35","19","9","0","21","39","1","0",".888","0.60","21.6%","29.5%","48.9%","4.7%","16.3%","7.7%","19.2%","71.4%","45.2%","50.0%","80.9%","74.3%","49.7%","11.6%","","26.0%","","","","","","","1551"
"Michael Young","TEX","135","593","22","76","68","8","7.9%","15.2%",".196",".351",".322",".374",".518",".385","","128","-8.7","12.1","-6.5","2.6","174","114","36","2","47","90","1","3",".892","1.39","22.4%","45.1%","32.5%","2.0%","14.9%","6.8%","25.5%","68.7%","46.6%","60.3%","88.7%","80.7%","48.8%","8.9%","","24.0%","","","","","","","1286"
"Jason Kubel","MIN","146","578","28","73","103","1","9.7%","18.3%",".239",".327",".300",".369",".539",".385","","135","-5.2","19.8","-16.8","2.3","154","89","35","2","56","106","3","1",".907","0.93","19.6%","38.7%","41.6%","5.8%","16.3%","5.0%","23.6%","67.3%","44.1%","57.9%","84.5%","76.9%","46.8%","10.0%","","27.2%","","","","","","","2161"
