"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","H","1B","2B","3B","BB","SO","HBP","CS","OPS","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HardHit%","CSW%","xBA","EV","LA","Barrel%","maxEV","xSLG","playerid"
"Wei-Yin Chen","MIA","27","42","0","2","2","0","0.0%","42.9%",".025",".273",".150",".150",".175",".141",".083","-15","0.0","-5.9","5.1","0.0","6","5","1","0","0","18","0","0",".325","19.00","4.8%","90.5%","4.8%","0.0%","0.0%","5.3%","51.4%","57.7%","54.6%","52.8%","73.2%","63.6%","50.4%","19.9%","8.3%","46.1%",".084","77.7","-13.4","0.0%","99.5",".098","13071"
"Shelby Miller","ARI","5","5","0","0","1","0","20.0%","20.0%",".000",".000",".000",".200",".000",".138",".164","-23","0.0","-0.8","0.6","0.0","0","0","0","0","1","1","0","0",".200","1.00","0.0%","50.0%","50.0%","0.0%","0.0%","0.0%","0.0%","53.8%","28.0%","","71.4%","71.4%","52.0%","8.0%","0.0%","36.0%",".035","74.8","19.1","0.0%","75.8",".035","10197"
"Walker Lockett","SDP","4","5","0","0","0","0","20.0%","80.0%",".000",".000",".000",".200",".000",".138",".138","-19","0.0","-0.7","0.6","0.0","0","0","0","0","1","4","0","0",".200","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","8.3%","30.8%","20.0%","0.0%","25.0%","20.0%","52.0%","16.0%","","44.0%","","","","","","","13804"
"Kevin Kaczmarski","NYM","4","5","0","0","0","0","20.0%","20.0%",".000",".000",".000",".200",".000",".138",".274","-17","-0.4","-1.1","0.1","-0.1","0","0","0","0","1","1","0","1",".200","0.50","0.0%","33.3%","66.7%","0.0%","0.0%","0.0%","16.7%","50.0%","33.3%","100.0%","100.0%","100.0%","50.0%","0.0%","0.0%","25.0%",".185","77.5","-3.2","0.0%","91.8",".212","18146"
"Noah Syndergaard","NYM","25","52","0","0","3","0","1.9%","61.5%",".043",".375",".128",".143",".170",".137",".157","-18","0.0","-7.5","6.3","0.0","6","4","2","0","1","32","0","0",".313","0.83","31.3%","31.3%","37.5%","16.7%","0.0%","0.0%","36.3%","59.3%","46.8%","18.9%","51.0%","37.5%","45.7%","29.3%","31.6%","48.9%",".129","84.7","16.7","5.3%","106.9",".217","11762"
"Stephen Strasburg","WSN","22","51","0","0","1","0","3.9%","23.5%",".000",".172",".122",".163",".122",".134",".205","-26","0.0","-7.9","6.1","0.0","5","5","0","0","2","12","0","0",".285","20.00","22.2%","74.1%","3.7%","0.0%","0.0%","0.0%","29.3%","58.4%","43.6%","74.1%","92.3%","86.1%","49.2%","6.0%","27.0%","25.3%",".186","89.9","-7.9","2.7%","107.1",".225","10131"
"Tyler Anderson","COL","33","60","0","7","1","0","5.0%","53.3%",".000",".278",".100",".167",".100",".133",".150","-39","0.0","-10.2","7.2","-0.1","5","5","0","0","3","32","1","0",".267","1.25","35.7%","35.7%","28.6%","0.0%","0.0%","0.0%","33.3%","55.4%","45.2%","34.4%","58.1%","50.0%","53.8%","22.6%","4.2%","48.1%",".108","82.3","13.1","0.0%","95.9",".123","12880"
"Junior Guerra","MIL","31","37","0","2","0","0","0.0%","35.1%",".086",".182",".114",".114",".200",".132",".097","-27","0.0","-5.7","4.5","0.0","4","1","3","0","0","13","0","0",".314","1.38","13.6%","50.0%","36.4%","25.0%","0.0%","0.0%","51.6%","63.9%","57.7%","59.4%","84.6%","73.2%","49.6%","15.4%","16.7%","34.1%",".092","81.3","11.0","0.0%","101.7",".131","5702"
"John Gant","STL","28","34","2","2","3","0","0.0%","41.2%",".194",".000",".065",".065",".258",".131",".149","-24","0.0","-5.1","4.1","0.0","2","0","0","0","0","14","0","0",".323","2.75","6.3%","68.8%","25.0%","25.0%","50.0%","0.0%","28.6%","50.7%","40.2%","38.9%","74.3%","62.3%","52.3%","15.2%","25.0%","38.6%",".116","80.0","-2.4","10.0%","103.3",".228","13684"
"Ty Kelly","NYM","9","12","0","1","0","0","8.3%","16.7%",".000",".111",".091",".167",".091",".131",".152","-22","-0.3","-2.1","0.2","-0.2","1","1","0","0","1","2","0","0",".258","2.50","12.5%","62.5%","25.0%","0.0%","0.0%","0.0%","15.8%","68.8%","40.0%","33.3%","90.9%","78.6%","45.7%","8.6%","11.1%","28.6%",".103","83.5","-0.6","0.0%","96.1",".141","7740"
"Seth Lugo","NYM","54","13","0","1","0","0","7.7%","61.5%",".000",".333",".091",".167",".091",".131",".115","-22","0.0","-1.9","1.6","0.0","1","1","0","0","1","8","0","0",".258","3.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","21.7%","48.3%","36.5%","40.0%","57.1%","52.6%","55.8%","17.3%","25.0%","46.2%",".069","92.3","-6.9","0.0%","97.0",".075","12447"
"Trevor Williams","PIT","31","51","0","3","0","0","3.9%","25.5%",".000",".167",".116",".156",".116",".128",".158","-28","0.0","-8.0","6.1","0.0","5","5","0","0","2","13","0","0",".272","5.25","13.8%","72.4%","13.8%","0.0%","0.0%","4.8%","27.1%","50.5%","41.4%","68.4%","87.5%","82.7%","61.3%","7.2%","5.6%","34.8%",".141","83.1","-2.1","0.0%","98.4",".159","16977"
"Chris Stratton","SFG","28","50","0","0","5","0","0.0%","52.0%",".023",".333",".140",".136",".163",".128",".124","-26","0.0","-7.7","6.0","0.0","6","5","1","0","0","26","0","0",".299","4.00","41.2%","47.1%","11.8%","0.0%","0.0%","0.0%","40.0%","50.5%","45.8%","43.3%","69.6%","59.2%","54.8%","18.7%","25.0%","49.4%",".127","86.3","-0.4","0.0%","98.6",".154","13761"
"Dan Butler","BOS","2","7","0","0","1","0","0.0%","28.6%",".000",".200",".167",".143",".167",".126",".211","-36","0.1","-1.0","-0.2","-0.1","1","1","0","0","0","2","0","0",".310","1.00","20.0%","40.0%","40.0%","0.0%","0.0%","0.0%","33.3%","41.7%","38.1%","33.3%","100.0%","75.0%","57.1%","9.5%","40.0%","47.6%",".217","83.2","14.6","0.0%","101.7",".348","9968"
"Chad Kuhl","PIT","18","27","0","2","1","0","0.0%","18.5%",".000",".188",".143",".143",".143",".126",".069","-29","0.0","-4.3","3.3","0.0","3","3","0","0","0","5","0","0",".286","3.67","0.0%","78.6%","21.4%","33.3%","0.0%","0.0%","35.6%","63.5%","50.5%","62.5%","90.9%","81.6%","53.6%","9.3%","4.5%","27.8%",".071","79.4","-4.9","0.0%","97.5",".074","14975"
"Nick Pivetta","PHI","34","45","0","3","1","0","4.4%","44.4%",".025",".200",".100",".143",".125",".125",".111","-31","0.0","-7.2","5.4","0.0","4","3","1","0","2","20","0","0",".268","15.00","20.0%","75.0%","5.0%","0.0%","0.0%","6.7%","29.9%","53.5%","43.1%","20.0%","73.9%","57.6%","56.2%","18.3%","8.7%","49.0%",".081","81.4","-10.1","0.0%","97.9",".097","15454"
"Chris Archer","- - -","27","17","0","0","0","0","0.0%","35.3%",".059",".182",".118",".118",".176",".125",".114","-30","0.0","-2.7","2.0","0.0","2","1","1","0","0","6","0","0",".294","6.00","12.5%","75.0%","12.5%","0.0%","0.0%","0.0%","10.0%","56.4%","36.2%","33.3%","81.8%","76.0%","56.5%","8.7%","36.4%","36.2%",".114","87.8","-7.4","0.0%","100.0",".137","6345"
"Adolis Garcia","STL","21","17","0","3","1","0","0.0%","41.2%",".059",".200",".118",".118",".176",".125",".097","-28","-0.1","-2.8","-0.4","-0.3","2","1","1","0","0","7","0","0",".294","1.25","10.0%","50.0%","40.0%","0.0%","0.0%","0.0%","35.7%","67.7%","49.3%","66.7%","81.0%","75.0%","42.5%","12.3%","10.0%","24.7%",".099","84.2","14.3","0.0%","97.7",".117","19287"
"Jon Lester","CHC","34","65","1","4","9","0","0.0%","33.8%",".051",".167",".119",".119",".169",".124",".193","-31","0.0","-10.4","7.8","-0.1","7","6","0","0","0","22","0","0",".288","3.67","15.2%","66.7%","18.2%","0.0%","16.7%","0.0%","25.0%","61.0%","42.9%","41.9%","85.3%","72.6%","49.8%","11.7%","32.6%","34.4%",".180","88.7","0.8","4.7%","107.2",".261","4930"
"Homer Bailey","CIN","20","34","0","0","0","0","2.9%","38.2%",".000",".231",".115",".148",".115",".123",".078","-34","0.0","-5.6","4.1","0.0","3","3","0","0","1","13","0","0",".264","10.00","0.0%","90.9%","9.1%","0.0%","0.0%","20.0%","23.7%","54.9%","38.2%","50.0%","82.1%","71.4%","46.4%","10.9%","5.0%","35.5%",".055","84.4","-12.5","0.0%","98.2",".062","8362"
"Caleb Smith","MIA","16","26","0","0","1","0","0.0%","50.0%",".000",".333",".136",".136",".136",".120",".122","-29","0.0","-4.1","3.1","0.0","3","3","0","0","0","13","0","0",".273","8.00","11.1%","88.9%","0.0%","0.0%","0.0%","0.0%","46.8%","69.6%","58.1%","45.5%","81.3%","66.7%","49.5%","19.4%","23.1%","38.7%",".129","87.8","-14.1","0.0%","105.0",".141","14875"
"Brandon McCarthy","ATL","15","31","0","1","2","0","0.0%","61.3%",".069",".300",".103",".103",".172",".116",".136","-39","0.0","-5.3","3.7","-0.1","3","1","2","0","0","19","0","0",".276","2.00","33.3%","44.4%","22.2%","0.0%","0.0%","0.0%","15.7%","40.0%","29.3%","87.5%","69.2%","73.5%","56.0%","7.8%","33.3%","44.8%",".128","89.7","1.7","8.3%","105.2",".192","4662"
"Joey Lucchesi","SDP","26","39","0","2","1","0","10.3%","53.8%",".000",".143",".059",".154",".059",".116",".121","-34","0.0","-6.4","4.7","-0.1","2","2","0","0","4","21","0","0",".213","11.00","8.3%","91.7%","0.0%","0.0%","0.0%","0.0%","21.7%","38.8%","31.2%","20.0%","75.8%","58.3%","55.2%","13.0%","7.1%","46.8%",".044","83.9","-21.3","0.0%","96.3",".049","19320"
"Andrew Susac","BAL","9","26","0","1","0","0","0.0%","46.2%",".038",".214",".115",".115",".154",".116",".152","-38","0.1","-4.2","-0.2","-0.4","3","2","1","0","0","12","0","0",".269","0.63","7.1%","35.7%","57.1%","37.5%","0.0%","0.0%","18.2%","78.2%","48.2%","40.0%","65.1%","60.4%","50.0%","19.1%","50.0%","36.4%",".135","89.0","23.0","0.0%","107.1",".220","13132"
"Luis Castillo","CIN","31","65","0","4","2","0","3.1%","35.4%",".017",".167",".102",".131",".119",".115",".118","-40","0.0","-11.1","7.8","-0.1","6","5","1","0","2","23","0","0",".250","3.00","5.9%","70.6%","23.5%","12.5%","0.0%","4.2%","37.3%","65.1%","51.7%","52.6%","76.1%","67.9%","51.7%","16.6%","2.5%","37.4%",".100","79.8","-1.6","0.0%","97.5",".122","15689"
"Jon Gray","COL","31","61","0","2","2","0","4.9%","49.2%",".038",".182",".077",".127",".115",".115",".103","-51","0.0","-11.3","7.4","-0.2","4","2","2","0","3","30","0","0",".243","2.80","9.5%","66.7%","23.8%","0.0%","0.0%","0.0%","30.3%","49.1%","39.3%","25.0%","68.5%","51.1%","48.0%","19.2%","14.3%","45.4%",".065","83.0","-2.5","0.0%","105.9",".092","14916"
"Jordan Lyles","- - -","37","20","0","3","1","0","15.0%","40.0%",".000",".000",".000",".167",".000",".115",".151","-37","0.0","-3.3","2.4","0.0","0","0","0","0","3","8","0","0",".167","6.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","16.7%","41.9%","27.4%","57.1%","61.5%","60.0%","42.5%","11.0%","22.2%","39.7%",".033","85.3","-19.6","0.0%","100.4",".037","7593"
"Chad Bettis","COL","27","39","0","2","2","0","5.1%","46.2%",".000",".188",".088",".139",".088",".112",".141","-54","0.0","-7.3","4.7","-0.1","3","3","0","0","2","18","0","0",".227","10.00","26.7%","66.7%","6.7%","0.0%","0.0%","0.0%","16.3%","50.6%","32.7%","35.7%","87.5%","74.1%","47.9%","8.5%","21.1%","33.9%",".114","84.2","-3.7","0.0%","101.0",".124","10587"
"Kyle Freeland","COL","33","71","0","5","2","0","2.8%","56.3%",".031",".240",".092",".119",".123",".110",".087","-55","0.0","-13.4","8.6","-0.3","6","4","2","0","2","40","0","0",".242","2.20","11.1%","61.1%","27.8%","0.0%","0.0%","0.0%","34.2%","60.0%","48.0%","30.0%","58.0%","48.8%","53.6%","24.6%","13.8%","45.2%",".065","83.4","1.7","0.0%","106.1",".086","16256"
"Max Fried","ATL","14","8","0","1","0","0","0.0%","37.5%",".000",".200",".125",".125",".125",".110",".143","-43","0.0","-1.4","1.0","0.0","1","1","0","0","0","3","0","0",".250","4.00","20.0%","80.0%","0.0%","0.0%","0.0%","0.0%","30.8%","63.2%","50.0%","75.0%","75.0%","75.0%","59.4%","12.5%","20.0%","37.5%",".148","81.4","-16.4","0.0%","102.5",".165","13743"
"Andrew Heaney","LAA","30","8","0","1","0","0","0.0%","75.0%",".000",".500",".125",".125",".125",".110",".045","-41","0.0","-1.4","1.0","0.0","1","1","0","0","0","6","0","0",".250","2.00","0.0%","100.0%","0.0%","0.0%","0.0%","50.0%","16.7%","47.4%","35.5%","0.0%","55.6%","45.5%","61.3%","19.4%","0.0%","45.2%",".045","93.3","-17.6","0.0%","95.0",".053","15423"
"Mike Soroka","ATL","5","8","0","0","0","0","0.0%","12.5%",".000",".143",".125",".125",".125",".110",".214","-43","0.0","-1.4","1.0","0.0","1","1","0","0","0","1","0","0",".250","6.00","14.3%","85.7%","0.0%","0.0%","0.0%","0.0%","35.7%","41.7%","38.5%","100.0%","100.0%","100.0%","46.2%","0.0%","28.6%","23.1%",".233","88.2","-3.0","0.0%","99.2",".266","18383"
"Zach Eflin","PHI","25","50","1","3","1","0","0.0%","62.0%",".068",".250",".091",".091",".159",".106",".082","-43","0.0","-8.8","6.0","-0.1","4","3","0","0","0","31","0","0",".250","5.00","0.0%","83.3%","16.7%","0.0%","50.0%","10.0%","42.9%","58.0%","50.6%","25.0%","64.7%","48.3%","51.2%","26.2%","21.1%","49.4%",".066","90.0","-5.8","5.3%","109.4",".127","13774"
"Yu Darvish","CHC","8","14","0","0","0","0","0.0%","50.0%",".083",".200",".083",".083",".167",".104",".106","-44","0.0","-2.5","1.7","0.0","1","0","1","0","0","7","0","0",".250","3.00","20.0%","60.0%","20.0%","0.0%","0.0%","0.0%","40.7%","38.1%","39.6%","45.5%","100.0%","68.4%","43.8%","12.5%","14.3%","47.9%",".106","87.6","-13.7","0.0%","99.5",".135","13074"
"Mike Montgomery","CHC","39","35","0","1","1","0","2.9%","57.1%",".000",".231",".091",".118",".091",".098",".122","-48","0.0","-6.3","4.2","-0.1","3","3","0","0","1","20","0","0",".209","10.00","23.1%","76.9%","0.0%","0.0%","0.0%","0.0%","48.5%","62.2%","55.7%","43.8%","73.9%","61.5%","52.9%","21.4%","7.1%","42.9%",".110","79.2","-8.4","0.0%","99.9",".127","4869"
"Bryan Mitchell","SDP","16","19","0","0","0","0","0.0%","52.6%",".000",".250",".111",".111",".111",".098",".074","-46","0.0","-3.4","2.3","-0.1","2","2","0","0","0","10","0","0",".222","6.00","14.3%","85.7%","0.0%","0.0%","0.0%","16.7%","60.0%","81.3%","71.9%","33.3%","61.5%","51.2%","56.1%","35.1%","0.0%","49.1%",".079","78.5","-14.2","0.0%","94.5",".085","11479"
"Alfredo Gonzalez","CHW","3","9","0","0","1","0","0.0%","44.4%",".000",".200",".111",".111",".111",".098",".206","-49","0.1","-1.5","-0.1","-0.1","1","1","0","0","0","4","0","0",".222","2.00","40.0%","40.0%","20.0%","0.0%","0.0%","0.0%","46.7%","84.6%","64.3%","28.6%","81.8%","61.1%","46.4%","25.0%","0.0%","28.6%",".219","79.6","-1.4","0.0%","91.3",".243","14267"
"Zack Godley","ARI","33","65","0","1","1","0","6.2%","46.2%",".000",".130",".057",".123",".057",".095",".136","-52","0.0","-12.1","7.8","-0.2","3","3","0","0","4","30","0","0",".179","6.50","25.0%","65.0%","10.0%","50.0%","0.0%","0.0%","28.4%","53.2%","41.3%","51.5%","67.2%","62.0%","52.1%","15.7%","19.4%","40.9%",".095","81.4","-2.0","0.0%","101.9",".113","14862"
"Michael Wacha","STL","15","32","0","3","1","0","3.1%","28.1%",".000",".125",".080",".115",".080",".094",".069","-48","0.0","-5.8","3.9","-0.1","2","2","0","0","1","9","0","0",".195","1.67","0.0%","62.5%","37.5%","0.0%","0.0%","10.0%","19.7%","62.3%","41.5%","69.2%","86.0%","82.1%","51.1%","7.4%","0.0%","30.4%",".045","79.3","-1.4","0.0%","90.3",".052","14078"
"Dereck Rodriguez","SFG","21","39","0","0","1","0","0.0%","41.0%",".031",".188",".094",".094",".125",".094",".093","-49","0.0","-7.1","4.7","-0.1","3","2","1","0","0","16","0","0",".219","3.67","6.7%","73.3%","20.0%","33.3%","0.0%","0.0%","45.6%","70.1%","58.9%","50.0%","74.5%","65.8%","54.0%","20.2%","17.4%","36.3%",".093","83.3","-2.6","0.0%","103.6",".120","14509"
"Erick Fedde","WSN","11","17","0","1","0","0","5.9%","29.4%",".000",".091",".063",".118",".063",".092",".158","-55","0.0","-3.2","2.0","-0.1","1","1","0","0","1","5","0","0",".180","8.00","11.1%","88.9%","0.0%","0.0%","0.0%","0.0%","20.0%","47.1%","37.0%","75.0%","87.5%","85.0%","63.0%","5.6%","9.1%","40.7%",".117","80.9","-15.8","0.0%","98.7",".142","17425"
"Matt Harvey","- - -","32","57","0","1","1","0","3.5%","33.3%",".000",".118",".075",".109",".075",".089",".147","-57","0.0","-10.9","6.9","-0.2","4","4","0","0","2","19","0","0",".185","2.00","17.2%","55.2%","27.6%","25.0%","0.0%","0.0%","36.5%","60.0%","48.5%","45.7%","78.3%","66.3%","51.0%","16.3%","19.4%","38.8%",".125","85.9","1.6","0.0%","101.5",".157","11713"
"Antonio Senzatela","COL","23","29","0","1","3","0","0.0%","44.8%",".042",".182",".083",".083",".125",".089",".086","-69","0.0","-6.0","3.5","-0.2","2","1","1","0","0","13","0","0",".208","8.00","20.0%","80.0%","0.0%","0.0%","0.0%","0.0%","44.0%","66.0%","55.0%","50.0%","69.7%","61.8%","50.0%","21.0%","12.5%","40.0%",".084","83.8","-13.4","0.0%","100.5",".107","15488"
"Clay Buchholz","ARI","17","37","0","0","1","0","2.7%","45.9%",".032",".143",".065",".094",".097",".088",".147","-57","0.0","-7.1","4.5","-0.2","2","1","1","0","1","17","0","0",".191","6.00","50.0%","50.0%","0.0%","0.0%","0.0%","0.0%","17.3%","43.0%","32.8%","33.3%","76.5%","67.4%","60.3%","10.7%","10.5%","46.6%",".123","82.3","-5.3","0.0%","99.7",".168","3543"
"Eric Lauer","SDP","23","37","0","1","1","0","2.7%","40.5%",".033",".125",".067",".094",".100",".088",".105","-53","0.0","-6.9","4.5","-0.1","2","1","1","0","1","15","0","0",".194","1.75","21.4%","50.0%","28.6%","0.0%","0.0%","0.0%","30.2%","66.1%","49.1%","50.0%","71.8%","65.5%","52.7%","17.0%","19.0%","37.5%",".088","85.3","4.1","0.0%","99.2",".118","19316"
"Gio Gonzalez","- - -","32","55","0","3","1","0","1.8%","56.4%",".020",".200",".078",".096",".098",".088",".121","-58","0.0","-10.6","6.6","-0.2","4","3","1","0","1","31","0","0",".194","3.67","22.2%","61.1%","16.7%","0.0%","0.0%","9.1%","37.8%","53.5%","45.7%","32.4%","74.1%","57.1%","50.8%","19.6%","0.0%","47.2%",".114","82.6","6.1","0.0%","94.7",".135","7448"
"Jeff Samardzija","SFG","10","11","0","0","0","0","0.0%","54.5%",".000",".250",".100",".100",".100",".088",".089","-53","0.0","-2.1","1.3","0.0","1","1","0","0","0","6","0","0",".200","4.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","50.0%","58.3%","53.1%","30.0%","57.1%","41.2%","37.5%","31.3%","40.0%","50.0%",".095","95.8","-11.5","0.0%","107.9",".104","3254"
"Touki Toussaint","ATL","8","10","0","1","0","0","0.0%","50.0%",".000",".200",".100",".100",".100",".088",".082","-58","0.0","-1.9","1.2","0.0","1","1","0","0","0","5","0","0",".200","4.00","0.0%","80.0%","20.0%","0.0%","0.0%","0.0%","52.0%","75.0%","59.5%","53.8%","55.6%","54.5%","32.4%","27.0%","40.0%","40.5%",".085","85.1","-3.7","0.0%","106.7",".099","16929"
"Jarrod Saltalamacchia","DET","5","8","0","0","0","0","12.5%","50.0%",".000",".000",".000",".125",".000",".086",".156","-60","0.1","-1.4","-0.1","-0.1","0","0","0","0","1","4","0","0",".125","2.00","33.3%","66.7%","0.0%","0.0%","0.0%","0.0%","53.3%","69.2%","60.7%","25.0%","55.6%","41.2%","46.4%","35.7%","0.0%","50.0%",".074","83.5","-6.9","0.0%","89.3",".106","5557"
"Tommy Milone","WSN","5","9","0","0","0","0","11.1%","33.3%",".000",".000",".000",".125",".000",".086",".189","-59","0.0","-1.7","1.1","0.0","0","0","0","0","1","3","0","0",".125","0.50","25.0%","25.0%","50.0%","0.0%","0.0%","0.0%","20.0%","66.7%","48.7%","33.3%","93.8%","84.2%","61.5%","7.7%","0.0%","25.6%",".121","75.3","13.0","0.0%","81.0",".145","7608"
"Kyle Hendricks","CHC","33","66","0","1","1","0","3.0%","47.0%",".017",".138",".067",".097",".083",".085",".099","-57","0.0","-12.7","8.0","-0.3","4","3","1","0","2","31","0","0",".180","2.00","6.9%","62.1%","31.0%","33.3%","0.0%","0.0%","25.0%","45.1%","35.3%","55.2%","74.5%","67.9%","51.3%","11.3%","15.2%","45.8%",".079","83.0","4.8","0.0%","106.6",".099","12049"
"Gift Ngoepe","TOR","13","19","0","2","0","0","5.3%","63.2%",".000",".167",".056",".105",".056",".083",".194","-61","0.2","-3.5","-0.2","-0.3","1","1","0","0","1","12","0","0",".161","3.00","33.3%","50.0%","16.7%","0.0%","0.0%","0.0%","29.7%","51.3%","40.8%","18.2%","75.0%","54.8%","51.3%","18.4%","33.3%","47.4%",".136","87.2","2.4","16.7%","102.7",".253","10340"
"Kenta Maeda","LAD","41","40","0","0","0","0","0.0%","22.5%",".000",".130",".094",".094",".094",".082",".090","-55","0.0","-7.6","4.8","-0.2","3","3","0","0","0","9","0","0",".188","2.33","13.0%","60.9%","26.1%","33.3%","0.0%","0.0%","42.5%","66.0%","52.4%","77.4%","88.6%","83.3%","42.1%","8.7%","3.2%","29.4%",".089","79.5","8.4","0.0%","95.8",".107","18498"
"Andrew Suarez","SFG","29","51","0","1","0","0","3.9%","52.9%",".000",".150",".064",".102",".064",".082",".130","-57","0.0","-9.8","6.1","-0.2","3","3","0","0","2","27","0","0",".166","14.00","17.6%","82.4%","0.0%","0.0%","0.0%","0.0%","31.3%","43.9%","38.2%","44.0%","65.1%","57.4%","55.1%","16.3%","13.6%","45.5%",".111","82.0","-15.4","0.0%","100.5",".124","18300"
"Rich Hill","LAD","25","45","0","2","2","0","0.0%","33.3%",".000",".143",".093",".093",".093",".082",".107","-56","0.0","-8.6","5.4","-0.2","4","4","0","0","0","15","0","0",".186","6.00","12.5%","75.0%","12.5%","0.0%","0.0%","0.0%","45.0%","50.7%","48.1%","55.6%","73.0%","65.6%","54.9%","16.5%","13.3%","43.6%",".113","78.2","-5.5","0.0%","98.3",".124","4806"
"Adam Wainwright","STL","8","12","0","0","1","0","0.0%","50.0%",".000",".200",".091",".091",".091",".080",".098","-58","0.0","-2.3","1.4","-0.1","1","1","0","0","0","6","0","0",".182","0.33","20.0%","20.0%","60.0%","0.0%","0.0%","0.0%","42.9%","72.2%","54.3%","41.7%","69.2%","56.0%","39.1%","23.9%","16.7%","34.8%",".090","87.5","21.5","0.0%","103.6",".132","2233"
"Ross Stripling","LAD","36","37","0","0","2","1","0.0%","35.1%",".000",".150",".091",".091",".091",".080",".090","-57","0.2","-6.9","4.5","-0.1","3","3","0","0","0","13","0","0",".182","18.00","5.0%","90.0%","5.0%","0.0%","0.0%","5.6%","34.6%","53.6%","45.5%","44.4%","94.6%","78.2%","57.0%","9.9%","0.0%","34.7%",".087","82.9","-11.5","0.0%","90.2",".100","13273"
"Jameson Taillon","PIT","32","63","0","0","3","0","1.6%","34.9%",".018",".114",".070",".086",".088",".079",".120","-61","0.0","-12.4","7.6","-0.3","4","3","1","0","1","22","0","0",".174","3.14","12.1%","66.7%","21.2%","28.6%","0.0%","0.0%","35.8%","55.9%","46.3%","64.1%","78.8%","73.3%","52.0%","12.3%","20.0%","37.0%",".109","84.1","-3.2","0.0%","102.3",".140","11674"
"Chase Anderson","MIL","30","49","0","1","2","0","0.0%","46.9%",".000",".182",".089",".089",".089",".078",".101","-63","0.0","-9.7","5.9","-0.2","4","4","0","0","0","23","0","0",".178","3.67","22.2%","61.1%","16.7%","33.3%","0.0%","0.0%","40.8%","60.2%","51.2%","51.6%","69.8%","63.1%","53.7%","18.9%","7.7%","42.1%",".105","82.1","-1.7","0.0%","96.1",".121","6895"
"Trevor Richards","MIA","25","36","0","1","2","0","2.8%","47.2%",".000",".143",".065",".094",".065",".077",".095","-58","0.0","-7.0","4.3","-0.2","2","2","0","0","1","17","0","0",".158","10.00","15.4%","76.9%","7.7%","0.0%","0.0%","0.0%","30.4%","54.1%","45.0%","42.9%","72.5%","64.8%","61.7%","15.8%","16.7%","47.5%",".079","77.0","-2.9","0.0%","100.5",".084","19309"
"Robbie Ray","ARI","25","44","0","2","2","0","0.0%","54.5%",".026",".188",".077",".075",".103",".075",".073","-65","0.0","-8.9","5.3","-0.2","3","2","1","0","0","24","0","0",".178","4.00","23.1%","61.5%","15.4%","0.0%","0.0%","0.0%","26.8%","53.8%","41.0%","40.9%","61.2%","54.9%","52.6%","18.5%","10.0%","46.2%",".061","82.5","-0.9","0.0%","98.3",".070","11486"
"Ty Blach","SFG","50","34","0","0","0","0","5.9%","44.1%",".000",".071",".034",".097",".034",".073",".100","-63","0.0","-6.8","4.1","-0.2","1","1","0","0","2","15","0","0",".131","2.00","7.7%","61.5%","30.8%","0.0%","0.0%","0.0%","28.2%","46.8%","36.8%","60.0%","72.4%","67.3%","46.6%","12.0%","5.9%","36.1%",".055","85.5","7.9","0.0%","100.0",".074","14361"
"Jarlin Garcia","MIA","29","11","0","0","0","0","9.1%","63.6%",".000",".000",".000",".100",".000",".069",".092","-63","0.0","-2.2","1.3","-0.1","0","0","0","0","1","7","0","0",".100","2.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","32.0%","55.0%","42.2%","37.5%","81.8%","63.2%","44.4%","15.6%","33.3%","42.2%",".026","86.2","-23.8","0.0%","95.0",".031","18282"
"Derek Holland","SFG","37","56","0","2","0","0","1.8%","58.9%",".019",".150",".057",".074",".075",".068",".069","-66","0.0","-11.3","6.8","-0.3","3","2","1","0","1","33","0","0",".150","3.75","5.0%","75.0%","20.0%","0.0%","0.0%","0.0%","35.1%","54.2%","43.8%","40.0%","57.7%","50.0%","45.7%","21.9%","27.3%","43.8%",".054","88.9","-2.7","0.0%","104.2",".072","4141"
"Jose Quintana","CHC","32","58","0","0","0","0","0.0%","44.8%",".000",".154",".077",".077",".077",".068",".079","-68","0.0","-11.9","7.0","-0.3","4","4","0","0","0","26","0","0",".154","20.00","12.5%","83.3%","4.2%","0.0%","0.0%","0.0%","39.6%","51.0%","45.4%","55.0%","77.4%","67.7%","50.7%","14.6%","12.5%","40.5%",".081","82.0","-14.7","0.0%","105.4",".093","11423"
"Jeremy Hellickson","WSN","19","35","0","0","1","0","0.0%","37.1%",".031",".105",".063",".063",".094",".066",".067","-72","0.0","-7.3","4.2","-0.2","2","1","1","0","0","13","0","0",".156","3.25","5.6%","72.2%","22.2%","0.0%","0.0%","0.0%","42.3%","49.2%","46.2%","54.5%","90.6%","75.9%","55.6%","11.1%","0.0%","39.3%",".068","82.0","-1.4","0.0%","94.7",".076","4371"
