"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","H","1B","2B","3B","BB","SO","HBP","CS","OPS","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HardHit%","CSW%","xBA","EV","LA","Barrel%","maxEV","xSLG","playerid"
"Ka'ai Tom","- - -","48","133","2","10","12","1","12.8%","27.1%",".093",".178",".139",".278",".231",".239",".289","47","-0.5","-9.4","-3.2","-0.8","15","10","2","1","17","36","5","0",".510","1.25","16.0%","46.7%","37.3%","7.1%","7.1%","8.6%","27.7%","68.0%","45.4%","49.4%","79.3%","69.1%","44.0%","14.1%","29.3%","31.2%",".195","84.2","9.5","4.0%","109.1",".280","18136"
"Pat Valaika","BAL","91","281","5","17","25","1","5.7%","27.0%",".089",".260",".201",".250",".290",".238",".265","46","-1.2","-20.0","1.4","-0.9","52","39","8","0","16","76","2","1",".540","0.62","21.1%","30.3%","48.6%","11.1%","5.6%","8.9%","35.3%","75.6%","52.4%","61.6%","85.0%","75.9%","42.4%","12.6%","32.6%","27.6%",".213","86.8","19.8","4.8%","109.7",".337","14885"
"Andrew Knizner","STL","63","185","1","18","9","0","10.8%","21.1%",".062",".223",".174",".281",".236",".238",".274","50","-1.5","-13.4","-2.5","-1.0","28","20","7","0","20","39","4","0",".517","1.70","18.0%","51.6%","30.3%","13.5%","2.7%","3.2%","33.4%","67.4%","46.8%","65.7%","85.6%","77.0%","39.4%","10.8%","36.9%","26.6%",".203","87.5","7.8","4.1%","108.0",".298","19514"
"Tim Locastro","- - -","64","156","2","15","7","5","4.5%","21.2%",".072",".219",".180",".263",".252",".237",".258","45","0.3","-10.7","-0.9","-0.6","25","19","4","0","7","33","9","3",".515","1.05","16.2%","42.9%","41.0%","14.0%","4.7%","11.1%","37.3%","54.3%","45.3%","72.3%","84.2%","79.1%","47.3%","9.5%","16.8%","32.0%",".207","82.1","14.3","0.9%","107.1",".268","15124"
"Cody Bellinger","LAD","95","350","10","39","36","3","8.9%","26.9%",".137",".196",".165",".240",".302",".237",".281","47","2.1","-21.6","-0.1","-1.0","52","31","9","2","31","94","1","1",".542","0.65","21.5%","30.9%","47.5%","14.2%","9.4%","7.2%","35.2%","75.5%","51.3%","65.6%","77.1%","72.3%","40.0%","14.2%","34.4%","26.9%",".209","89.3","22.2","7.1%","107.4",".358","15998"
"Austin Romine","CHC","28","62","1","5","5","0","3.2%","35.5%",".083",".324",".217",".242",".300",".237",".187","45","-1.3","-5.6","-0.1","-0.4","13","10","2","0","2","22","0","0",".542","1.54","13.2%","52.6%","34.2%","7.7%","7.7%","5.0%","47.7%","66.3%","56.6%","47.2%","83.6%","67.5%","47.6%","18.4%","34.2%","35.8%",".159","87.3","9.7","5.3%","111.8",".235","5491"
"Austin Wynns","BAL","45","139","4","14","14","1","5.8%","22.3%",".123",".211",".185",".232",".308",".236",".242","44","-1.3","-10.8","-3.3","-0.9","24","16","4","0","8","31","0","0",".540","1.32","20.2%","45.5%","34.3%","17.6%","11.8%","4.4%","35.5%","56.3%","44.3%","66.1%","92.5%","80.3%","42.3%","8.7%","27.0%","31.3%",".201","83.6","10.7","3.0%","105.8",".296","15271"
"Josh Palacios","TOR","13","42","0","7","4","0","7.1%","26.2%",".000",".280",".200",".293",".200",".236",".307","42","1.8","-1.2","0.4","0.1","7","7","0","0","3","11","2","0",".493","1.86","16.7%","54.2%","29.2%","0.0%","0.0%","0.0%","35.2%","65.3%","48.5%","56.3%","78.7%","69.6%","44.2%","14.7%","42.3%","31.3%",".236","93.5","8.4","3.8%","104.4",".340","19818"
"Luke Raley","LAD","33","72","2","5","4","0","2.8%","34.7%",".106",".256",".182",".250",".288",".236",".302","46","0.1","-4.9","-0.8","-0.3","12","9","1","0","2","25","4","0",".538","2.00","17.5%","55.0%","27.5%","9.1%","18.2%","9.1%","32.2%","79.2%","53.9%","48.9%","74.7%","66.4%","46.1%","18.1%","39.0%","31.4%",".217","90.3","3.9","12.2%","113.5",".421","19354"
"Tucupita Marcano","SDP","25","50","0","7","3","0","12.0%","18.0%",".023",".229",".182",".280",".205",".231",".293","45","-0.6","-4.1","1.2","-0.1","8","7","1","0","6","9","0","1",".485","2.75","14.3%","62.9%","22.9%","0.0%","0.0%","4.5%","22.8%","68.9%","41.0%","65.4%","92.2%","83.1%","39.4%","6.9%","31.4%","27.7%",".240","85.1","-0.9","0.0%","104.4",".300","22871"
"Rio Ruiz","- - -","62","141","3","11","10","2","8.5%","27.0%",".104",".209",".168",".243",".272",".231",".249","37","0.0","-11.1","1.1","-0.5","21","14","4","0","12","38","1","0",".515","1.42","15.7%","49.4%","34.8%","6.5%","9.7%","2.3%","34.8%","82.1%","54.4%","62.7%","79.2%","73.0%","41.4%","14.6%","26.7%","25.2%",".184","86.8","9.9","4.4%","107.4",".288","14103"
"Cal Raleigh","SEA","47","148","2","6","13","0","4.7%","35.1%",".129",".267",".180",".223",".309",".231",".227","47","0.0","-9.6","5.6","0.1","25","11","12","0","7","52","1","0",".532","0.80","18.2%","36.4%","45.5%","15.0%","5.0%","9.4%","46.7%","81.1%","61.8%","61.7%","73.3%","68.4%","43.8%","19.5%","35.2%","29.2%",".179","88.0","17.1","6.8%","113.1",".292","21534"
"Nathan Eovaldi","BOS","32","3","0","1","0","0","33.3%","33.3%",".000",".000",".000",".333",".000",".231",".254","37","0.0","-0.2","0.4","0.0","0","0","0","0","1","1","0","0",".333","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","25.0%","33.3%","29.4%","100.0%","66.7%","80.0%","52.9%","5.9%","0.0%","35.3%",".038","70.3","-37.5","0.0%","70.3",".040","9132"
"Corey Ray","MIL","1","3","0","1","0","0","33.3%","33.3%",".000",".000",".000",".333",".000",".231",".356","41","0.0","-0.2","0.0","0.0","0","0","0","0","1","1","0","0",".333","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","40.0%","50.0%","43.8%","25.0%","66.7%","42.9%","37.5%","25.0%","0.0%","43.8%",".200","86.5","5.1","0.0%","86.5",".231","19170"
"Casey Mize","DET","30","3","0","0","1","0","33.3%","33.3%",".000",".000",".000",".333",".000",".231",".247","43","0.0","-0.2","0.4","0.0","0","0","0","0","1","1","0","0",".333","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","20.0%","7.1%","","100.0%","100.0%","35.7%","0.0%","0.0%","35.7%",".027","83.7","-32.3","0.0%","83.7",".028","20492"
"Aaron Ashby","MIL","14","4","0","0","0","0","25.0%","50.0%",".000",".000",".000",".333",".000",".231",".231","41","0.0","-0.3","0.5","0.0","0","0","0","0","1","2","0","0",".333","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","50.0%","29.4%","","40.0%","40.0%","58.8%","17.6%","0.0%","52.9%",".000","","","0.0%","",".000","23550"
"Drew Ellis","ARI","28","83","1","10","5","0","12.0%","32.5%",".072",".195",".130",".277",".203",".230",".229","39","-0.1","-6.5","-3.1","-0.7","9","6","2","0","10","27","4","0",".480","0.70","19.0%","33.3%","47.6%","5.0%","5.0%","7.1%","25.9%","67.5%","45.8%","58.3%","75.4%","70.4%","47.7%","13.6%","26.2%","31.4%",".134","81.8","23.1","2.4%","102.8",".191","19873"
"Zack Short","DET","61","184","6","21","20","2","12.0%","32.1%",".141",".165",".141",".239",".282",".230",".242","43","0.1","-12.8","-3.4","-1.0","22","12","4","0","22","59","0","0",".521","0.48","16.5%","27.2%","56.3%","17.2%","10.3%","3.6%","22.8%","66.0%","41.7%","58.3%","82.3%","74.9%","43.7%","10.5%","33.0%","30.5%",".153","87.5","24.3","4.9%","108.2",".272","19562"
"Alejo Lopez","CIN","14","23","0","3","0","0","0.0%","21.7%",".000",".333",".261",".261",".261",".229",".245","34","-0.1","-2.1","-1.1","-0.2","6","6","0","0","0","5","0","0",".522","5.50","27.8%","61.1%","11.1%","0.0%","0.0%","0.0%","45.5%","86.8%","67.6%","60.0%","90.9%","81.3%","53.5%","12.7%","16.7%","21.1%",".256","84.8","4.7","0.0%","96.6",".301","21127"
"Justin Williams","STL","51","137","4","10","11","0","12.4%","33.6%",".101",".217",".160",".270",".261",".229",".316","44","-0.6","-10.5","-1.0","-0.7","19","15","0","0","17","46","1","1",".531","2.29","23.3%","53.4%","23.3%","0.0%","23.5%","5.1%","32.4%","62.3%","44.4%","49.5%","81.5%","67.4%","40.0%","14.5%","52.1%","31.9%",".241","92.1","3.9","11.0%","115.0",".406","15490"
"Patrick Mazeika","NYM","37","87","1","6","6","0","4.6%","20.7%",".076",".230",".190",".253",".266",".228",".231","46","0.1","-5.9","1.7","-0.1","15","11","3","0","4","18","3","0",".519","1.37","25.0%","43.3%","31.7%","21.1%","5.3%","15.4%","39.2%","64.6%","49.1%","67.9%","90.2%","79.4%","39.0%","10.1%","21.0%","29.1%",".184","87.0","12.2","0.0%","102.2",".264","18142"
"Austin Hedges","CLE","88","312","10","32","31","1","4.8%","27.9%",".129",".214",".178",".220",".308",".227",".231","40","-0.2","-23.2","13.2","0.1","51","34","7","0","15","87","1","0",".527","0.76","20.2%","34.3%","45.5%","13.3%","11.1%","2.9%","37.7%","73.9%","53.2%","58.0%","80.9%","71.6%","43.0%","15.1%","29.7%","28.5%",".194","85.7","18.9","3.8%","110.0",".290","12976"
"Ben Rortvedt","MIN","39","98","3","8","7","0","6.1%","29.6%",".112",".211",".169",".229",".281",".227",".270","41","0.0","-7.0","5.5","0.2","15","11","1","0","6","29","1","0",".510","1.09","23.3%","40.0%","36.7%","4.5%","13.6%","0.0%","31.0%","66.2%","45.3%","52.1%","80.8%","69.1%","40.7%","14.0%","29.0%","31.9%",".205","84.6","13.7","6.5%","111.4",".348","20287"
"Jack Lopez","BOS","7","16","0","2","0","0","6.3%","37.5%",".154",".286",".154",".214",".308",".227",".154","34","0.3","-1.0","-0.5","-0.1","2","0","2","0","1","6","0","0",".522","0.67","28.6%","28.6%","42.9%","0.0%","0.0%","0.0%","57.6%","78.6%","63.8%","47.4%","63.6%","53.3%","29.8%","29.8%","11.1%","42.6%",".094","85.0","18.8","11.1%","101.4",".180","13663"
"Alex Jackson","- - -","52","151","3","13","12","0","8.6%","48.3%",".099",".273",".137",".252",".237",".227",".222","40","-0.2","-11.8","2.0","-0.5","18","11","4","0","13","73","7","0",".488","0.74","19.0%","34.5%","46.6%","14.8%","11.1%","0.0%","39.0%","71.1%","52.5%","38.1%","61.0%","51.1%","41.8%","25.6%","41.4%","40.0%",".131","89.6","20.7","6.9%","114.3",".230","17276"
"Scott Heineman","CIN","19","34","2","5","3","0","8.8%","44.1%",".200",".077",".100",".206",".300",".226",".205","32","0.1","-2.9","0.0","-0.2","3","1","0","0","3","15","1","0",".506","0.67","0.0%","40.0%","60.0%","11.1%","22.2%","0.0%","30.0%","66.1%","43.8%","29.6%","78.4%","57.8%","38.4%","18.5%","20.0%","36.3%",".101","82.8","24.6","13.3%","103.2",".236","14453"
"Sandy Leon","MIA","84","220","4","15","14","0","5.5%","29.5%",".084",".244",".183",".237",".267",".225",".216","40","-1.6","-18.5","4.6","-0.7","37","28","5","0","12","65","3","0",".505","0.87","18.2%","38.0%","43.8%","11.7%","6.7%","5.8%","33.3%","60.9%","45.0%","64.2%","84.9%","76.1%","42.5%","10.8%","26.4%","32.0%",".170","87.3","20.0","2.1%","106.0",".258","5273"
"Michael Perez","PIT","70","231","7","19","21","0","8.2%","29.4%",".148",".170",".143",".221",".290",".225",".244","37","-0.5","-19.0","2.5","-0.9","30","14","8","1","19","68","2","1",".511","1.14","14.3%","45.7%","40.0%","5.4%","12.5%","3.1%","32.1%","65.3%","45.9%","60.8%","86.3%","75.9%","41.7%","11.1%","32.4%","27.6%",".171","85.7","10.2","6.3%","106.2",".302","12977"
"Luis Marte","MIA","4","7","0","2","0","0","14.3%","28.6%",".000",".250",".167",".286",".167",".224",".227","39","0.3","-0.2","0.1","0.0","1","1","0","0","1","2","0","0",".452","0.50","25.0%","25.0%","50.0%","50.0%","0.0%","100.0%","38.9%","60.0%","46.4%","71.4%","100.0%","84.6%","35.7%","7.1%","0.0%","21.4%",".153","82.9","39.6","0.0%","88.8",".186","14515"
"Jackie Bradley Jr.","MIL","134","428","6","39","29","7","6.5%","30.8%",".098",".226",".163",".236",".261",".224",".253","37","2.1","-32.5","2.6","-1.6","63","40","14","3","28","132","10","1",".497","1.63","19.1%","50.2%","30.7%","12.7%","7.6%","3.1%","31.4%","68.7%","47.7%","48.8%","78.7%","67.6%","43.8%","15.5%","40.3%","32.3%",".194","89.7","9.6","5.0%","108.4",".290","12984"
"Chad Wallach","MIA","23","66","0","2","6","0","4.5%","48.5%",".067",".400",".200",".242",".267",".224",".167","39","-1.0","-6.2","0.8","-0.3","12","9","2","1","3","32","1","0",".509","2.43","20.0%","56.7%","23.3%","0.0%","0.0%","0.0%","36.0%","67.5%","48.6%","42.9%","73.4%","59.9%","40.1%","19.5%","36.7%","36.6%",".112","84.9","8.1","3.3%","109.2",".164","17161"
"Andrew Romine","CHC","26","64","1","7","5","0","6.3%","37.5%",".083",".286",".183",".234",".267",".223",".217","37","-0.6","-5.7","1.6","-0.2","11","8","2","0","4","24","0","1",".501","2.00","31.4%","45.7%","22.9%","0.0%","12.5%","18.8%","38.4%","70.2%","52.1%","58.6%","85.0%","73.9%","43.0%","13.6%","16.7%","26.4%",".190","80.5","7.1","0.0%","101.8",".234","1159"
"Franchy Cordero","BOS","48","136","1","12","9","1","5.9%","37.5%",".071",".307",".189",".237",".260",".222",".239","31","0.6","-10.9","-1.5","-0.8","24","17","6","0","8","51","0","1",".497","1.62","26.7%","45.3%","28.0%","14.3%","4.8%","8.8%","36.9%","74.4%","53.7%","44.5%","75.0%","63.4%","44.8%","19.6%","40.3%","32.0%",".194","88.6","7.7","5.2%","118.6",".293","14567"
"Sebastian Rivero","KCR","17","44","0","1","3","0","6.8%","34.1%",".050",".280",".175",".250",".225",".220",".238","32","-0.2","-3.9","-0.1","-0.3","7","5","2","0","3","15","1","0",".475","1.22","20.0%","44.0%","36.0%","11.1%","0.0%","9.1%","40.8%","72.7%","53.7%","62.5%","77.1%","70.5%","40.2%","15.9%","24.0%","31.1%",".186","86.6","13.0","0.0%","105.4",".256","21735"
"Dylan Bundy","LAA","24","4","0","0","0","0","0.0%","75.0%",".000","1.000",".250",".250",".250",".220",".022","33","0.0","-0.3","0.5","0.0","1","1","0","0","0","3","0","0",".500","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","11.1%","64.3%","43.5%","100.0%","88.9%","90.0%","60.9%","4.3%","0.0%","30.4%",".024","91.4","-25.1","0.0%","91.4",".027","12917"
"Jose De Leon","CIN","9","5","0","0","1","0","0.0%","40.0%",".000",".500",".250",".250",".250",".220",".210","27","0.0","-0.5","0.6","0.0","1","1","0","0","0","2","0","0",".500","1.00","50.0%","50.0%","0.0%","0.0%","0.0%","0.0%","41.7%","14.3%","31.6%","80.0%","0.0%","66.7%","36.8%","10.5%","0.0%","31.6%",".222","85.7","6.7","0.0%","87.7",".258","15463"
"Lucas Giolito","CHW","31","4","0","0","0","0","0.0%","75.0%",".000","1.000",".250",".250",".250",".220",".102","34","0.0","-0.3","0.5","0.0","1","1","0","0","0","3","0","0",".500","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","28.6%","44.4%","37.5%","0.0%","50.0%","33.3%","56.3%","25.0%","100.0%","56.3%",".114","105.6","0.0","0.0%","105.6",".120","15474"
"Zack Littell","SFG","63","4","0","0","0","0","0.0%","75.0%",".000","1.000",".250",".250",".250",".220",".140","36","0.0","-0.3","0.5","0.0","1","1","0","0","0","3","0","0",".500","0.00","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","40.0%","16.7%","31.3%","0.0%","100.0%","20.0%","37.5%","25.0%","100.0%","56.3%",".149","97.2","7.0","0.0%","97.2",".171","15823"
"Braden Bishop","SEA","8","5","0","1","0","0","0.0%","40.0%",".000",".500",".250",".250",".250",".220",".153","40","0.1","-0.3","-0.5","-0.1","1","1","0","0","0","2","0","0",".500","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","50.0%","100.0%","68.8%","60.0%","66.7%","63.6%","37.5%","25.0%","33.3%","31.3%",".154","105.3","1.1","0.0%","105.3",".172","17806"
"Jose Urquidy","HOU","20","4","0","0","0","0","0.0%","75.0%",".000","1.000",".250",".250",".250",".220",".112","35","0.0","-0.3","0.5","0.0","1","1","0","0","0","3","0","0",".500","0.00","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","36.4%","50.0%","42.1%","75.0%","100.0%","87.5%","42.1%","5.3%","0.0%","36.8%",".124","90.7","7.2","0.0%","90.7",".138","18413"
"Patrick Sandoval","LAA","17","4","0","1","0","0","0.0%","50.0%",".000",".500",".250",".250",".250",".220",".039","33","0.0","-0.3","0.5","0.0","1","1","0","0","0","2","0","0",".500","2.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","33.3%","25.0%","28.6%","50.0%","100.0%","75.0%","57.1%","7.1%","50.0%","35.7%",".043","89.8","-32.8","0.0%","99.1",".044","19447"
"Luis Barrera","OAK","6","8","0","1","0","0","0.0%","25.0%",".000",".333",".250",".250",".250",".220",".243","40","0.1","-0.5","0.7","0.0","2","2","0","0","0","2","0","0",".500","1.00","33.3%","33.3%","33.3%","0.0%","0.0%","0.0%","28.6%","75.0%","50.0%","25.0%","100.0%","76.9%","46.2%","11.5%","33.3%","30.8%",".259","89.0","10.7","0.0%","97.7",".299","19615"
"Corbin Martin","ARI","5","4","0","0","0","0","0.0%","75.0%",".000","1.000",".250",".250",".250",".220",".136","33","0.0","-0.3","0.5","0.0","1","1","0","0","0","3","0","0",".500","0.00","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","9.1%","66.7%","35.0%","0.0%","50.0%","42.9%","45.0%","20.0%","0.0%","45.0%",".144","94.4","16.9","0.0%","94.4",".181","19884"
"Drew Rasmussen","- - -","35","4","0","0","0","0","0.0%","25.0%",".000",".333",".250",".250",".250",".220",".272","42","0.0","-0.3","0.5","0.0","1","1","0","0","0","1","0","0",".500","2.00","0.0%","66.7%","33.3%","0.0%","0.0%","0.0%","28.6%","54.5%","44.4%","100.0%","100.0%","100.0%","61.1%","0.0%","33.3%","33.3%",".296","71.5","0.1","0.0%","104.8",".326","25385"
"Matt Joyce","PHI","43","69","2","6","7","0","17.4%","23.2%",".127",".079",".091",".261",".218",".219",".275","32","-1.0","-7.0","-0.1","-0.5","5","2","1","0","12","16","1","0",".479","1.19","12.5%","47.5%","40.0%","12.5%","12.5%","5.3%","25.3%","68.9%","44.9%","55.3%","78.6%","71.3%","44.9%","12.9%","27.5%","29.4%",".162","85.7","14.8","10.0%","105.7",".299","3353"
"Wyatt Mathisen","ARI","23","51","1","3","8","0","9.8%","41.2%",".071",".190",".119",".255",".190",".219",".270","32","0.6","-3.9","-1.3","-0.3","5","4","0","0","5","21","3","0",".445","0.60","27.3%","27.3%","45.5%","30.0%","10.0%","16.7%","33.6%","65.0%","46.2%","45.0%","73.1%","60.9%","40.2%","18.1%","40.9%","37.2%",".176","86.8","23.7","4.5%","108.1",".279","14555"
"Jay Bruce","NYY","10","39","1","3","3","0","12.8%","33.3%",".118",".150",".118",".231",".235",".217",".231","34","-0.8","-4.0","-1.1","-0.4","4","2","1","0","5","13","0","0",".466","1.67","20.0%","50.0%","30.0%","0.0%","16.7%","0.0%","30.1%","71.2%","48.2%","57.1%","75.0%","68.8%","44.0%","15.1%","19.0%","30.1%",".161","84.0","8.5","0.0%","105.6",".215","9892"
"Madison Bumgarner","ARI","28","52","0","3","3","0","17.3%","55.8%",".026",".364",".103",".280",".128",".217",".220","30","0.0","-4.7","6.3","0.3","4","3","1","0","9","29","1","0",".408","0.33","27.3%","18.2%","54.5%","16.7%","0.0%","0.0%","25.0%","62.7%","40.9%","31.4%","56.3%","47.5%","42.1%","21.5%","23.1%","40.1%",".096","87.2","24.7","7.7%","105.9",".147","5524"
"Chris Gittens","NYY","16","44","1","1","5","0","15.9%","29.5%",".083",".130",".111",".250",".194",".216",".301","33","0.2","-3.5","0.3","-0.2","4","3","0","0","7","13","0","0",".444","2.33","16.7%","58.3%","25.0%","0.0%","16.7%","0.0%","25.2%","61.1%","39.3%","50.0%","75.0%","65.3%","39.3%","13.7%","41.7%","33.9%",".204","86.3","-5.4","8.3%","118.0",".336","18482"
"Colton Welker","COL","19","40","0","7","2","0","7.5%","27.5%",".027",".269",".189",".250",".216",".215",".297","17","-0.6","-4.9","-0.3","-0.4","7","6","1","0","3","11","0","0",".466","0.45","38.5%","19.2%","42.3%","9.1%","0.0%","0.0%","34.6%","63.6%","45.7%","56.8%","95.2%","77.2%","38.2%","10.4%","38.5%","30.1%",".256","88.1","20.7","0.0%","105.3",".365","19961"
"Sheldon Neuse","LAD","33","66","3","6","4","1","1.5%","39.4%",".154",".222",".169",".182",".323",".214",".249","32","-1.3","-7.1","-0.5","-0.5","11","7","1","0","1","26","0","1",".505","0.94","10.3%","43.6%","46.2%","5.6%","16.7%","23.5%","33.6%","74.4%","51.9%","52.1%","71.3%","64.4%","45.0%","18.4%","41.0%","34.5%",".193","88.8","13.2","12.8%","108.7",".382","19635"
"Anthony Bemboom","LAA","8","28","0","2","2","0","3.6%","35.7%",".000",".353",".222",".250",".222",".213",".197","29","-0.1","-2.6","0.0","-0.2","6","6","0","0","1","10","0","0",".472","3.00","25.0%","56.3%","18.8%","0.0%","0.0%","11.1%","40.0%","61.0%","49.0%","50.0%","76.0%","63.8%","42.7%","17.7%","11.8%","38.5%",".185","83.1","1.9","0.0%","100.1",".224","13854"
"Monte Harrison","MIA","9","11","0","0","0","0","0.0%","27.3%",".100",".286",".200",".200",".300",".212",".205","31","-0.3","-1.3","1.3","0.0","2","1","1","0","0","3","0","1",".500","4.00","28.6%","57.1%","14.3%","0.0%","0.0%","0.0%","46.2%","70.0%","52.8%","66.7%","85.7%","73.7%","27.8%","13.9%","37.5%","30.6%",".207","84.5","0.7","0.0%","106.4",".278","17216"
"Tony Wolters","CHC","14","30","0","3","0","0","16.7%","40.0%",".000",".250",".125",".276",".125",".210",".215","28","0.2","-2.6","-0.2","-0.2","3","3","0","0","5","12","0","1",".401","2.00","25.0%","50.0%","25.0%","0.0%","0.0%","0.0%","27.6%","44.9%","34.4%","57.1%","77.3%","67.4%","39.2%","11.2%","15.4%","35.2%",".124","82.5","6.2","0.0%","100.0",".141","11470"
"Jonathan Davis","- - -","64","103","1","20","4","4","11.7%","25.2%",".046",".164",".126",".252",".172",".210",".284","25","0.3","-9.1","0.7","-0.5","11","9","1","0","12","26","3","1",".425","1.13","17.7%","43.5%","38.7%","4.2%","4.2%","7.4%","20.5%","60.9%","36.5%","54.7%","87.4%","76.3%","39.6%","8.7%","25.8%","31.6%",".194","85.1","7.7","6.5%","107.4",".306","15104"
"Wade Miley","CIN","30","59","0","9","3","0","5.1%","22.0%",".056",".244",".185",".228",".241",".210",".238","21","0.0","-6.0","7.1","0.3","10","7","3","0","3","13","0","0",".469","2.75","23.1%","56.4%","20.5%","12.5%","0.0%","4.5%","44.0%","77.8%","60.6%","51.4%","93.7%","78.0%","49.1%","13.3%","25.6%","23.0%",".219","86.2","1.7","0.0%","104.8",".266","8779"
"Leody Taveras","TEX","49","185","3","14","9","10","4.9%","32.4%",".109",".225",".161",".207",".270",".209",".252","28","2.4","-14.0","5.8","-0.2","28","17","6","2","9","60","1","1",".477","1.63","15.6%","52.3%","32.1%","8.6%","8.6%","10.5%","29.8%","68.5%","47.7%","66.7%","79.5%","75.1%","46.1%","11.8%","35.7%","28.2%",".211","87.2","7.0","6.1%","109.5",".315","18900"
"Clayton Kershaw","LAD","24","39","0","2","3","0","2.6%","28.2%",".000",".320",".222",".243",".222",".209",".213","29","0.0","-3.6","4.7","0.2","8","8","0","0","1","11","0","0",".465","5.00","25.0%","62.5%","12.5%","0.0%","0.0%","20.0%","32.8%","65.6%","52.9%","80.0%","76.2%","77.1%","61.1%","12.1%","14.8%","35.0%",".214","79.6","-8.3","0.0%","101.8",".243","2036"
"Jacob Wilson","- - -","12","21","0","3","1","0","4.8%","14.3%",".150",".176",".150",".190",".300",".209",".224","29","0.5","-1.3","0.6","0.0","3","1","1","1","1","3","0","0",".490","1.67","5.9%","58.8%","35.3%","50.0%","0.0%","0.0%","12.2%","69.4%","36.5%","83.3%","84.0%","83.9%","42.4%","5.9%","35.3%","31.8%",".171","81.7","11.2","5.9%","104.4",".298","13254"
"Stuart Fairchild","ARI","12","17","0","3","2","0","5.9%","17.6%",".067",".167",".133",".235",".200",".208",".278","25","-0.2","-1.8","0.2","-0.1","2","1","1","0","1","3","1","0",".435","1.25","25.0%","41.7%","33.3%","25.0%","0.0%","0.0%","30.6%","76.0%","49.2%","45.5%","78.9%","66.7%","41.0%","16.4%","16.7%","27.9%",".226","81.3","12.9","0.0%","106.0",".276","20321"
"Steven Brault","PIT","7","8","0","0","0","0","0.0%","25.0%",".167",".250",".167",".167",".333",".207",".111","25","0.0","-0.8","1.0","0.0","1","0","1","0","0","2","0","0",".500","4.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","45.5%","69.2%","58.3%","60.0%","77.8%","71.4%","54.2%","16.7%","50.0%","29.2%",".122","97.2","-11.1","0.0%","105.4",".140","15291"
"Mike Freeman","CIN","37","65","0","6","3","1","7.7%","30.8%",".000",".282",".186",".262",".186",".206",".232","18","0.5","-6.2","1.1","-0.3","11","11","0","0","5","20","1","1",".448","1.64","23.7%","47.4%","28.9%","0.0%","0.0%","5.6%","34.3%","68.2%","49.0%","63.3%","74.7%","70.2%","43.5%","14.6%","15.4%","32.0%",".204","80.1","11.1","0.0%","103.6",".236","11241"
"Jon Lester","- - -","30","51","1","3","3","0","3.9%","47.1%",".104",".304",".167",".200",".271",".205",".219","25","0.0","-4.9","6.2","0.3","8","5","2","0","2","24","0","0",".471","2.00","21.7%","52.2%","26.1%","16.7%","16.7%","0.0%","17.9%","58.8%","40.7%","35.3%","78.6%","70.1%","55.6%","12.1%","40.0%","36.4%",".181","86.0","0.5","8.0%","107.6",".287","4930"
"Chance Sisco","- - -","28","83","0","5","4","0","8.4%","25.3%",".041",".208",".149",".241",".189",".205",".224","24","-0.5","-8.2","-1.0","-0.6","11","8","3","0","7","21","2","0",".430","1.53","15.7%","51.0%","33.3%","11.8%","0.0%","0.0%","28.0%","73.0%","49.1%","63.8%","74.1%","71.0%","46.8%","14.2%","9.4%","29.4%",".159","83.7","13.7","1.9%","100.5",".224","15694"
"Garrett Stubbs","HOU","18","38","0","2","3","0","5.3%","18.4%",".059",".222",".176",".222",".235",".205",".212","26","0.2","-3.3","1.5","-0.1","6","4","2","0","2","7","0","0",".458","1.56","8.0%","56.0%","36.0%","44.4%","0.0%","7.1%","35.6%","63.6%","49.1%","47.6%","94.3%","76.8%","48.2%","11.4%","24.1%","28.9%",".181","84.8","13.9","0.0%","102.1",".238","18067"
"Tony Gonsolin","LAD","17","19","0","2","0","0","5.3%","42.1%",".059",".333",".176",".222",".235",".205",".140","26","0.0","-1.8","2.3","0.1","3","2","1","0","1","8","0","0",".458","3.50","0.0%","77.8%","22.2%","0.0%","0.0%","28.6%","31.7%","61.8%","45.3%","38.5%","76.2%","61.8%","45.3%","17.3%","20.0%","36.0%",".095","82.4","-21.4","0.0%","103.2",".144","19388"
