"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","xERA","FIP","xFIP","WAR","BS","H","R","ER","HR","BB","HBP","WP","SO","GB","FB","LD","AVG","WHIP","BABIP","LOB%","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","FB%","SL%","CT%","CB%","CH%","SF%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HLD","K%","BB%","SIERA","EV","LA","Barrel%","maxEV","HardHit%","CSW%","playerid"
"Dylan Floro","MIA","1","3","10","56","0","53.2","8.05","2.52","0.67",".288","69.7%","45.2%","7.7%","3.02","3.05","3.13","3.60","0.7","4","48","23","18","4","15","0","1","48","70","52","33",".234","1.17",".288","69.7%","1.35","21.3%","45.2%","33.5%","7.7%","7.7%","63.2%","","21.8%","","15.1%","","36.8%","65.1%","48.4%","70.6%","89.2%","80.9%","41.1%","9.3%","5","21.8%","6.8%","3.51","87.4","8.6","5.1%","112.3","32.5%","28.2%","13394"
"Joey Wentz","DET","2","2","0","7","7","32.2","7.44","3.58","0.55",".228","70.2%","36.6%","5.0%","3.03","3.62","3.54","4.56","0.5","0","23","13","11","2","13","1","2","27","34","40","19",".190","1.10",".228","70.2%","0.85","20.4%","36.6%","43.0%","2.5%","5.0%","56.0%","","21.1%","9.4%","13.5%","","29.9%","67.4%","45.0%","67.7%","89.4%","80.8%","40.4%","8.6%","0","20.0%","9.6%","4.58","88.8","12.9","7.4%","109.4","35.1%","24.1%","19962"
"Enyel De Los Santos","CLE","5","0","1","50","0","53.1","10.29","2.87","0.51",".280","74.8%","39.8%","6.5%","3.04","3.91","2.62","3.17","1.0","1","40","18","18","3","17","2","3","61","53","46","34",".204","1.07",".280","74.8%","1.15","25.6%","39.8%","34.6%","10.9%","6.5%","60.5%","28.4%","","","11.1%","","34.7%","74.1%","52.2%","61.3%","80.2%","73.2%","44.4%","14.0%","3","28.4%","7.9%","2.98","90.6","12.0","9.6%","111.1","45.2%","28.9%","18403"
"Giovanny Gallegos","STL","3","6","14","57","0","59.0","11.14","2.75","0.92",".261","71.7%","27.5%","7.7%","3.05","2.92","2.88","3.51","1.3","6","42","23","20","6","18","0","2","73","39","78","25",".194","1.02",".261","71.7%","0.50","17.6%","27.5%","54.9%","11.5%","7.7%","47.9%","47.2%","","","5.0%","","37.3%","73.6%","52.0%","47.0%","81.4%","66.7%","40.6%","17.3%","12","31.1%","7.7%","2.89","89.8","24.0","9.0%","113.7","35.4%","31.8%","14986"
"Brandon Woodruff","MIL","13","4","0","27","27","153.1","11.15","2.47","1.06",".285","78.6%","37.6%","11.0%","3.05","3.15","3.08","3.14","3.5","0","122","56","52","18","42","5","2","190","142","164","72",".213","1.07",".285","78.6%","0.87","19.0%","37.6%","43.4%","7.9%","11.0%","59.9%","11.2%","","12.6%","16.3%","","33.9%","69.8%","49.2%","59.0%","79.5%","71.4%","42.6%","14.1%","0","30.6%","6.8%","3.03","88.7","16.8","7.0%","118.4","36.8%","31.0%","16162"
"Chris Martin","- - -","4","1","2","60","0","56.0","11.89","0.80","0.96",".317","75.6%","49.0%","13.0%","3.05","2.55","2.18","2.01","1.6","2","50","20","19","6","5","1","7","74","70","46","27",".228","0.98",".317","75.6%","1.52","18.9%","49.0%","32.2%","13.0%","13.0%","51.3%","7.8%","31.7%","","","9.2%","35.7%","73.8%","54.0%","65.4%","80.6%","75.4%","48.0%","13.3%","9","32.9%","2.2%","1.87","88.2","12.5","8.3%","113.2","41.4%","29.0%","11847"
"Dillon Tate","BAL","4","4","5","67","0","73.2","7.33","1.95","0.73",".251","71.2%","57.4%","12.2%","3.05","3.15","3.48","3.40","0.5","1","57","29","25","6","16","7","3","60","120","49","40",".212","0.99",".251","71.2%","2.45","19.1%","57.4%","23.4%","0.0%","12.2%","51.5%","24.8%","","","23.7%","","33.1%","67.6%","48.7%","65.1%","86.1%","78.3%","45.3%","10.6%","16","20.5%","5.5%","3.09","87.1","0.0","5.3%","111.8","37.8%","29.6%","17796"
"Tanner Banks","CHW","2","0","0","35","0","53.0","8.32","3.06","0.85",".257","66.7%","46.6%","11.1%","3.06","4.08","3.57","3.60","0.3","0","42","25","18","5","18","1","2","49","69","45","34",".212","1.13",".257","66.7%","1.53","23.0%","46.6%","30.4%","6.7%","11.1%","45.0%","29.5%","","5.4%","20.1%","","32.7%","70.0%","49.5%","72.7%","87.3%","82.0%","45.0%","8.9%","1","22.6%","8.3%","3.55","88.1","9.6","7.4%","116.7","40.9%","27.0%","16990"
"Steven Wilson","SDP","4","2","1","50","1","53.0","9.00","3.40","1.19",".221","79.3%","23.5%","8.9%","3.06","2.83","4.13","4.62","0.3","2","36","20","18","7","20","3","4","53","32","79","25",".188","1.06",".221","79.3%","0.41","18.4%","23.5%","58.1%","15.2%","8.9%","52.2%","42.2%","","","5.6%","","30.2%","72.3%","46.9%","59.1%","81.7%","72.9%","39.7%","12.7%","5","24.8%","9.3%","3.95","87.6","26.0","7.2%","113.7","35.5%","28.8%","20353"
"Phoenix Sanders","TBR","0","0","0","8","0","14.2","7.36","1.84","0.00",".286","66.7%","41.5%","0.0%","3.07","4.37","2.09","3.70","0.2","0","12","5","5","0","3","0","0","12","17","16","8",".222","1.02",".286","66.7%","1.06","19.5%","41.5%","39.0%","6.3%","0.0%","25.1%","52.1%","","22.8%","","","33.9%","73.6%","53.5%","73.0%","91.0%","85.2%","49.3%","7.9%","0","21.1%","5.3%","3.52","92.9","15.5","9.5%","110.2","45.2%","23.7%","20541"
"Jacob deGrom","NYM","5","4","0","11","11","64.1","14.27","1.12","1.26",".258","73.4%","39.4%","17.0%","3.08","2.24","2.13","1.53","2.2","0","40","22","22","9","8","0","0","102","50","53","24",".173","0.75",".258","73.4%","0.94","18.9%","39.4%","41.7%","7.5%","17.0%","47.4%","39.3%","","5.1%","8.2%","","41.2%","76.5%","54.5%","47.9%","73.3%","61.3%","37.6%","21.1%","0","42.7%","3.3%","1.59","89.3","15.2","9.3%","111.6","31.8%","35.4%","10954"
"Sonny Gray","MIN","8","5","0","24","24","119.2","8.80","2.71","0.83",".277","77.2%","44.5%","9.4%","3.08","3.67","3.40","3.66","2.4","0","99","44","41","11","36","6","3","117","146","117","65",".222","1.13",".277","77.2%","1.25","19.8%","44.5%","35.7%","17.1%","9.4%","54.2%","10.4%","9.5%","24.9%","1.1%","","30.2%","63.0%","43.2%","65.9%","88.0%","78.6%","39.4%","9.2%","0","24.0%","7.4%","3.73","88.1","12.1","5.5%","111.3","39.2%","29.4%","12768"
"Huascar Brazoban","MIA","1","1","0","27","0","32.0","11.25","5.91","0.84",".307","80.4%","49.4%","12.0%","3.09","3.62","3.99","3.93","0.0","1","26","13","11","3","21","2","7","40","38","25","14",".220","1.47",".307","80.4%","1.52","18.2%","49.4%","32.5%","0.0%","12.0%","33.0%","41.7%","","","25.4%","","32.0%","70.3%","45.3%","47.7%","75.3%","62.6%","34.7%","17.0%","4","28.4%","14.9%","3.87","83.2","7.3","5.1%","110.9","26.9%","29.8%","6107"
"Andrew Heaney","LAD","4","4","0","16","14","72.2","13.62","2.35","1.73",".291","78.9%","34.5%","17.9%","3.10","3.39","3.75","2.83","1.1","0","60","34","25","14","19","9","0","110","58","78","32",".213","1.09",".291","78.9%","0.74","19.0%","34.5%","46.4%","10.3%","17.9%","62.5%","32.4%","","","5.1%","","39.5%","67.2%","50.7%","52.1%","79.5%","66.8%","40.7%","16.8%","0","35.5%","6.1%","2.46","91.2","17.8","11.0%","109.9","47.7%","32.5%","15423"
"Yu Darvish","SDP","16","8","0","30","30","194.2","9.11","1.71","1.02",".250","78.2%","36.9%","9.6%","3.10","3.49","3.31","3.58","4.2","0","148","67","67","22","37","12","4","197","192","228","101",".205","0.95",".250","78.2%","0.84","19.4%","36.9%","43.8%","6.6%","9.6%","34.0%","15.8%","35.3%","7.5%","1.0%","6.5%","33.6%","66.7%","49.5%","64.5%","83.7%","77.0%","48.1%","11.4%","0","25.6%","4.8%","3.39","88.5","17.0","9.0%","111.3","37.0%","29.6%","13074"
"Yimi Garcia","TOR","4","5","1","61","0","61.0","8.56","2.36","0.89",".258","70.5%","39.6%","7.7%","3.10","2.90","3.47","4.09","0.9","4","48","26","21","6","16","4","1","58","67","78","24",".211","1.05",".258","70.5%","0.86","14.2%","39.6%","46.2%","16.7%","7.7%","58.8%","16.7%","17.2%","","7.3%","","28.6%","71.5%","47.5%","68.7%","82.6%","77.9%","44.2%","10.5%","22","23.5%","6.5%","3.43","86.5","18.9","6.5%","114.0","33.1%","26.9%","12095"
"Adrian Sampson","CHC","4","5","0","21","19","104.1","6.30","2.33","0.86",".288","77.6%","40.0%","7.7%","3.11","4.40","3.79","4.39","1.5","0","101","40","36","10","27","2","0","73","130","130","65",".253","1.23",".288","77.6%","1.00","20.0%","40.0%","40.0%","7.7%","7.7%","65.5%","20.9%","","","13.6%","","33.8%","71.5%","47.9%","70.1%","89.0%","80.7%","37.5%","9.3%","0","17.1%","6.3%","4.48","87.9","13.6","6.7%","115.2","35.9%","23.6%","13339"
"Javier Assad","CHC","2","2","0","9","8","37.2","7.17","4.78","0.96",".277","83.0%","38.8%","8.7%","3.11","4.49","4.49","4.92","0.4","0","35","14","13","4","20","0","1","30","45","46","25",".240","1.46",".277","83.0%","0.98","21.6%","38.8%","39.7%","23.9%","8.7%","52.5%","9.4%","27.0%","4.5%","6.7%","","32.7%","69.1%","46.2%","65.5%","88.1%","78.1%","37.1%","10.1%","0","18.1%","12.0%","5.09","87.5","17.8","5.2%","113.0","33.6%","25.1%","21741"
"Logan Gillaspie","BAL","1","0","0","17","0","17.1","5.19","1.56","0.52",".328","72.0%","37.3%","5.3%","3.12","5.53","3.57","4.45","0.1","1","20","8","6","1","3","2","1","10","22","19","18",".290","1.33",".328","72.0%","1.16","30.5%","37.3%","32.2%","5.3%","5.3%","48.1%","21.0%","","9.2%","21.8%","","30.3%","70.0%","46.9%","80.4%","84.4%","82.9%","42.0%","8.0%","0","13.5%","4.1%","4.29","88.7","10.3","3.4%","110.0","44.1%","26.0%","22461"
"A.J. Puk","OAK","4","3","4","62","0","66.1","10.31","3.12","0.95",".279","77.4%","43.4%","11.5%","3.12","3.70","3.69","3.67","0.3","5","53","27","23","7","23","10","6","76","72","61","33",".214","1.15",".279","77.4%","1.18","19.9%","43.4%","36.7%","9.8%","11.5%","61.8%","38.1%","","","0.2%","","31.8%","67.3%","47.3%","55.2%","83.5%","72.8%","43.7%","12.9%","20","27.0%","8.2%","3.15","86.9","11.4","8.7%","111.1","34.9%","30.8%","19343"
"Clarke Schmidt","NYY","5","5","2","29","3","57.2","8.74","3.59","0.78",".273","75.0%","42.1%","8.6%","3.12","3.51","3.60","3.96","0.5","1","46","23","20","5","23","2","0","56","64","58","30",".218","1.20",".273","75.0%","1.10","19.7%","42.1%","38.2%","10.3%","8.6%","38.9%","37.7%","","18.3%","5.1%","","30.7%","67.7%","46.7%","53.7%","86.8%","74.4%","43.2%","11.9%","4","23.7%","9.7%","3.79","89.1","13.5","9.7%","117.3","37.4%","30.4%","19899"
"Brandon Hughes","CHC","2","3","8","57","0","57.2","10.61","3.28","1.72",".233","87.7%","33.8%","17.5%","3.12","3.86","4.64","3.78","-0.3","4","42","22","20","11","21","6","3","68","48","63","31",".198","1.09",".233","87.7%","0.76","21.8%","33.8%","44.4%","11.1%","17.5%","53.2%","45.6%","","","1.1%","","33.5%","70.6%","48.4%","49.7%","82.6%","69.0%","40.2%","15.0%","8","28.5%","8.8%","3.14","88.8","19.0","11.1%","112.4","37.5%","30.6%","23460"
"Tim Mayza","TOR","8","1","2","63","0","48.2","8.14","2.22","1.29",".271","79.6%","57.9%","25.9%","3.14","4.17","3.98","2.93","0.1","4","42","19","17","7","12","1","2","44","77","27","29",".233","1.11",".271","79.6%","2.85","21.8%","57.9%","20.3%","3.7%","25.9%","82.6%","17.4%","","","","","33.8%","64.4%","45.6%","67.1%","89.5%","79.3%","38.4%","9.4%","16","22.8%","6.2%","2.88","88.6","0.2","7.4%","118.3","39.0%","27.9%","15042"
"Tanner Houck","BOS","5","4","8","32","4","60.0","8.40","3.30","0.45",".288","75.5%","50.9%","7.1%","3.15","3.86","3.30","3.68","0.7","1","49","22","21","3","22","6","3","56","82","42","37",".224","1.18",".288","75.5%","1.95","23.0%","50.9%","26.1%","2.4%","7.1%","53.2%","40.8%","","","","6.0%","33.2%","70.0%","46.9%","52.9%","88.3%","72.6%","37.4%","12.9%","1","22.7%","8.9%","3.61","89.7","4.5","4.9%","112.5","39.3%","28.6%","19879"
"Andrew Kittredge","TBR","3","1","5","17","0","20.0","6.30","0.90","1.80",".200","87.7%","45.8%","16.7%","3.15","2.94","4.61","3.79","-0.2","3","15","7","7","4","2","0","0","14","27","24","8",".205","0.85",".200","87.7%","1.13","13.6%","45.8%","40.7%","12.5%","16.7%","59.7%","40.3%","","","","","48.3%","70.5%","56.7%","62.9%","91.9%","76.5%","37.8%","13.3%","0","18.7%","2.7%","3.51","88.4","11.5","8.5%","107.5","35.6%","26.6%","12828"
"Wade Miley","CHC","2","2","0","9","8","37.0","6.81","3.41","0.73",".250","63.1%","52.6%","7.9%","3.16","3.86","3.95","4.42","0.5","0","31","20","13","3","14","2","1","28","60","38","16",".217","1.22",".250","63.1%","1.58","14.0%","52.6%","33.3%","15.8%","7.9%","16.8%","6.5%","42.8%","2.7%","31.3%","","33.8%","62.1%","44.3%","63.3%","87.8%","76.1%","37.3%","10.6%","0","17.6%","8.8%","4.48","86.7","10.3","5.2%","115.0","35.7%","29.2%","8779"
"Bryce Elder","ATL","2","4","0","10","9","54.0","7.83","3.83","0.67",".267","79.2%","49.3%","8.2%","3.17","4.25","3.78","4.16","0.8","0","44","19","19","4","23","3","0","47","75","49","28",".219","1.24",".267","79.2%","1.53","18.4%","49.3%","32.2%","12.2%","8.2%","48.0%","26.6%","13.2%","","12.3%","","33.6%","65.0%","45.0%","63.1%","91.7%","78.1%","36.3%","9.9%","0","20.7%","10.1%","4.34","88.2","8.8","5.8%","112.8","34.4%","26.2%","27779"
"Andre Pallante","STL","6","5","0","47","10","108.0","6.08","3.33","0.75",".311","81.3%","63.9%","15.3%","3.17","3.78","3.98","3.71","0.6","1","113","39","38","9","40","1","4","73","218","59","64",".272","1.42",".311","81.3%","3.69","18.8%","63.9%","17.3%","3.4%","15.3%","63.6%","19.6%","","16.8%","0.1%","","25.2%","69.8%","44.8%","68.0%","90.5%","83.4%","44.0%","7.4%","9","16.0%","8.8%","3.78","89.4","-3.3","3.2%","113.7","42.0%","24.5%","26108"
"Luis Severino","NYY","7","3","0","19","19","102.0","9.88","2.65","1.24",".237","79.9%","44.3%","13.9%","3.18","2.94","3.70","3.38","1.4","0","72","37","36","14","30","4","1","112","113","101","41",".194","1.00",".237","79.9%","1.12","16.1%","44.3%","39.6%","5.0%","13.9%","49.3%","19.9%","8.5%","","22.3%","","31.5%","72.8%","49.0%","60.6%","83.2%","74.8%","42.4%","12.3%","0","27.7%","7.4%","3.37","89.4","11.0","6.9%","113.8","41.3%","28.1%","15890"
"Justin Steele","CHC","4","7","0","24","24","119.0","9.53","3.78","0.61",".317","72.6%","51.2%","8.7%","3.18","3.59","3.20","3.48","2.6","0","111","53","42","8","50","3","4","126","169","92","69",".242","1.35",".317","72.6%","1.84","20.9%","51.2%","27.9%","9.8%","8.7%","64.4%","28.7%","","5.0%","1.9%","","28.8%","69.2%","47.2%","61.4%","87.2%","78.6%","45.5%","10.1%","0","24.6%","9.8%","3.81","87.2","7.4","3.9%","112.1","33.3%","26.0%","17312"
"Chris Sale","BOS","0","1","0","2","2","5.2","7.94","1.59","0.00",".278","57.1%","50.0%","0.0%","3.18","4.08","2.41","3.19","0.2","0","5","3","2","0","1","1","0","5","9","3","6",".217","1.06",".278","57.1%","3.00","33.3%","50.0%","16.7%","0.0%","0.0%","46.1%","32.4%","","","21.6%","","31.0%","50.0%","39.2%","77.8%","95.5%","87.5%","43.1%","4.9%","0","20.0%","4.0%","3.33","84.0","4.1","5.6%","109.0","38.9%","32.4%","10603"
"Jeremiah Estrada","CHC","0","0","0","5","0","5.2","12.71","4.76","1.59",".385","92.1%","28.6%","16.7%","3.18","4.25","4.17","3.44","0.0","0","6","2","2","1","3","0","1","8","4","6","4",".273","1.59",".385","92.1%","0.67","28.6%","28.6%","42.9%","0.0%","16.7%","75.2%","18.8%","","4.3%","1.7%","","38.4%","86.4%","56.4%","67.9%","81.6%","75.8%","37.6%","13.7%","0","32.0%","12.0%","3.17","85.9","15.9","7.1%","108.6","35.7%","19.7%","22210"
"Cole Waites","SFG","0","0","0","7","0","5.2","6.35","6.35","1.59",".313","93.0%","41.2%","14.3%","3.18","4.84","6.11","5.65","-0.1","0","6","2","2","1","4","0","0","4","7","7","3",".286","1.76",".313","93.0%","1.00","17.6%","41.2%","41.2%","0.0%","14.3%","70.2%","29.8%","","","","","29.3%","76.1%","50.0%","76.5%","88.6%","84.6%","44.2%","7.7%","0","16.0%","16.0%","5.60","90.8","17.4","5.9%","110.0","41.2%","22.1%","25665"
"John Brebbia","SFG","6","2","0","76","11","68.0","7.15","2.38","0.66",".314","75.9%","36.3%","5.1%","3.18","3.49","3.32","4.50","0.9","4","71","27","24","5","18","1","0","54","77","98","37",".264","1.31",".314","75.9%","0.79","17.5%","36.3%","46.2%","10.2%","5.1%","46.2%","53.8%","","","","","35.0%","73.7%","52.2%","68.1%","84.8%","78.6%","44.3%","11.2%","18","18.8%","6.3%","4.08","87.8","17.1","6.5%","111.3","38.6%","26.1%","12777"
"Jose Alvarado","PHI","4","2","2","59","0","51.0","14.29","4.24","0.35",".340","69.8%","56.1%","7.7%","3.18","2.53","1.92","2.16","1.7","2","38","21","18","2","24","1","5","81","60","26","21",".201","1.22",".340","69.8%","2.31","19.6%","56.1%","24.3%","7.7%","7.7%","56.1%","42.7%","","1.2%","","","37.3%","63.9%","46.7%","46.9%","81.8%","63.7%","35.2%","16.9%","22","37.9%","11.2%","2.37","87.2","3.0","6.5%","112.0","33.3%","32.3%","17780"
"Kendall Graveman","CHW","3","4","6","65","0","65.0","9.14","3.60","0.69",".324","74.7%","54.0%","11.1%","3.18","3.51","3.42","3.44","0.7","6","65","29","23","5","26","3","3","66","102","45","42",".254","1.40",".324","74.7%","2.27","22.2%","54.0%","23.8%","6.7%","11.1%","55.0%","27.4%","","4.0%","13.6%","","32.8%","66.3%","45.8%","63.8%","84.6%","75.5%","38.9%","11.2%","27","23.2%","9.1%","3.39","88.1","6.0","4.2%","111.1","34.7%","29.3%","15514"
"Kyle Wright","ATL","21","5","0","30","30","180.1","8.68","2.65","0.95",".284","78.9%","55.6%","14.4%","3.19","3.89","3.58","3.30","2.9","0","156","67","64","19","53","9","7","174","277","132","89",".231","1.16",".284","78.9%","2.10","17.9%","55.6%","26.5%","8.3%","14.4%","43.5%","7.1%","","34.1%","15.4%","","33.2%","67.2%","48.6%","59.8%","84.8%","75.4%","45.3%","11.9%","0","23.6%","7.2%","3.48","89.0","4.4","6.8%","122.4","41.0%","29.7%","19665"
"Keegan Akin","BAL","3","3","2","45","1","81.2","8.49","2.20","1.10",".267","72.4%","49.3%","13.5%","3.20","3.62","3.59","3.34","0.5","0","69","35","29","10","20","1","1","77","112","74","41",".224","1.09",".267","72.4%","1.51","18.1%","49.3%","32.6%","5.4%","13.5%","52.1%","29.5%","","0.4%","18.1%","","37.4%","69.6%","52.6%","67.1%","83.3%","77.2%","47.4%","12.0%","3","23.4%","6.1%","3.20","87.8","7.9","6.5%","113.9","36.8%","29.0%","19362"
"Logan Gilbert","SEA","13","6","0","32","32","185.2","8.43","2.38","0.92",".292","77.6%","36.7%","9.2%","3.20","4.11","3.46","3.78","3.2","0","170","71","66","19","49","6","5","174","194","207","128",".239","1.18",".292","77.6%","0.94","24.2%","36.7%","39.1%","9.2%","9.2%","55.3%","24.2%","","12.5%","8.0%","","30.2%","74.8%","50.1%","67.5%","84.0%","78.5%","44.7%","10.8%","0","22.7%","6.4%","3.84","91.0","14.6","7.1%","118.0","45.6%","25.1%","22250"
"Trevor Williams","NYM","3","5","1","30","9","89.2","8.43","2.31","1.20",".301","82.3%","36.2%","11.0%","3.21","3.67","3.88","3.94","0.6","1","87","34","32","12","23","4","1","84","93","109","55",".252","1.23",".301","82.3%","0.85","21.4%","36.2%","42.4%","13.8%","11.0%","65.2%","16.2%","","5.3%","13.3%","","31.9%","74.8%","48.7%","64.5%","88.8%","79.1%","39.2%","10.2%","1","22.6%","6.2%","3.66","87.8","18.2","7.7%","111.2","36.8%","24.9%","16977"
"Bailey Ober","MIN","2","3","0","11","11","56.0","8.20","1.77","0.64",".277","70.4%","27.8%","4.8%","3.21","4.71","2.92","4.18","1.4","0","48","22","20","4","11","2","0","51","45","83","34",".224","1.05",".277","70.4%","0.54","21.0%","27.8%","51.2%","8.4%","4.8%","49.1%","23.4%","","11.9%","15.6%","","37.1%","74.7%","52.8%","64.9%","81.6%","74.7%","41.7%","13.3%","0","22.5%","4.8%","3.99","90.1","19.5","11.7%","112.3","36.8%","27.3%","21224"
"Johan Oviedo","- - -","4","3","0","21","8","56.0","8.68","3.70","0.80",".280","79.4%","49.4%","8.5%","3.21","3.17","3.74","4.14","0.7","0","49","21","20","5","23","3","2","54","80","59","23",".227","1.29",".280","79.4%","1.36","14.2%","49.4%","36.4%","11.9%","8.5%","43.5%","40.3%","","10.7%","5.5%","","31.0%","69.8%","48.2%","58.0%","87.1%","76.7%","44.3%","11.2%","0","22.3%","9.5%","4.01","87.3","10.6","6.2%","111.4","37.7%","27.7%","22487"
"Andrew Wantz","LAA","2","1","0","42","1","50.1","9.30","3.75","1.43",".240","84.0%","29.7%","11.9%","3.22","3.89","4.48","4.39","0.0","1","37","19","18","8","21","2","2","52","38","67","23",".204","1.15",".240","84.0%","0.57","18.0%","29.7%","52.3%","9.0%","11.9%","49.5%","28.5%","16.5%","","5.5%","","30.6%","72.0%","46.9%","51.3%","85.6%","72.1%","39.5%","13.1%","7","25.5%","10.3%","3.79","87.8","21.6","10.9%","112.8","34.9%","28.8%","24933"
"Brady Singer","KCR","10","5","0","27","24","153.1","8.80","2.05","1.06",".300","79.6%","49.0%","14.0%","3.23","3.97","3.58","3.30","2.9","0","140","58","55","18","35","11","3","150","205","129","84",".243","1.14",".300","79.6%","1.59","20.1%","49.0%","30.9%","11.6%","14.0%","54.3%","38.0%","","","7.7%","","29.5%","61.9%","44.2%","63.0%","88.1%","79.0%","45.3%","9.3%","0","24.2%","5.6%","3.40","89.3","8.6","8.2%","113.2","40.9%","30.3%","25377"
"Dean Kremer","BAL","8","7","0","22","21","125.1","6.25","2.44","0.79",".299","77.8%","39.4%","7.3%","3.23","4.46","3.80","4.43","1.8","0","123","48","45","11","34","5","5","87","150","150","81",".260","1.25",".299","77.8%","1.00","21.3%","39.4%","39.4%","10.7%","7.3%","41.4%","","30.9%","12.3%","15.4%","","35.6%","70.7%","50.4%","68.8%","87.8%","80.0%","42.2%","10.1%","0","17.0%","6.6%","4.54","88.4","14.7","7.3%","113.0","38.9%","25.2%","19350"
"Joel Payamps","- - -","3","6","0","41","0","55.2","6.63","2.59","1.13",".303","79.2%","52.8%","12.7%","3.23","3.86","4.24","4.07","0.2","2","60","24","20","7","16","2","3","41","95","55","30",".269","1.37",".303","79.2%","1.73","16.7%","52.8%","30.6%","21.8%","12.7%","50.1%","36.1%","","","13.8%","","30.9%","70.2%","46.7%","68.2%","86.6%","79.3%","40.2%","9.7%","3","17.0%","6.6%","3.86","89.0","6.5","7.7%","113.0","43.4%","24.7%","14332"
"Aaron Nola","PHI","11","13","0","32","32","205.0","10.32","1.27","0.83",".289","73.0%","43.6%","9.8%","3.25","2.74","2.58","2.77","6.3","0","168","75","74","19","29","9","2","235","230","193","105",".218","0.96",".289","73.0%","1.19","19.9%","43.6%","36.6%","6.2%","9.8%","52.4%","","6.5%","26.5%","14.5%","","37.0%","65.4%","49.3%","60.4%","84.7%","74.4%","43.2%","12.6%","0","29.1%","3.6%","2.80","87.7","12.5","7.1%","112.0","31.6%","32.4%","16149"
"Jimmy Lambert","CHW","1","2","0","42","2","47.0","8.62","4.60","0.77",".277","79.1%","36.1%","6.9%","3.26","3.05","3.90","4.62","0.3","1","40","18","17","4","24","1","5","45","48","58","27",".223","1.36",".277","79.1%","0.83","20.3%","36.1%","43.6%","10.3%","6.9%","44.6%","33.0%","","8.2%","14.2%","","32.3%","71.6%","48.3%","66.0%","82.8%","76.2%","40.9%","11.5%","10","22.1%","11.8%","4.29","86.6","18.1","4.5%","114.0","32.1%","26.9%","19541"
